page|95
项目|2021 年度|2020 年度
一、营业总收入|1,014,211,391.61|964,224,705.19
其中：营业收入|1,014,211,391.61|964,224,705.19
利息收入||
已赚保费||
page|96
手续费及佣金收入||
二、营业总成本|926,037,380.55|821,666,111.57
其中：营业成本|739,582,096.87|645,108,560.54
利息支出||
手续费及佣金支出||
退保金||
赔付支出净额||
提取保险责任合同准备金净额||
保单红利支出||
分保费用||
税金及附加|5,230,102.51|5,276,535.31
销售费用|72,029,280.21|50,742,753.38
管理费用|47,004,483.12|53,333,113.45
研发费用|55,549,209.34|48,533,854.19
财务费用|6,642,208.50|18,671,294.70
其中：利息费用|2,738,809.03|3,381,495.19
利息收入|4,584,971.38|4,626,872.75
加：其他收益|21,841,103.96|10,558,173.79
投资收益（损失以“－”号填列）|36,950,582.49|10,200,674.70
其中：对联营企业和合营企业的投资收益||
以摊余成本计量的金融资产终止确认收益||
汇兑收益（损失以“-”号填列）||
净敞口套期收益（损失以“－”号填列）||
公允价值变动收益（损失以“－”号填列）|4,734,111.45|5,814,804.26
信用减值损失（损失以“-”号填列）|-11,913,460.25|-730,639.89
资产减值损失（损失以“-”号填列）|-40,666,276.00|-2,945,675.40
资产处置收益（损失以“-”号填列）|349,438.69|
三、营业利润（亏损以“－”号填列）|99,469,511.40|165,455,931.08
加：营业外收入|753,527.90|86,789.97
减：营业外支出|2,815,295.95|3,144,095.59
四、利润总额（亏损总额以“－”号填列）|97,407,743.35|162,398,625.46
减：所得税费用|15,614,881.01|22,309,171.79
五、净利润（净亏损以“－”号填列）|81,792,862.34|140,089,453.67
（一）按经营持续性分类||
page|97
1.持续经营净利润（净亏损以“－”号填列）|81,792,862.34|140,089,453.67
2.终止经营净利润（净亏损以“－”号填列）||
（二）按所有权归属分类||
1.归属于母公司股东的净利润|80,591,856.26|135,430,633.65
2.少数股东损益|1,201,006.08|4,658,820.02
六、其他综合收益的税后净额|1,100,700.42|-24,545.77
归属母公司所有者的其他综合收益的税后净额|1,100,700.42|-24,545.77
（一）不能重分类进损益的其他综合收益||
1.重新计量设定受益计划变动额||
2.权益法下不能转损益的其他综合收益||
3.其他权益工具投资公允价值变动||
4.企业自身信用风险公允价值变动||
5.其他||
（二）将重分类进损益的其他综合收益|1,100,700.42|-24,545.77
1.权益法下可转损益的其他综合收益||
2.其他债权投资公允价值变动||
3.金融资产重分类计入其他综合收益的金额||
4.其他债权投资信用减值准备||
5.现金流量套期储备||
6.外币财务报表折算差额|1,100,700.42|-24,545.77
7.其他||
归属于少数股东的其他综合收益的税后净额||
七、综合收益总额|82,893,562.76|140,064,907.90
归属于母公司所有者的综合收益总额|81,692,556.68|135,406,087.88
归属于少数股东的综合收益总额|1,201,006.08|4,658,820.02
八、每股收益：||
（一）基本每股收益|0.26|0.53
（二）稀释每股收益|0.26|0.53
