page|76
项目|附注|2020 年度|2019 年度
一、营业总收入|七、61|9,557,434,792.03|9,945,408,144.10
其中：营业收入|七、61|9,557,434,792.03|9,945,408,144.10
利息收入|||
已赚保费|||
手续费及佣金收入|||
二、营业总成本||8,041,487,554.88|8,638,082,450.97
其中：营业成本|七、61|7,274,646,236.99|7,871,625,593.09
利息支出|||
手续费及佣金支出|||
退保金|||
赔付支出净额|||
提取保险责任准备金净额|||
保单红利支出|||
分保费用|||
税金及附加|七、62|74,758,516.46|73,197,233.80
销售费用|七、63|31,985,266.45|46,003,729.43
管理费用|七、64|210,159,411.63|206,802,991.02
研发费用|七、65|21,335,915.15|13,919,505.71
财务费用|七、66|428,602,208.20|426,533,397.92
其中：利息费用|七、66|482,582,790.38|499,676,851.38
利息收入|七、66|58,754,027.42|77,280,322.69
加：其他收益|七、67|65,432,029.43|49,106,940.87
投资收益（损失以“－”号填列）|七、68|478,830,937.37|249,477,110.07
其中：对联营企业和合营企业||389,572,246.86|169,363,036.42
page|77
的投资收益|||
以摊余成本计量的金融资产终止确认收益|||
汇兑收益（损失以“－”号填列）|||
净敞口套期收益（损失以“-”号填列）|||
公允价值变动收益（损失以“－”号填列）|||
信用减值损失（损失以“-”号填列）|七、71|-2,586,061.73|-6,389,256.33
资产减值损失（损失以“-”号填列）|七、72|-211,711,504.71|-98,021,791.44
资产处置收益（损失以“－”号填列）|七、73|12,155,556.20|137,633,492.91
三、营业利润（亏损以“－”号填列）||1,858,068,193.71|1,639,132,189.21
加：营业外收入|七、74|10,614,802.06|7,268,161.52
减：营业外支出|七、75|5,288,348.56|7,041,256.51
四、利润总额（亏损总额以“－”号填列）||1,863,394,647.21|1,639,359,094.22
减：所得税费用|七、76|267,809,534.88|319,738,094.99
五、净利润（净亏损以“－”号填列）||1,595,585,112.33|1,319,620,999.23
（一）按经营持续性分类|||
1.持续经营净利润（净亏损以“－”号填列）||1,595,585,112.33|1,319,620,999.23
2.终止经营净利润（净亏损以“－”号填列）|||
（二）按所有权归属分类|||
1.归属于母公司股东的净利润（净亏损以“-”号填列）||1,495,277,035.94|1,243,838,184.86
2.少数股东损益（净亏损以“-”号填列）||100,308,076.39|75,782,814.37
六、其他综合收益的税后净额||-15,595,297.50|-1,101,774.00
（一）归属母公司所有者的其他综合收益的税后净额||-15,595,297.50|-1,101,774.00
1．不能重分类进损益的其他综合收益||-15,595,297.50|-1,101,774.00
（1）重新计量设定受益计划变动额|||
（2）权益法下不能转损益的其他综合收益|||
（3）其他权益工具投资公允价值变动||-15,595,297.50|-1,101,774.00
（4）企业自身信用风险公允价值变动|||
2．将重分类进损益的其他综合收益|||
（1）权益法下可转损益的其他综合收益|||
page|78
（2）其他债权投资公允价值变动|||
（3）金融资产重分类计入其他综合收益的金额|||
（4）其他债权投资信用减值准备|||
（5）现金流量套期储备|||
（6）外币财务报表折算差额|||
（7）其他|||
（二）归属于少数股东的其他综合收益的税后净额|||
七、综合收益总额||1,579,989,814.83|1,318,519,225.23
（一）归属于母公司所有者的综合收益总额||1,479,681,738.44|1,242,736,410.86
（二）归属于少数股东的综合收益总额||100,308,076.39|75,782,814.37
八、每股收益：|||
（一）基本每股收益(元/股)||0.90|0.80
（二）稀释每股收益(元/股)||0.82|0.72
