page|81
项目|附注|2020年度|2019年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||538,539,144.25|587,255,459.43
page|82
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还||153,022.75|1,104,692.40
收到其他与经营活动有关的现金|七.78|30,082,982.57|35,574,947.44
经营活动现金流入小计||568,775,149.57|623,935,099.27
购买商品、接受劳务支付的现金||390,423,575.79|391,902,010.32
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||99,222,862.72|101,622,985.89
支付的各项税费||33,911,080.01|33,567,782.20
支付其他与经营活动有关的现金|七.78|57,251,227.44|50,490,955.51
经营活动现金流出小计||580,808,745.96|577,583,733.92
经营活动产生的现金流量净额||-12,033,596.39|46,351,365.35
page|83
二、投资活动产生的现金流量：|||
收回投资收到的现金||40,000,000.00|163,000,000.00
取得投资收益收到的现金||811,552.69|1,824,058.45
处置固定资产、无形资产和其他长期资产收回的现金净额||14,507.20|559,090.73
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金|||
投资活动现金流入小计||40,826,059.89|165,383,149.18
购建固定资产、无形资产和其他长期资产支付的现金||144,262,643.93|29,103,862.78
投资支付的现金||40,000,000.00|212,000,000.00
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||20,626,054.81
支付其他与投资活动有关的现金|||
投资活动现金流出小计||184,262,643.93|261,729,917.59
投资活动产生的现金流量净额||-143,436,584.04|-96,346,768.41
三、筹资活动产生的现金流量：|||
吸收投资收到的现金||440,000.00|4,080,000.00
其中：子公司吸收少数股东投资收到的现金||440,000.00|4,080,000.00
取得借款收到的现金||159,590,035.76|111,644,874.13
收到其他与筹资活动有关的现金|七.78|7,155,458.62|49,643,940.19
筹资活动现金流入小计||167,185,494.38|165,368,814.32
偿还债务支付的现金||126,968,697.13|28,356,839.00
分配股利、利润或偿付利息支付的现金||6,192,399.28|28,383,329.93
其中：子公司支付给少数股东的股利、利润|||
page|84
支付其他与筹资活动有关的现金|七.78|12,721,051.43|25,974,768.83
筹资活动现金流出小计||145,882,147.84|82,714,937.76
筹资活动产生的现金流量净额||21,303,346.54|82,653,876.56
四、汇率变动对现金及现金等价物的影响||-1,703,622.55|763,856.12
五、现金及现金等价物净增加额||-135,870,456.44|33,422,329.62
加：期初现金及现金等价物余额||401,766,949.37|368,344,619.75
六、期末现金及现金等价物余额||265,896,492.93|401,766,949.37
