page|80
项目|附注|2021 年 12 月 31 日|2020 年 12 月 31 日
流动资产：|||
货币资金|七、1|400,941,012.16|47,490,929.00
交易性金融资产|七、2|240,000,000.00|
衍生金融资产|||
应收票据|||
应收账款|七、5|81,901,944.16|57,420,328.57
应收款项融资|七、6|5,220,114.47|
预付款项|七、7|21,636,840.08|23,464,894.34
其他应收款|七、8|1,469,830.15|1,523,051.18
其中：应收利息|||
应收股利|||
存货|七、9|7,148,356.84|5,208,414.65
合同资产|||
持有待售资产|||
一年内到期的非流动资产|||
其他流动资产|七、13|876,609.42|2,021,431.23
流动资产合计||759,194,707.28|137,129,048.97
非流动资产：|||
债权投资|||
其他债权投资|||
长期应收款|七、16|2,160,000.00|2,160,000.00
长期股权投资|七、17|3,821,475.84|
其他权益工具投资|||
其他非流动金融资产|||
投资性房地产|||
固定资产|七、21|308,406,733.36|365,232,387.88
在建工程|七、22|18,069,663.51|1,392,459.80
生产性生物资产|||
油气资产|||
使用权资产|七、25|13,079,261.82|
无形资产|七、27|30,090,851.28|30,964,336.20
开发支出|||
商誉|||
长期待摊费用|||
递延所得税资产|七、30|2,243,855.92|477,006.38
其他非流动资产|七、31|15,243,037.96|
page|81
非流动资产合计||393,114,879.69|400,226,190.26
资产总计||1,152,309,586.97|537,355,239.23
流动负债：|||
短期借款|||9,913,158.75
交易性金融负债|||
衍生金融负债|||
应付票据|七、35|6,130,000|
应付账款|七、36|24,367,310.49|19,198,038.14
预收款项|||
合同负债|七、38|28,405,319.63|23,483,415.28
应付职工薪酬|七、39|5,216,493.58|4,107,930.58
应交税费|七、40|12,368,306.47|2,775,223.94
其他应付款|七、41|1,619,622.00|1,327,922.00
其中：应付利息|||
应付股利|||
持有待售负债|||
一年内到期的非流动负债|七、43|3,830,878.64|3,637,020.86
其他流动负债|||
流动负债合计||81,937,930.81|64,442,709.55
非流动负债：|||
长期借款|||
应付债券|||
其中：优先股|||
永续债|||
租赁负债|七、47|3,007,482.11|
长期应付款|七、48||6,816,783.77
长期应付职工薪酬|||
预计负债|||
递延收益|七、51|15,226,420.12|17,552,734.72
递延所得税负债|||
其他非流动负债|七、52|18,848,768.31|13,130,431.81
非流动负债合计||37,082,670.54|37,499,950.30
负债合计||119,020,601.35|101,942,659.85
所有者权益（或股东权益）：|||
实收资本（或股本）|七、53|160,000,000.00|120,000,000.00
其他权益工具|||
其中：优先股|||
永续债|||
资本公积|七、55|541,608,162.91|79,158,162.91
减：库存股|||
其他综合收益|||
专项储备|||
page|82
盈余公积|七、59|41,168,082.26|23,625,441.64
未分配利润|七、60|290,512,740.45|212,628,974.83
所有者权益（或股东权益）合计||1,033,288,985.62|435,412,579.38
负债和所有者权益（或股东权益）总计||1,152,309,586.97|537,355,239.23
page|83
减：所得税费用|七、76|29,444,270.44|21,223,440.56
四、净利润（净亏损以“－”号填列）||175,426,406.24|121,206,145.80
（一）持续经营净利润（净亏损以“－”号填列）||175,426,406.24|121,206,145.80
（二）终止经营净利润（净亏损以“－”号填列）|||
五、其他综合收益的税后净额|||
（一）不能重分类进损益的其他综合收益|||
1.重新计量设定受益计划变动额|||
2.权益法下不能转损益的其他综合收益|||
3.其他权益工具投资公允价值变动|||
4.企业自身信用风险公允价值变动|||
（二）将重分类进损益的其他综合收益|||
1.权益法下可转损益的其他综合收益|||
2.其他债权投资公允价值变动|||
3.金融资产重分类计入其他综合收益的金额|||
4.其他债权投资信用减值准备|||
5.现金流量套期储备|||
6.外币财务报表折算差额|||
7.其他|||
六、综合收益总额||175,426,406.24|121,206,145.80
七、每股收益：|||
（一）基本每股收益(元/股)||1.28|1.01
（二）稀释每股收益(元/股)||1.28|1.01
page|84
现金|||
经营活动现金流入小计||435,603,303.28|349,001,650.01
购买商品、接受劳务支付的现金||102,631,776.90|113,501,749.17
支付给职工及为职工支付的现金||23,853,812.92|18,483,212.38
支付的各项税费||44,862,778.24|42,464,840.39
支付其他与经营活动有关的现金||51,257,941.01|32,036,726.28
经营活动现金流出小计||222,606,309.07|206,486,528.22
经营活动产生的现金流量净额||212,996,994.21|142,515,121.79
二、投资活动产生的现金流量：|||
收回投资收到的现金||120,000,000.00|
取得投资收益收到的现金||1,025,315.07|
处置固定资产、无形资产和其他长期资产收回的现金净额|||1,799,465.90
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金|||
投资活动现金流入小计||121,025,315.07|1,799,465.90
购建固定资产、无形资产和其他长期资产支付的现金||36,823,499.10|29,930,573.68
投资支付的现金||363,960,000.00|
取得子公司及其他营业单位支付的现金净额|||
支付其他与投资活动有关的现金|||
投资活动现金流出小计||400,783,499.10|29,930,573.68
投资活动产生的现金流量净额||-279,758,184.03|-28,131,107.78
三、筹资活动产生的现金流量：|||
吸收投资收到的现金||527,710,800.00|
取得借款收到的现金|||59,000,000.00
收到其他与筹资活动有关的现金|||
筹资活动现金流入小计||527,710,800.00|59,000,000.00
偿还债务支付的现金||9,900,000.00|117,200,000.00
分配股利、利润或偿付利息支付的现金||80,083,554.07|2,927,702.40
支付其他与筹资活动有关的现金||23,647,711.99|18,011,637.31
