page|92
项目|附注|2019年度|2018年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||6,641,786,441.63|6,152,553,295.65
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
page|93
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还|||
收到其他与经营活动有关的现金|七、56|265,120,718.89|650,359,099.23
经营活动现金流入小计||6,906,907,160.52|6,802,912,394.88
购买商品、接受劳务支付的现金||1,787,478,917.62|786,496,148.95
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||630,038,439.54|626,215,237.04
支付的各项税费||910,300,577.54|562,010,499.45
支付其他与经营活动有关的现金|七、56|343,080,158.03|218,662,480.05
经营活动现金流出小计||3,670,898,092.73|2,193,384,365.49
经营活动产生的现金流量净额||3,236,009,067.79|4,609,528,029.39
二、投资活动产生的现金流量：|||
收回投资收到的现金||14,818,470.90|446,433,131.36
取得投资收益收到的现金||95,301,547.67|190,530,769.42
处置固定资产、无形资产和其他长期资产收回的现金净额||8,104,327.01|1,698,243.11
处置子公司及其他营业单位收到的现金净额||8,084,928.16|607,946,429.63
收到其他与投资活动有关的现金|七、56|2,479,764.11|329,014,981.33
投资活动现金流入小计||128,789,037.85|1,575,623,554.85
购建固定资产、无形资产和其他长期资产支付的现金||1,006,547,702.69|1,154,334,407.85
投资支付的现金||48,054,113.01|95,503,601.71
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||
支付其他与投资活动有关的现金|七、15|105,745,738.91|21,248,899.81
投资活动现金流出小计||1,160,347,554.61|1,271,086,909.37
投资活动产生的现金流量净额||-1,031,558,516.76|304,536,645.48
三、筹资活动产生的现金流量：|||
吸收投资收到的现金||1,750,000,000.00|
其中：子公司吸收少数股东投资收到的现金||-|
取得借款收到的现金||6,106,750,000.00|13,064,300,000.00
收到其他与筹资活动有关的现金|七、56||60,000,000.00
筹资活动现金流入小计||7,856,750,000.00|13,124,300,000.00
偿还债务支付的现金||7,891,562,071.99|13,221,748,120.01
分配股利、利润或偿付利息支付的现金||1,990,719,961.89|2,471,304,042.79
其中：子公司支付给少数股东的股利、利润||4,113,961.45|3,094,325.27
page|94
支付其他与筹资活动有关的现金|七、56|1,714,260,862.98|1,746,614,950.00
筹资活动现金流出小计||11,596,542,896.86|17,439,667,112.80
筹资活动产生的现金流量净额||-3,739,792,896.86|-4,315,367,112.80
四、汇率变动对现金及现金等价物的影响|||
五、现金及现金等价物净增加额||-1,535,342,345.83|598,697,562.07
加：期初现金及现金等价物余额||2,626,949,250.51|2,028,251,688.44
六、期末现金及现金等价物余额||1,091,606,904.68|2,626,949,250.51
