page|74
项目|附注|2021 年度|2020 年度
一、营业总收入|七-61|9,268,141,592.95|6,457,141,558.36
其中：营业收入|七-61|9,268,141,592.95|6,457,141,558.36
利息收入|||
已赚保费|||
手续费及佣金收入|||
二、营业总成本||6,613,541,446.28|5,528,154,525.78
其中：营业成本|七-61|5,814,774,981.85|4,893,839,899.05
利息支出|||
手续费及佣金支出|||
退保金|||
赔付支出净额|||
提取保险责任准备金净额|||
保单红利支出|||
分保费用|||
税金及附加|七-62|135,752,713.46|92,697,005.70
销售费用|七-63|23,084,509.95|10,218,045.77
管理费用|七-64|434,373,678.50|360,810,258.45
研发费用|七-65|28,274,580.36|10,875,545.26
财务费用|七-66|177,280,982.16|159,713,771.55
其中：利息费用||163,109,430.86|167,505,340.78
利息收入||20,678,106.89|25,027,743.26
加：其他收益|七-67|8,541,881.38|12,347,497.79
投资收益（损失以“－”号填列）  七-68||51,666,277.37|17,006,982.72
其中：对联营企业和合营企业的投资收益|七-68|1,828,685.44|-6,075,817.94
以摊余成本计量的金融资产终止确认收益|||
汇兑收益（损失以“－”号填列）|||
净敞口套期收益（损失以“-”号填列）|||
page|75
公允价值变动收益（损失以“－”号填列）|||
信用减值损失（损失以“-”号填列）|七-71|-1,313,544.54|-2,193,183.68
资产减值损失（损失以“-”号填列）|七-72|-500,170,886.22|-189,490,991.49
资产处置收益（损失以“－”号填列）|七-73|4,950,818.30|-696,501.20
三、营业利润（亏损以“－”号填列）||2,218,274,692.96|765,960,836.72
加：营业外收入|七-74|16,393,339.75|4,365,607.23
减：营业外支出|七-75|32,020,285.83|73,419,706.99
四、利润总额（亏损总额以“－”号填列）||2,202,647,746.88|696,906,736.96
减：所得税费用|七-76|562,714,135.24|188,533,651.14
五、净利润（净亏损以“－”号填列）||1,639,933,611.64|508,373,085.82
（一）按经营持续性分类|||
1.持续经营净利润（净亏损以“－”号填列）||1,639,933,611.64|508,373,085.82
2.终止经营净利润（净亏损以“－”号填列）|||
（二）按所有权归属分类|||
1.归属于母公司股东的净利润（净亏损以“-”号填列）||1,625,919,450.69|507,191,653.98
2.少数股东损益（净亏损以“-”号填列）||14,014,160.95|1,181,431.84
六、其他综合收益的税后净额||2,148,312.94|9,144,491.38
（一）归属母公司所有者的其他综合收益的税后净额||2,148,312.94|9,144,491.38
1．不能重分类进损益的其他综合收益||2,148,312.94|9,144,491.38
（1）重新计量设定受益计划变动额|||
（2）权益法下不能转损益的其他综合收益|||
（3）其他权益工具投资公允价值变动||2,148,312.94|9,144,491.38
（4）企业自身信用风险公允价值变动|||
2．将重分类进损益的其他综合收益|||
（1）权益法下可转损益的其他综合收益|||
（2）其他债权投资公允价值变动|||
（3）金融资产重分类计入其他综合收益的金额|||
（4）其他债权投资信用减值准备|||
（5）现金流量套期储备|||
（6）外币财务报表折算差额|||
（7）其他|||
（二）归属于少数股东的其他综合收益的税后净额|||
七、综合收益总额||1,642,081,924.58|517,517,577.20
（一）归属于母公司所有者的综合收益总额||1,628,067,763.63|516,336,145.36
page|76
（二）归属于少数股东的综合收益总额||14,014,160.95|1,181,431.84
八、每股收益：|||
（一）基本每股收益(元/股)||0.97|0.33
（二）稀释每股收益(元/股)||0.95|0.27
