page|67
项目|附注|2021年度|2020年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||1,854,167,257.43|1,608,402,939.07
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还||2,427,224.76|1,576,532.04
收到其他与经营活动有关的现金||47,131,972.30|18,669,189.34
经营活动现金流入小计||1,903,726,454.49|1,628,648,660.45
购买商品、接受劳务支付的现金||1,242,103,710.47|791,651,645.34
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
page|68
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||394,663,947.35|359,898,437.63
支付的各项税费||43,442,298.78|51,127,718.37
支付其他与经营活动有关的现金||155,760,302.83|212,967,917.36
经营活动现金流出小计||1,835,970,259.43|1,415,645,718.70
经营活动产生的现金流量净额||67,756,195.06|213,002,941.75
二、投资活动产生的现金流量：|||
收回投资收到的现金||874,801,860.76|63,666,534.59
取得投资收益收到的现金||39,449,074.72|237,957,465.99
处置固定资产、无形资产和其他长期资产收回的现金净额||2,176,160.67|7,143,362.42
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金||4,599,315.06|
投资活动现金流入小计||921,026,411.21|308,767,363.00
购建固定资产、无形资产和其他长期资产支付的现金||40,476,505.58|47,175,466.11
投资支付的现金|||505,534,712.34
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||
支付其他与投资活动有关的现金|||
投资活动现金流出小计||40,476,505.58|552,710,178.45
投资活动产生的现金流量净额||880,549,905.63|-243,942,815.45
三、筹资活动产生的现金流量：|||
吸收投资收到的现金|||
其中：子公司吸收少数股东投资收到的现金|||
取得借款收到的现金|||
收到其他与筹资活动有关的现金|||
page|69
筹资活动现金流入小计|||
偿还债务支付的现金|||
分配股利、利润或偿付利息支付的现金|||9,700,390.89
其中：子公司支付给少数股东的股利、利润|||
支付其他与筹资活动有关的现金||2,429,250.00|2,440,500.00
筹资活动现金流出小计||2,429,250.00|12,140,890.89
筹资活动产生的现金流量净额||-2,429,250.00|-12,140,890.89
四、汇率变动对现金及现金等价物的影响|||
五、现金及现金等价物净增加额||945,876,850.69|-43,080,764.59
加：期初现金及现金等价物余额||437,464,645.96|480,545,410.55
六、期末现金及现金等价物余额||1,383,341,496.65|437,464,645.96
