page|37
项目|附注|2019 年 12 月 31 日|2018 年 12 月 31 日
流动资产：|||
货币资金||259,549,124.45|177,245,462.34
结算备付金|||
拆出资金|||
交易性金融资产||108,272,000.00|168,321,463.52
以公允价值计量且其变动计入当期损益的金融资产|||
衍生金融资产|||
应收票据|||
应收账款||214,400.96|1,305,590.01
应收款项融资|||
预付款项|||490,017.66
应收保费|||
应收分保账款|||
应收分保合同准备金|||
其他应收款||917,096.33|1,004,793.35
其中：应收利息|||
应收股利|||
买入返售金融资产|||
存货||67,488,073.63|65,191,808.30
合同资产|||
持有待售资产|||
一年内到期的非流动资产|||
其他流动资产||16,678,791.67|18,796,180.75
流动资产合计||453,119,487.04|432,355,315.93
非流动资产：|||
发放贷款和垫款|||
债权投资|||
可供出售金融资产|||
其他债权投资|||
持有至到期投资|||
长期应收款|||
长期股权投资|||
其他权益工具投资|||
其他非流动金融资产|||
投资性房地产||16,329,988.62|17,137,041.64
固定资产||17,004,103.21|17,838,724.39
在建工程|||
生产性生物资产|||
油气资产|||
使用权资产||647,314.55|
无形资产|||28,332.71
page|38
开发支出|||
商誉|||
长期待摊费用|||704,244.00
递延所得税资产||5,861,973.30|5,862,065.35
其他非流动资产|||
非流动资产合计||39,843,379.68|41,570,408.09
资产总计||492,962,866.72|473,925,724.02
流动负债：|||
短期借款|||
向中央银行借款|||
拆入资金|||
交易性金融负债|||
以公允价值计量且其变动计入当期损益的金融负债|||
衍生金融负债|||
应付票据|||
应付账款||1,048,190.32|1,048,190.32
预收款项||2,323,093.20|2,409,658.37
合同负债|||
卖出回购金融资产款|||
吸收存款及同业存放|||
代理买卖证券款|||
代理承销证券款|||
应付职工薪酬||5,215,654.63|6,932,007.21
应交税费||63,687,701.59|61,212,928.96
其他应付款||105,597,294.17|105,919,685.92
其中：应付利息|||
应付股利||226,625.00|226,625.00
应付手续费及佣金|||
应付分保账款|||
持有待售负债|||
一年内到期的非流动负债|||
其他流动负债|||
流动负债合计||177,871,933.91|177,522,470.78
非流动负债：|||
保险合同准备金|||
长期借款|||
应付债券|||
其中：优先股|||
永续债|||
租赁负债|||
长期应付款|||
长期应付职工薪酬|||
预计负债|||
递延收益|||
递延所得税负债|||
其他非流动负债|||
非流动负债合计|||
page|39
负债合计||177,871,933.91|177,522,470.78
所有者权益（或股东权益）：|||
实收资本（或股本）||139,143,550.00|139,143,550.00
其他权益工具|||
其中：优先股|||
永续债|||
资本公积||730,928.53|680,928.53
减：库存股|||
其他综合收益|||
专项储备|||
盈余公积||31,804,595.23|30,733,015.98
一般风险准备|||
未分配利润||116,066,275.09|98,359,772.40
归属于母公司所有者权益（或股东权益）合计||287,745,348.85|268,917,266.91
少数股东权益||27,345,583.96|27,485,986.33
所有者权益（或股东权益）合计||315,090,932.81|296,403,253.24
负债和所有者权益（或股东权益）总计||492,962,866.72|473,925,724.02
