page|54
项目|附注|2019年度|2018年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||22,709,458,234.44|21,551,644,884.85
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还||3,948,385.72|3,580,214.18
收到其他与经营活动有关的现金|四(80)(a)|221,149,108.95|244,099,759.07
经营活动现金流入小计||22,934,555,729.11|21,799,324,858.10
购买商品、接受劳务支付的现金||19,821,039,257.45|18,268,869,100.65
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||936,926,607.91|940,363,539.02
支付的各项税费||621,914,513.13|1,041,176,951.35
支付其他与经营活动有关的现金|四(80)(b)|1,381,716,346.98|1,360,464,997.53
经营活动现金流出小计||22,761,596,725.47|21,610,874,588.55
经营活动产生的现金流量净额|四(81)(a)|172,959,003.64|188,450,269.55
二、投资活动产生的现金流量：|||
收回投资收到的现金|||
取得投资收益收到的现金||295,305,674.49|124,855,333.79
处置固定资产、无形资产和其他长期资产收回的现金净额||1,385,896.44|145,336.92
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金|四(80)(c)|986,978,367.47|1,385,323,391.56
投资活动现金流入小计||1,283,669,938.40|1,510,324,062.27
购建固定资产、无形资产和其他长期资产支付的现金||281,784,334.26|264,172,522.75
投资支付的现金|||
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||
支付其他与投资活动有关的现金|四(80)(d)|128,700,000.00|
投资活动现金流出小计||410,484,334.26|264,172,522.75
投资活动产生的现金流量净额||873,185,604.14|1,246,151,539.52
page|55
三、筹资活动产生的现金流量：|||
吸收投资收到的现金|||
其中：子公司吸收少数股东投资收到的现金|||
取得借款收到的现金||42,847,286.59|39,000,000.00
收到其他与筹资活动有关的现金|||
筹资活动现金流入小计||42,847,286.59|39,000,000.00
偿还债务支付的现金||39,000,000.00|34,500,000.00
分配股利、利润或偿付利息支付的现金||1,079,174,675.01|1,420,255,882.18
其中：子公司支付给少数股东的股利、利润||627,084,570.45|927,043,742.98
支付其他与筹资活动有关的现金|四(80)(f)|29,993,192.22|
筹资活动现金流出小计||1,148,167,867.23|1,454,755,882.18
筹资活动产生的现金流量净额||-1,105,320,580.64|-1,415,755,882.18
四、汇率变动对现金及现金等价物的影响||4,316,154.80|15,316,113.67
五、现金及现金等价物净增加额|四(81)(a)|-54,859,818.06|34,162,040.56
加：期初现金及现金等价物余额||7,550,925,910.10|7,516,763,869.54
六、期末现金及现金等价物余额|四(81)(d)|7,496,066,092.04|7,550,925,910.10
