page|83
项目|附注|2020年度|2019年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||2,404,088,205.36|2,907,221,643.24
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还||573,672.00|573,672.00
收到其他与经营活动有关的现金|七、78|30,453,889.37|49,978,540.51
经营活动现金流入小计||2,435,115,766.73|2,957,773,855.75
购买商品、接受劳务支付的现金||1,862,587,649.24|2,433,127,340.48
page|84
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||153,369,753.67|184,255,758.07
支付的各项税费||71,707,576.76|90,510,467.43
支付其他与经营活动有关的现金|七、78|25,137,145.73|31,529,393.21
经营活动现金流出小计||2,112,802,125.40|2,739,422,959.19
经营活动产生的现金流量净额||322,313,641.33|218,350,896.56
二、投资活动产生的现金流量：|||
收回投资收到的现金||17,050,000.00|81,000,000.00
取得投资收益收到的现金||5,200.55|157,922.45
处置固定资产、无形资产和其他长期资产收回的现金净额|||328,316.00
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金|||
投资活动现金流入小计||17,055,200.55|81,486,238.45
购建固定资产、无形资产和其他长期资产支付的现金||329,727,617.05|315,398,311.50
投资支付的现金||18,050,000.00|78,000,000.00
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||17,748.74
支付其他与投资活动有关的现金|七、78|113,519.36|10,009,331.04
投资活动现金流出小计||347,891,136.41|403,425,391.28
投资活动产生的现金流量净额||-330,835,935.86|-321,939,152.83
三、筹资活动产生的现金流量：|||
吸收投资收到的现金|||-214,200.00
其中：子公司吸收少数股东投资收到的现金|||
取得借款收到的现金||1,372,004,000.00|1,053,000,000.00
收到其他与筹资活动有关的现金|七、78|63,503,047.46|23,673,157.00
筹资活动现金流入小计||1,435,507,047.46|1,076,458,957.00
偿还债务支付的现金||1,336,187,477.83|1,103,275,054.16
分配股利、利润或偿付利息支付的现金||73,658,914.07|127,083,793.44
其中：子公司支付给少数股东的股利、利润|||
支付其他与筹资活动有关的现金|七、78|41,952,565.59|14,550,000.00
筹资活动现金流出小计||1,451,798,957.49|1,244,908,847.60
筹资活动产生的现金流量净额||-16,291,910.03|-168,449,890.60
四、汇率变动对现金及现金等价物的影响|||
五、现金及现金等价物净增加额||-24,814,204.56|-272,038,146.87
加：期初现金及现金等价物余额||144,876,390.64|416,914,537.51
六、期末现金及现金等价物余额|七、79|120,062,186.08|144,876,390.64
