page|79
项目|附注|2021 年度|2020 年度
一、营业总收入||1,586,785,340.96|1,298,949,683.42
其中：营业收入|七、61|1,586,785,340.96|1,298,949,683.42
利息收入|||
已赚保费|||
手续费及佣金收入|||
二、营业总成本||1,463,948,345.52|1,189,278,983.69
其中：营业成本|七、61|1,388,587,046.50|1,117,844,826.21
利息支出|||
手续费及佣金支出|||
退保金|||
赔付支出净额|||
提取保险责任准备金净额|||
保单红利支出|||
分保费用|||
税金及附加|七、62|5,149,484.38|3,148,344.84
销售费用|七、63|5,936,388.68|5,334,758.03
管理费用|七、64|10,934,184.47|10,856,802.98
研发费用|七、65|49,241,094.09|40,877,761.28
财务费用|七、66|4,100,147.40|11,216,490.35
其中：利息费用|||1,743,313.88
利息收入||1,833,693.85|1,629,697.19
加：其他收益|七、67|1,115,526.46|781,016.34
投资收益（损失以“－”号填列）  七、68||-4,559,595.95|-966,128.58
其中：对联营企业和合营企业的投资收益||-3,645,408.21|-2,343,235.76
以摊余成本计量的金融资产终止确认收益||-955,401.44|
汇兑收益（损失以“－”号填列）|||
净敞口套期收益（损失以“-”号填列）|||
公允价值变动收益（损失以“－”号填列）|||
信用减值损失（损失以“-”号填列）|七、71|2,551,042.81|-1,200,795.45
资产减值损失（损失以“-”号填列）|||
资产处置收益（损失以“－”号填列）|七、73|12,082.33|-22,805.65
三、营业利润（亏损以“－”号填列）||121,956,051.09|108,261,986.39
加：营业外收入|||124,306.59
减：营业外支出|七、75|35,115.73|17,578.02
四、利润总额（亏损总额以“－”号填列）||121,920,935.36|108,368,714.96
减：所得税费用|七、76|12,069,904.13|12,724,223.84
五、净利润（净亏损以“－”号填列）||109,851,031.23|95,644,491.12
（一）按经营持续性分类|||
page|80
1.持续经营净利润（净亏损以“－”号填列）||109,851,031.23|95,644,491.12
2.终止经营净利润（净亏损以“－”号填列）|||
（二）按所有权归属分类|||
1.归属于母公司股东的净利润（净亏损以“-”号填列）||109,851,031.23|95,644,491.12
2.少数股东损益（净亏损以“-”号填列）|||
六、其他综合收益的税后净额|||
（一）归属母公司所有者的其他综合收益的税后净额|||
1．不能重分类进损益的其他综合收益|||
（1）重新计量设定受益计划变动额|||
（2）权益法下不能转损益的其他综合收益|||
（3）其他权益工具投资公允价值变动|||
（4）企业自身信用风险公允价值变动|||
2．将重分类进损益的其他综合收益|||
（1）权益法下可转损益的其他综合收益|||
（2）其他债权投资公允价值变动|||
（3）金融资产重分类计入其他综合收益的金额|||
（4）其他债权投资信用减值准备|||
（5）现金流量套期储备|||
（6）外币财务报表折算差额|||
（7）其他|||
（二）归属于少数股东的其他综合收益的税后净额|||
七、综合收益总额||109,851,031.23|95,644,491.12
（一）归属于母公司所有者的综合收益总额||109,851,031.23|95,644,491.12
（二）归属于少数股东的综合收益总额|||
八、每股收益：|||
（一）基本每股收益(元/股)||0.41|0.36
（二）稀释每股收益(元/股)||0.41|0.36
