page|71
项目|附注|2020年度|2019年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||2,047,817,884.84|3,224,526,330.40
客户存款和同业存放款项净增加额||-|
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还||11,148,490.95|44,174,440.77
收到其他与经营活动有关的现金||213,369,015.45|302,473,868.80
经营活动现金流入小计||2,272,335,391.24|3,571,174,639.97
购买商品、接受劳务支付的现||1,505,161,426.20|1,685,301,162.86
page|72
金|||
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||268,603,839.66|317,441,417.20
支付的各项税费||152,816,967.53|343,093,693.13
支付其他与经营活动有关的现金||190,072,178.05|278,497,789.66
经营活动现金流出小计||2,116,654,411.44|2,624,334,062.85
经营活动产生的现金流量净额||155,680,979.80|946,840,577.12
二、投资活动产生的现金流量：|||
收回投资收到的现金||79,200.00|9,000,000.00
取得投资收益收到的现金||15,070,124.71|13,250,000.00
处置固定资产、无形资产和其他长期资产收回的现金净额||1,140.00|1,261,906.00
处置子公司及其他营业单位收到的现金净额|||133,202,513.82
收到其他与投资活动有关的现金||1,092,201.12|
投资活动现金流入小计||16,242,665.83|156,714,419.82
购建固定资产、无形资产和其他长期资产支付的现金||91,442,215.22|175,525,761.17
投资支付的现金||22,500,000.00|
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||
支付其他与投资活动有关的现金||900,000,000.00|
投资活动现金流出小计||1,013,942,215.22|175,525,761.17
投资活动产生的现金流量净额||-997,699,549.39|-18,811,341.35
三、筹资活动产生的现金流量：|||
吸收投资收到的现金||17,363,000.00|
其中：子公司吸收少数股东投资收到的现金||17,363,000.00|
取得借款收到的现金||140,000,000.00|840,000,000.00
收到其他与筹资活动有关的现金|||
筹资活动现金流入小计||157,363,000.00|840,000,000.00
偿还债务支付的现金||250,000,000.00|535,017,521.48
分配股利、利润或偿付利息支||240,314,690.46|242,229,350.27
page|73
付的现金|||
其中：子公司支付给少数股东的股利、利润|||30,000,000.00
支付其他与筹资活动有关的现金||1,891.00|
筹资活动现金流出小计||490,316,581.46|777,246,871.75
筹资活动产生的现金流量净额||-332,953,581.46|62,753,128.25
四、汇率变动对现金及现金等价物的影响||-245.06|362,605.75
五、现金及现金等价物净增加额||-1,174,972,396.11|991,144,969.77
加：期初现金及现金等价物余额||1,908,431,314.51|917,286,344.74
六、期末现金及现金等价物余额||733,458,918.40|1,908,431,314.51
