page|86
项目|附注|2019年度|2018年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||1,190,303,281.80|1,128,561,229.12
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
page|87
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还||2,382,416.83|1,508,891.69
收到其他与经营活动有关的现金||44,920,532.39|61,780,828.75
经营活动现金流入小计||1,237,606,231.02|1,191,850,949.56
购买商品、接受劳务支付的现金||674,582,293.91|665,671,026.64
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||157,023,603.18|142,806,196.15
支付的各项税费||57,313,657.19|67,624,595.52
支付其他与经营活动有关的现金||109,382,652.10|92,011,111.23
经营活动现金流出小计||998,302,206.38|968,112,929.54
经营活动产生的现金流量净额||239,304,024.64|223,738,020.02
二、投资活动产生的现金流量：|||
收回投资收到的现金||200,000,000.00|571,000,000.00
取得投资收益收到的现金||9,106,276.81|8,176,219.18
处置固定资产、无形资产和其他长期资产收回的现金净额||424,114.38|1,887,928.00
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金|||429,194.24
投资活动现金流入小计||209,530,391.19|581,493,341.42
购建固定资产、无形资产和其他长期资产支付的现金||230,827,926.56|25,335,121.61
投资支付的现金||35,000,000.00|741,000,000.00
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||400,058.08
支付其他与投资活动有关的现金||-|
投资活动现金流出小计||265,827,926.56|766,735,179.69
page|88
投资活动产生的现金流量净额||-56,297,535.37|-185,241,838.27
三、筹资活动产生的现金流量：|||
吸收投资收到的现金|||
其中：子公司吸收少数股东投资收到的现金|||
取得借款收到的现金||431,685,138.90|495,932,858.01
收到其他与筹资活动有关的现金|||291,480.48
筹资活动现金流入小计||431,685,138.90|496,224,338.49
偿还债务支付的现金||613,224,999.30|366,947,302.18
分配股利、利润或偿付利息支付的现金||26,125,841.34|47,974,307.76
其中：子公司支付给少数股东的股利、利润||2,652.00|2,779.20
支付其他与筹资活动有关的现金||94,083,372.04|16,736,156.00
筹资活动现金流出小计||733,434,212.68|431,657,765.94
筹资活动产生的现金流量净额||-301,749,073.78|64,566,572.55
四、汇率变动对现金及现金等价物的影响||-171,499.09|-259,116.16
五、现金及现金等价物净增加额||-118,914,083.60|102,803,638.14
加：期初现金及现金等价物余额||262,732,834.15|159,929,196.01
六、期末现金及现金等价物余额||143,818,750.55|262,732,834.15
