page|65
项目|附注|2020 年度|2019 年度
一、营业总收入||5,068,316,748.01|3,055,512,143.47
其中：营业收入||5,068,316,748.01|3,055,512,143.47
利息收入|||
page|66
已赚保费|||
手续费及佣金收入|||
二、营业总成本||4,975,024,859.09|2,989,572,767.41
其中：营业成本||4,541,909,534.32|2,609,413,715.82
利息支出|||
手续费及佣金支出|||
退保金|||
赔付支出净额|||
提取保险责任准备金净额|||
保单红利支出|||
分保费用|||
税金及附加||13,066,358.14|12,077,686.82
销售费用||276,342,763.56|220,452,490.57
管理费用||111,435,447.19|101,970,914.94
研发费用||63,792,048.75|64,712,537.08
财务费用||-31,521,292.87|-19,054,577.82
其中：利息费用|||1,065,812.48
利息收入||33,626,252.04|20,551,951.22
加：其他收益||15,585,006.99|16,133,533.11
投资收益（损失以“－”号填列）||2,181,184.84|6,087,925.47
其中：对联营企业和合营企业的投资收益||2,181,184.84|2,639,548.62
以摊余成本计量的金融资产终止确认收益|||
汇兑收益（损失以“－”号填列）|||
净敞口套期收益（损失以“-”号填列）|||
公允价值变动收益（损失以“－”号填列）|||
信用减值损失（损失以“-”号填列）||-3,080,494.63|-5,051,603.12
资产减值损失（损失以“-”号填列）||-1,393,812.08|-1,729,526.60
资产处置收益（损失以“－”号填列）||71,645.00|-7,592,203.63
三、营业利润（亏损以“－”号填列）||106,655,419.04|73,787,501.29
加：营业外收入||5,888,862.92|9,629,466.64
减：营业外支出||6,316,953.89|5,849,750.10
四、利润总额（亏损总额以“－”号填列）||106,227,328.07|77,567,217.83
减：所得税费用||1,782,742.45|6,891,122.66
五、净利润（净亏损以“－”号填列）||104,444,585.62|70,676,095.17
（一）按经营持续性分类|||
1.持续经营净利润（净亏||104,444,585.62|70,676,095.17
page|67
损以“－”号填列）|||
2.终止经营净利润（净亏损以“－”号填列）|||
（二）按所有权归属分类|||
1.归属于母公司股东的净利润（净亏损以“-”号填列）||102,113,592.83|70,527,118.31
2.少数股东损益（净亏损以“-”号填列）||2,330,992.79|148,976.86
六、其他综合收益的税后净额|||
（一）归属母公司所有者的其他综合收益的税后净额|||
1．不能重分类进损益的其他综合收益|||
（1）重新计量设定受益计划变动额|||
（2）权益法下不能转损益的其他综合收益|||
（3）其他权益工具投资公允价值变动|||
（4）企业自身信用风险公允价值变动|||
2．将重分类进损益的其他综合收益|||
（1）权益法下可转损益的其他综合收益|||
（2）其他债权投资公允价值变动|||
（3）金融资产重分类计入其他综合收益的金额|||
（4）其他债权投资信用减值准备|||
（5）现金流量套期储备|||
（6）外币财务报表折算差额|||
（7）其他|||
（二）归属于少数股东的其他综合收益的税后净额|||
七、综合收益总额||104,444,585.62|70,676,095.17
（一）归属于母公司所有者的综合收益总额||102,113,592.83|70,527,118.31
（二）归属于少数股东的综合收益总额||2,330,992.79|148,976.86
八、每股收益：|||
（一）基本每股收益(元/股)||0.50|0.35
（二）稀释每股收益(元/股)||0.50|0.34
