page|84
项目|附注|2019年度|2018年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||11,674,776,709|11,826,276,530
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还||245,068,172|7,205,509
收到其他与经营活动有关的现金|七、51(1)|360,232,920|81,810,030
经营活动现金流入小计||12,280,077,801|11,915,292,069
购买商品、接受劳务支付的现金||8,045,476,166|7,801,212,181
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||1,304,690,912|2,053,364,427
支付的各项税费||289,433,108|518,378,366
支付其他与经营活动有关的现金|七、51(2)|89,876,432|100,641,048
经营活动现金流出小计||9,729,476,618|10,473,596,022
经营活动产生的现金流量净额||2,550,601,183|1,441,696,047
二、投资活动产生的现金流量：|||
收回投资收到的现金||1,351,350|
取得投资收益收到的现金||107,093,495|98,998,103
page|85
处置固定资产、无形资产和其他长期资产收回的现金净额||3,097,368|2,120,861
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金||6,715,817|3,678,647
投资活动现金流入小计||118,258,030|104,797,611
购建固定资产、无形资产和其他长期资产支付的现金||1,240,180,718|1,263,888,093
投资支付的现金||23,991,241|8,616,058
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额||0|1,210,333,531
支付其他与投资活动有关的现金||14,482,226|6,318,137
投资活动现金流出小计||1,278,654,185|2,489,155,819
投资活动产生的现金流量净额||(1,160,396,155)|(2,384,358,208)
三、筹资活动产生的现金流量：|||
吸收投资收到的现金|||
其中：子公司吸收少数股东投资收到的现金|||
取得借款收到的现金||7,698,834|7,086,395
收到其他与筹资活动有关的现金|||
筹资活动现金流入小计||7,698,834|7,086,395
偿还债务支付的现金||14,204,594|94,148,918
分配股利、利润或偿付利息支付的现金||877,213,555|769,213,153
其中：子公司支付给少数股东的股利、利润||107,489,792|288,302,501
支付其他与筹资活动有关的现金|七、51(6)|479,785,145|517,192,516
筹资活动现金流出小计||1,371,203,294|1,380,554,587
筹资活动产生的现金流量净额||(1,363,504,460)|(1,373,468,192)
四、汇率变动对现金及现金等价物的影响||(13,970,871)|(61,042,849)
五、现金及现金等价物净增加额||12,729,697|(2,377,173,202)
加：期初现金及现金等价物余额||5,282,336,110|7,659,509,312
六、期末现金及现金等价物余额  七、52(4)||5,295,065,807|5,282,336,110
