page|78
项目|附注|2021年度|2020年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||8,932,112,664.14|7,980,683,012.04
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还||7,955.62|
收到其他与经营活动有关的现金||177,435,971.21|201,103,229.19
经营活动现金流入小计||9,109,556,590.97|8,181,786,241.23
购买商品、接受劳务支付的现金||8,329,434,853.90|7,260,775,600.38
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
page|79
支付保单红利的现金|||
支付给职工及为职工支付的现金||437,617,007.54|447,501,786.73
支付的各项税费||281,284,609.15|226,496,135.97
支付其他与经营活动有关的现金||294,224,363.57|256,234,590.35
经营活动现金流出小计||9,342,560,834.16|8,191,008,113.43
经营活动产生的现金流量净额||-233,004,243.19|-9,221,872.20
二、投资活动产生的现金流量：|||
收回投资收到的现金|||
取得投资收益收到的现金|||
处置固定资产、无形资产和其他长期资产收回的现金净额||693,280.35|1,271,615.00
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金|||21,799.70
投资活动现金流入小计||693,280.35|1,293,414.70
购建固定资产、无形资产和其他长期资产支付的现金||12,240,396.63|13,968,365.22
投资支付的现金|||
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||
支付其他与投资活动有关的现金|||
投资活动现金流出小计||12,240,396.63|13,968,365.22
投资活动产生的现金流量净额||-11,547,116.28|-12,674,950.52
三、筹资活动产生的现金流量：|||
吸收投资收到的现金|||
其中：子公司吸收少数股东投资收到的现金|||
取得借款收到的现金||1,319,671,041.67|599,767,739.75
收到其他与筹资活动有关的现金|||
筹资活动现金流入小计||1,319,671,041.67|599,767,739.75
偿还债务支付的现金||699,000,000.00|524,000,000.00
分配股利、利润或偿付利息支付的现金||35,647,710.56|4,259,961.89
其中：子公司支付给少数股东的股利、利润|||
支付其他与筹资活动有关的现金||242,712,731.73|
筹资活动现金流出小计||977,360,442.29|528,259,961.89
筹资活动产生的现金流量净额||342,310,599.38|71,507,777.86
四、汇率变动对现金及现金等价物的影响|||
五、现金及现金等价物净增加额||97,759,239.91|49,610,955.14
加：期初现金及现金等价物余额||416,816,345.13|367,205,389.99
六、期末现金及现金等价物余额||514,575,585.04|416,816,345.13
