page|64
项目|附注|2019年度|2018年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||3,103,958,733.82|3,376,921,314.79
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还|||
收到其他与经营活动有关的现金||26,061,359.50|24,624,098.91
经营活动现金流入小计||3,130,020,093.32|3,401,545,413.70
购买商品、接受劳务支付的现金||2,529,542,201.91|2,732,907,975.35
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||92,207,705.79|88,083,509.64
支付的各项税费||135,027,212.77|142,779,886.62
page|65
支付其他与经营活动有关的现金||192,941,246.19|192,325,514.54
经营活动现金流出小计||2,949,718,366.66|3,156,096,886.15
经营活动产生的现金流量净额||180,301,726.66|245,448,527.55
二、投资活动产生的现金流量：|||
收回投资收到的现金||12,540.00|
取得投资收益收到的现金||16,003,802.45|14,349,576.21
处置固定资产、无形资产和其他长期资产收回的现金净额|||
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金||25,477,747.00|261,614,000.00
投资活动现金流入小计||41,494,089.45|275,963,576.21
购建固定资产、无形资产和其他长期资产支付的现金||90,977,202.95|62,117,971.70
投资支付的现金||107,662,540.00|22,350,000.00
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||
支付其他与投资活动有关的现金||192,099,000.00|261,614,000.00
投资活动现金流出小计||390,738,742.95|346,081,971.70
投资活动产生的现金流量净额||-349,244,653.50|-70,118,395.49
三、筹资活动产生的现金流量：|||
吸收投资收到的现金|||
其中：子公司吸收少数股东投资收到的现金|||
取得借款收到的现金||200,000,000.00|100,000,000.00
收到其他与筹资活动有关的现金|||
筹资活动现金流入小计||200,000,000.00|100,000,000.00
偿还债务支付的现金||100,000,000.00|150,000,000.00
分配股利、利润或偿付利息支付的现金||138,255,449.53|71,445,008.53
其中：子公司支付给少数股东的股利、利润|||
支付其他与筹资活动有关的现金||20,000.00|524,000.00
筹资活动现金流出小计||238,275,449.53|221,969,008.53
筹资活动产生的现金流量净额||-38,275,449.53|-121,969,008.53
四、汇率变动对现金及现金等价物的影响|||
五、现金及现金等价物净增加额||-207,218,376.37|53,361,123.53
加：期初现金及现金等价物余额||910,409,228.35|857,048,104.82
六、期末现金及现金等价物余额||703,190,851.98|910,409,228.35
