page|89
项目|附注|2021年度|2020年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||11,548,849,278.70|7,820,644,347.87
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净|||
page|90
增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还|||
收到其他与经营活动有关的现金|七、78（1）|238,292,758.18|473,526,921.67
经营活动现金流入小计||11,787,142,036.88|8,294,171,269.54
购买商品、接受劳务支付的现金||11,171,573,443.36|6,473,860,480.38
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||246,927,337.60|196,593,447.33
支付的各项税费||404,955,218.24|371,624,919.75
支付其他与经营活动有关的现金|七、78（2）|367,751,315.01|315,358,418.16
经营活动现金流出小计||12,191,207,314.21|7,357,437,265.62
经营活动产生的现金流量净额||-404,065,277.33|936,734,003.92
二、投资活动产生的现金流量：|||
收回投资收到的现金||183,720,000.00|
取得投资收益收到的现金||360,000.00|360,000.00
处置固定资产、无形资产和其他长期资产收回的现金净额||80,779.40|15,200.00
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金|七、78（3）|1,646,513,483.24|1,613,960,887.11
投资活动现金流入小计||1,830,674,262.64|1,614,336,087.11
购建固定资产、无形资产和其他长期资产支付的现金||36,926,906.21|48,227,874.45
投资支付的现金|||40,000,000.00
质押贷款净增加额|||
取得子公司及其他营业单位|||
page|91
支付的现金净额|||
支付其他与投资活动有关的现金|七、78（4）|1,610,000,000.00|1,850,100,000.00
投资活动现金流出小计||1,646,926,906.21|1,938,327,874.45
投资活动产生的现金流量净额||183,747,356.43|-323,991,787.34
三、筹资活动产生的现金流量：|||
吸收投资收到的现金||741,778,000.00|
其中：子公司吸收少数股东投资收到的现金|||
取得借款收到的现金|||
收到其他与筹资活动有关的现金|||
筹资活动现金流入小计||741,778,000.00|
偿还债务支付的现金|||
分配股利、利润或偿付利息支付的现金|||364,070,000.00
其中：子公司支付给少数股东的股利、利润|||
支付其他与筹资活动有关的现金|七、78（6）|71,119,148.66|19,225,640.64
筹资活动现金流出小计||71,119,148.66|383,295,640.64
筹资活动产生的现金流量净额||670,658,851.34|-383,295,640.64
四、汇率变动对现金及现金等价物的影响|||
五、现金及现金等价物净增加额||450,340,930.44|229,446,575.94
加：期初现金及现金等价物余额||596,919,066.38|367,472,490.44
六、期末现金及现金等价物余额||1,047,259,996.82|596,919,066.38
