page|61
项目|附注|2019 年度|2018 年度
一、营业总收入||340,031,384.86|326,713,549.39
其中：营业收入||340,031,384.86|326,713,549.39
利息收入|||
已赚保费|||
手续费及佣金收入|||
二、营业总成本||289,194,447.79|272,293,103.36
其中：营业成本||229,430,205.10|230,600,328.26
利息支出|||
手续费及佣金支出|||
退保金|||
赔付支出净额|||
提取保险责任准备金净额|||
保单红利支出|||
分保费用|||
税金及附加||1,757,816.17|2,399,470.60
销售费用||14,538,900.75|14,044,785.11
管理费用||23,172,644.52|12,685,371.66
研发费用||14,029,279.01|12,976,415.67
财务费用||6,265,602.24|-413,267.94
其中：利息费用||7,306,715.26|286,160.82
利息收入||1,094,676.37|713,815.13
加：其他收益||15,323,506.14|13,801,808.29
投资收益（损失以“－”号填列）||5,641,579.95|184,817.57
其中：对联营企业和合营企业的投资收益||-5,089,773.44|-5,040,236.29
以摊余成本计量的金融资产终止确认收益|||
汇兑收益（损失以“－”号填列）|||
净敞口套期收益（损失以“-”号填列）|||
page|62
公允价值变动收益（损失以“－”号填列）||290,193.18|108,164.38
信用减值损失（损失以“-”号填列）||-1,569,188.44|
资产减值损失（损失以“-”号填列）||-1,708,520.66|-1,584,550.35
资产处置收益（损失以“－”号填列）||253,037.94|21,740.27
三、营业利润（亏损以“－”号填列）||69,067,545.18|66,952,426.19
加：营业外收入||0.20|274,317.22
减：营业外支出||1,386,085.33|347,587.10
四、利润总额（亏损总额以“－”号填列）||67,681,460.05|66,879,156.31
减：所得税费用||6,083,208.64|6,826,790.32
五、净利润（净亏损以“－”号填列）||61,598,251.41|60,052,365.99
（一）按经营持续性分类|||
1.持续经营净利润（净亏损以“－”号填列）||61,598,251.41|60,052,365.99
2.终止经营净利润（净亏损以“－”号填列）|||
（二）按所有权归属分类|||
1.归属于母公司股东的净利润（净亏损以“-”号填列）||61,598,251.41|60,052,365.99
2.少数股东损益（净亏损以“-”号填列）|||
六、其他综合收益的税后净额|||
（一）归属母公司所有者的其他综合收益的税后净额|||
1．不能重分类进损益的其他综合收益|||
（1）重新计量设定受益计划变动额|||
（2）权益法下不能转损益的其他综合收益|||
（3）其他权益工具投资公允价值变动|||
（4）企业自身信用风险公允价值变动|||
2．将重分类进损益的其他综合收益|||
（1）权益法下可转损益的其他综合收益|||
（2）其他债权投资公允价值变动|||
（3）可供出售金融资产公允价值变动损益|||
（4）金融资产重分类计入其他综合收益的金额|||
（5）持有至到期投资重分类为可供出售金融资产损益|||
（6）其他债权投资信用减值准备|||
（7）现金流量套期储备（现金流量套期损益的有效部分）|||
（8）外币财务报表折算差额|||
（9）其他|||
（二）归属于少数股东的其他综合收益的税后净额|||
七、综合收益总额||61,598,251.41|60,052,365.99
（一）归属于母公司所有者的综合收益总额||61,598,251.41|60,052,365.99
（二）归属于少数股东的综合收益总额|||
八、每股收益：|||
（一）基本每股收益(元/股)||0.70|0.68
（二）稀释每股收益(元/股)||0.70|0.68
