page|78
项目|附注|2021年度|2020年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||17,770,800,581|12,696,794,540
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还||427,219,904|321,840,069
收到其他与经营活动有关的现金||1,349,754,156|2,074,862,675
经营活动现金流入小计||19,547,774,641|15,093,497,284
购买商品、接受劳务支付的现金||8,057,899,546|10,933,707,798
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||1,258,977,652|1,109,299,861
支付的各项税费||2,623,405,012|2,374,295,760
支付其他与经营活动有关的现金||669,515,317|424,685,139
经营活动现金流出小计||12,609,797,527|14,841,988,558
经营活动产生的现金流量净额||6,937,977,114|251,508,726
二、投资活动产生的现金流量：|||
收回投资收到的现金||-|957,100,000
取得投资收益收到的现金||26,376,394|10,454,745
处置固定资产、无形资产和其他长期资产收回的现金净额||697,621|763,316
处置子公司及其他营业单位收到的现金净额||8,297,978|-
收到其他与投资活动有关的现金||200,823,840|-
投资活动现金流入小计||236,195,833|968,318,061
购建固定资产、无形资产和其他长期资产支付的现金||989,752,003|330,041,634
投资支付的现金||1,324,432,229|212,184,700
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||
支付其他与投资活动有关的现金||-|16,968,885
page|79
投资活动现金流出小计||2,314,184,232|559,195,219
投资活动产生的现金流量净额||-2,077,988,399|409,122,842
三、筹资活动产生的现金流量：|||
吸收投资收到的现金||1,916,468,480|102,965,444
其中：子公司吸收少数股东投资收到的现金||1,916,468,480|102,965,444
取得借款收到的现金||11,586,642,839|5,130,068,784
发行债券收到的现金||3,099,401,000|854,030,000
收到其他与筹资活动有关的现金||2,837,178,800|3,484,854,070
筹资活动现金流入小计||19,439,691,119|9,571,918,298
偿还债务支付的现金||13,412,770,778|7,694,940,197
分配股利、利润或偿付利息支付的现金||2,228,751,607|2,925,910,061
其中：子公司支付给少数股东的股利、利润||101,722,304|92,858,895
支付其他与筹资活动有关的现金||6,529,245,108|556,901,544
筹资活动现金流出小计||22,170,767,493|11,177,751,802
筹资活动产生的现金流量净额||-2,731,076,374|-1,605,833,504
四、汇率变动对现金及现金等价物的影响|||
五、现金及现金等价物净增加额||2,128,912,341|-945,201,936
加：期初现金及现金等价物余额||10,830,539,445|11,775,741,381
六、期末现金及现金等价物余额||12,959,451,786|10,830,539,445
