page|57
项目|附注|2019 年度|2018 年度
一、营业总收入||542,326,403.95|705,700,445.48
其中：营业收入|七、七、61|542,326,403.95|705,700,445.48
利息收入|||
已赚保费|||
手续费及佣金收入|||
二、营业总成本||569,620,821.16|740,727,801.24
其中：营业成本|七、61|510,793,501.67|685,825,400.12
利息支出|||
手续费及佣金支出|||
退保金|||
赔付支出净额|||
提取保险责任准备金净额|||
保单红利支出|||
分保费用|||
税金及附加|七、62|2,075,034.12|2,919,533.09
销售费用|七、63|1,691,449.24|1,402,108.83
管理费用|七、64|31,709,922.19|27,412,042.03
研发费用|七、65||414,886.44
财务费用|七、66|23,350,913.94|22,753,830.73
其中：利息费用||24,149,153.66|22,984,006.84
利息收入||1,711,000.39|414,737.26
加：其他收益|||
投资收益（损失以“－”号填列）|七、68|-415,960.66|28,996,198.61
其中：对联营企业和合营企业的投资收益||-415,960.66|-316,922.86
以摊余成本计量的金融资产终止确认收益|||
汇兑收益（损失以“－”号填列）|||
净敞口套期收益（损失以“-”号填列）|||
公允价值变动收益（损失以“－”号填列）|||
信用减值损失（损失以“-”号填列）|七、71|3,691,973.48|
资产减值损失（损失以“-”号填列）|七、72||-128,887,423.79
资产处置收益（损失以“－”号填|七、73|81,649,555.77|
三、营业利润（亏损以“－”号填列）||57,631,151.38|-134,918,580.94
加：营业外收入|七、74|2,695,457.85|7,045,629.17
减：营业外支出|七、75|7,404,098.04|2,325,912.87
四、利润总额（亏损总额以“－”号填列）||52,922,511.19|-130,198,864.64
page|58
减：所得税费用|七、76|4,655,535.57|-11,827,044.16
五、净利润（净亏损以“－”号填列）||48,266,975.62|-118,371,820.48
（一）按经营持续性分类|||
1.持续经营净利润（净亏损以“－”号填列）||48,266,975.62|-118,371,820.48
2.终止经营净利润（净亏损以“－”号填列）|||
（二）按所有权归属分类|||
1.归属于母公司股东的净利润（净亏损以“-”号填列）||48,266,975.62|-114,983,462.54
2.少数股东损益（净亏损以“-”号填列）|||-3,388,357.94
六、其他综合收益的税后净额|||
（一）归属母公司所有者的其他综合收益的税后净额|||
1．不能重分类进损益的其他综合收益|||
（1）重新计量设定受益计划变动额|||
（2）权益法下不能转损益的其他综合收益|||
（3）其他权益工具投资公允价值变动|||
（4）企业自身信用风险公允价值变动|||
2．将重分类进损益的其他综合收益|||
（1）权益法下可转损益的其他综合收益|||
（2）其他债权投资公允价值变动|||
（3）可供出售金融资产公允价值变动损益|||
（4）金融资产重分类计入其他综合收益的金额|||
（5）持有至到期投资重分类为可供出售金融资产损益|||
（6）其他债权投资信用减值准备|||
（7）现金流量套期储备（现金流量套期损益的有效部分）|||
（8）外币财务报表折算差额|||
（9）其他|||
（二）归属于少数股东的其他综合收益的税后净额|||
七、综合收益总额||48,266,975.62|-118,371,820.48
（一）归属于母公司所有者的综合收益总额||48,266,975.62|-114,983,462.54
（二）归属于少数股东的综合收益总额|||-3,388,357.94
八、每股收益：|||
（一）基本每股收益(元/股)||0.0938|-0.2235
page|59
（二）稀释每股收益(元/股)||0.0938|-0.2235
