page|126
项目|2021 年 12 月 31 日|2020 年 12 月 31 日
流动资产：||
货币资金|652,707,257.50|1,017,082,920.38
结算备付金||
拆出资金||
交易性金融资产|127,013,850.66|30,135,781.00
衍生金融资产||
应收票据|23,315,443.78|24,056,384.11
应收账款|1,647,019,064.27|1,667,834,385.98
应收款项融资|105,911,560.68|104,092,425.92
预付款项|16,849,952.58|30,912,260.38
应收保费||
应收分保账款||
应收分保合同准备金||
其他应收款|124,134,208.04|106,675,435.84
其中：应收利息||484,356.16
应收股利||
买入返售金融资产||
存货|696,677,325.96|687,296,730.07
合同资产|95,932,574.76|77,246,017.87
持有待售资产||
一年内到期的非流动资产|261,132,208.30|193,281,338.50
其他流动资产|69,138,809.15|93,272,437.31
流动资产合计|3,819,832,255.68|4,031,886,117.36
非流动资产：||
发放贷款和垫款||
债权投资||
其他债权投资||
长期应收款|1,006,688,014.30|1,310,284,242.07
长期股权投资|148,876,924.69|81,008,929.54
其他权益工具投资|30,969,855.86|30,969,855.86
其他非流动金融资产||
投资性房地产|41,698,578.68|42,864,972.32
固定资产|221,689,498.99|226,019,558.67
page|127
在建工程|39,205,411.66|6,017,122.63
生产性生物资产||
油气资产||
使用权资产|17,571,299.27|
无形资产|66,276,999.75|83,672,542.73
开发支出||
商誉|147,155,193.64|147,155,193.64
长期待摊费用|7,946,163.36|8,483,822.19
递延所得税资产|154,881,900.02|146,905,662.25
其他非流动资产|203,839,562.50|93,578,916.89
非流动资产合计|2,086,799,402.72|2,176,960,818.79
资产总计|5,906,631,658.40|6,208,846,936.15
流动负债：||
短期借款|313,794,084.09|441,252,683.64
向中央银行借款||
拆入资金||
交易性金融负债||3,686,175.00
衍生金融负债||
应付票据|222,337,537.46|265,282,549.98
应付账款|1,112,500,508.24|1,121,542,907.42
预收款项||
合同负债|172,552,094.59|158,034,475.00
卖出回购金融资产款||
吸收存款及同业存放||
代理买卖证券款||
代理承销证券款||
应付职工薪酬|145,369,984.10|131,583,896.49
应交税费|43,146,526.28|26,625,982.20
其他应付款|60,689,639.17|95,385,834.86
其中：应付利息|0.00|0.00
应付股利|449,024.55|449,024.55
应付手续费及佣金||
应付分保账款||
持有待售负债||
page|128
一年内到期的非流动负债|109,968,344.56|123,435,865.42
其他流动负债|120,667,689.75|94,298,608.45
流动负债合计|2,301,026,408.24|2,461,128,978.46
非流动负债：||
保险合同准备金||
长期借款||42,160,000.00
应付债券||
其中：优先股||
永续债||
租赁负债|7,634,070.89|
长期应付款|22,254,142.37|89,869,014.15
长期应付职工薪酬||
预计负债|3,058,518.63|7,694,266.65
递延收益|2,269,932.62|
递延所得税负债|60,890,685.89|66,510,646.21
其他非流动负债|93,497,482.09|134,565,583.03
非流动负债合计|189,604,832.49|340,799,510.04
负债合计|2,490,631,240.73|2,801,928,488.50
所有者权益：||
股本|1,737,183,321.00|1,746,155,463.00
其他权益工具||
其中：优先股||
永续债||
资本公积|2,414,874,295.88|2,525,495,744.34
减：库存股||100,709,574.20
其他综合收益|-5,688,013.33|-5,669,450.33
专项储备||
盈余公积|120,611,789.70|120,611,789.70
一般风险准备||
未分配利润|-906,734,169.23|-950,488,471.03
归属于母公司所有者权益合计|3,360,247,224.02|3,335,395,501.48
少数股东权益|55,753,193.65|71,522,946.17
所有者权益合计|3,416,000,417.67|3,406,918,447.65
负债和所有者权益总计|5,906,631,658.40|6,208,846,936.15
