page|117
项目|附注|2021 年度|2020 年度
一、营业总收入||253,588,985.88|198,131,421.32
其中：营业收入||253,588,985.88|198,131,421.32
利息收入|||
已赚保费|||
手续费及佣金收入|||
二、营业总成本||192,888,058.15|164,420,468.56
其中：营业成本||144,200,705.74|115,756,045.93
利息支出|||
手续费及佣金支出|||
退保金|||
赔付支出净额|||
提取保险责任准备金净额|||
保单红利支出|||
分保费用|||
税金及附加||671,484.01|687,569.99
销售费用||26,389,573.65|18,463,830.14
管理费用||18,303,463.58|15,617,773.99
研发费用||3,491,262.33|13,777,255.28
财务费用||-168,431.16|117,993.23
其中：利息费用||1,254,140.91|587,856.98
利息收入||1,327,267.16|511,870.52
加：其他收益||25,183,514.78|3,967,611.78
投资收益（损失以“－”号填列）||468,213.70|1,190,844.28
其中：对联营企业和合营企业的投资收益|||
以摊余成本计量的金融资产终止确认收益|||
汇兑收益（损失以“－”号填列）|||
净敞口套期收益（损失以“-”号填列）|||
公允价值变动收益（损失以“－”号填列）||148,405.48|
信用减值损失（损失以“-”号填列）||-3,224,614.55|-1,000,239.82
资产减值损失（损失以“-”号填列）||-700,940.25|1,029,134.03
资产处置收益（损失以“－”号填列）|||
三、营业利润（亏损以“－”号填列）||82,575,506.89|38,898,303.03
加：营业外收入||491,203.42|185,687.44
减：营业外支出||51,408.14|48,084.65
四、利润总额（亏损总额以“－”号填列）||83,015,302.17|39,035,905.82
减：所得税费用||10,193,844.79|3,964,863.65
五、净利润（净亏损以“－”号填列）||72,821,457.38|35,071,042.17
（一）按经营持续性分类|||
1.持续经营净利润（净亏损以“－”号填列）||72,821,457.38|35,071,042.17
2.终止经营净利润（净亏损以“－”号填列）|||
（二）按所有权归属分类|||
1.归属于母公司股东的净利润（净亏损以“-”号填列）||72,866,945.75|35,233,638.75
2.少数股东损益（净亏损以“-”号填列）||-45,488.37|-162,596.58
page|118
六、其他综合收益的税后净额|||
（一）归属母公司所有者的其他综合收益的税后净额|||
1．不能重分类进损益的其他综合收益|||
（1）重新计量设定受益计划变动额|||
（2）权益法下不能转损益的其他综合收益|||
（3）其他权益工具投资公允价值变动|||
（4）企业自身信用风险公允价值变动|||
2．将重分类进损益的其他综合收益|||
（1）权益法下可转损益的其他综合收益|||
（2）其他债权投资公允价值变动|||
（3）金融资产重分类计入其他综合收益的金额|||
（4）其他债权投资信用减值准备|||
（5）现金流量套期储备|||
（6）外币财务报表折算差额|||
（7）其他|||
（二）归属于少数股东的其他综合收益的税后净额|||
七、综合收益总额||72,821,457.38|35,071,042.17
（一）归属于母公司所有者的综合收益总额||72,866,945.75|35,233,638.75
（二）归属于少数股东的综合收益总额||-45,488.37|-162,596.58
八、每股收益：|||
（一）基本每股收益(元/股)||0.9403|0.5178
（二）稀释每股收益(元/股)||0.9403|0.5178
