page|135
项目|2020 年 12 月 31 日|2019 年 12 月 31 日
流动资产：||
货币资金|1,017,082,920.38|1,332,245,108.54
结算备付金||
拆出资金||
交易性金融资产|30,135,781.00|
衍生金融资产||
应收票据|24,056,384.11|24,138,639.15
应收账款|1,667,834,385.98|1,837,690,237.20
应收款项融资|104,092,425.92|92,295,254.32
预付款项|30,912,260.38|48,156,777.23
应收保费||
应收分保账款||
应收分保合同准备金||
其他应收款|106,675,435.84|122,920,439.40
其中：应收利息|484,356.16|
应收股利||
买入返售金融资产||
存货|687,296,730.07|715,810,472.72
合同资产|77,246,017.87|
持有待售资产||9,785,467.89
一年内到期的非流动资产|193,281,338.50|300,099,737.43
其他流动资产|93,272,437.31|95,615,110.00
流动资产合计|4,031,886,117.36|4,578,757,243.88
非流动资产：||
发放贷款和垫款||
债权投资||
page|136
其他债权投资||
长期应收款|1,310,284,242.07|1,842,011,488.31
长期股权投资|81,008,929.54|73,764,654.96
其他权益工具投资|30,969,855.86|30,969,855.86
其他非流动金融资产||
投资性房地产|42,864,972.32|44,031,365.99
固定资产|226,019,558.67|172,925,259.85
在建工程|6,017,122.63|48,170,240.57
生产性生物资产||
油气资产||
使用权资产||
无形资产|83,672,542.73|148,681,049.56
开发支出||73,198,753.15
商誉|147,155,193.64|717,963,813.74
长期待摊费用|8,483,822.19|8,403,015.30
递延所得税资产|146,905,662.25|97,580,906.45
其他非流动资产|93,578,916.89|8,432,083.90
非流动资产合计|2,176,960,818.79|3,266,132,487.64
资产总计|6,208,846,936.15|7,844,889,731.52
流动负债：||
短期借款|441,252,683.64|414,920,951.40
向中央银行借款||
拆入资金||
交易性金融负债|3,686,175.00|
衍生金融负债||
应付票据|265,282,549.98|416,249,727.97
应付账款|1,121,542,907.42|1,457,170,242.74
预收款项||98,495,587.16
合同负债|158,034,475.00|
卖出回购金融资产款||
吸收存款及同业存放||
代理买卖证券款||
代理承销证券款||
应付职工薪酬|131,583,896.49|149,736,554.59
page|137
应交税费|26,625,982.20|35,312,914.35
其他应付款|95,385,834.86|180,381,143.02
其中：应付利息|0.00|
应付股利|449,024.55|449,024.55
应付手续费及佣金||
应付分保账款||
持有待售负债||
一年内到期的非流动负债|123,435,865.42|71,677,152.20
其他流动负债|94,298,608.45|83,377,258.01
流动负债合计|2,461,128,978.46|2,907,321,531.44
非流动负债：||
保险合同准备金||
长期借款|42,160,000.00|87,820,000.00
应付债券||
其中：优先股||
永续债||
租赁负债||
长期应付款|89,869,014.15|30,901,317.42
长期应付职工薪酬||
预计负债|7,694,266.65|630,054.36
递延收益||
递延所得税负债|66,510,646.21|101,472,360.36
其他非流动负债|134,565,583.03|166,562,963.98
非流动负债合计|340,799,510.04|387,386,696.12
负债合计|2,801,928,488.50|3,294,708,227.56
所有者权益：||
股本|1,746,155,463.00|1,763,253,048.00
其他权益工具||
其中：优先股||
永续债||
资本公积|2,525,495,744.34|2,595,556,843.05
减：库存股|100,709,574.20|191,598,844.20
其他综合收益|-5,669,450.33|-5,219,544.91
专项储备||
page|138
盈余公积|120,611,789.70|124,743,378.30
一般风险准备||
未分配利润|-950,488,471.03|188,282,962.45
归属于母公司所有者权益合计|3,335,395,501.48|4,475,017,842.69
少数股东权益|71,522,946.17|75,163,661.27
所有者权益合计|3,406,918,447.65|4,550,181,503.96
负债和所有者权益总计|6,208,846,936.15|7,844,889,731.52
