page|58
项目|附注|2020 年 12 月 31 日|2019 年 12 月 31 日
流动资产：|||
货币资金|（一）|630,055,988.94|222,211,158.60
结算备付金|||
拆出资金|||
交易性金融资产|（二）|6,025,961,927.80|5,685,123,468.33
衍生金融资产|||
应收票据|||
应收账款|（五）|87,106,867.63|75,685,409.21
应收款项融资|||
预付款项|（七）||3,841,540.20
应收保费|||
应收分保账款|||
应收分保合同准备金|||
其他应收款|（八）|635,215,854.73|1,048,102,467.68
其中：应收利息||22,466,735.39|156,400,308.57
应收股利||591,699.29|591,699.29
买入返售金融资产|||
存货|||
合同资产|||
持有待售资产|||
一年内到期的非流动资产|||
其他流动资产|（十三）|183,811,571.63|197,196,297.84
流动资产合计||7,562,152,210.73|7,232,160,341.86
非流动资产：|||
发放贷款和垫款|（十四）|2,355,739,915.00|4,662,941,121.03
债权投资|（十五）|1,098,493,694.03|1,527,566,949.41
其他债权投资|||
长期应收款|||
长期股权投资|（十八）|665,800,454.83|631,131,438.75
其他权益工具投资|||
其他非流动金融资产|||
投资性房地产|||
固定资产|（二十二）|5,360,855.96|8,767,077.50
在建工程|||10,200,423.02
生产性生物资产|||
油气资产|||
使用权资产|||
无形资产|（二十七）|9,664,845.84|4,960,797.52
开发支出|||
商誉|||
page|59
长期待摊费用|（三十）|5,247,954.07|8,434,837.29
递延所得税资产|（三十一）|3,757,683,544.66|2,264,985,136.62
其他非流动资产|（三十二）|4,471,974,668.18|4,442,519,723.30
非流动资产合计||12,369,965,932.57|13,561,507,504.44
资产总计||19,932,118,143.30|20,793,667,846.30
流动负债：|||
短期借款|||
向中央银行借款|||
拆入资金|||
交易性金融负债|（三十五）|1,339,673,087.69|1,098,192,122.28
衍生金融负债|||
应付票据|||
应付账款|（三十八）|280,284,246.26|1,665,964,066.92
预收款项|（三十九）|19,765,675.00|676,130.00
合同负债|||
卖出回购金融资产款|||
吸收存款及同业存放|||
代理买卖证券款|||
代理承销证券款|||
应付职工薪酬|（四十一）|220,024,318.72|218,537,919.69
应交税费|（四十二）|1,127,584.22|1,682,277.30
其他应付款|（四十三）|14,159,171,738.21|8,419,812,612.59
其中：应付利息|||
应付股利||905,251.45|905,251.45
应付手续费及佣金|||
应付分保账款|||
持有待售负债|||
一年内到期的非流动负债|||
其他流动负债|||
流动负债合计||16,020,046,650.10|11,404,865,128.78
非流动负债：|||
保险合同准备金|||
长期借款|||
应付债券|||
其中：优先股|||
永续债|||
租赁负债|||
长期应付款|||
长期应付职工薪酬|||
预计负债|（五十二）|2,311,485,041.24|1,049,699,790.08
递延收益|||
递延所得税负债|||
其他非流动负债|||
非流动负债合计||2,311,485,041.24|1,049,699,790.08
负债合计||18,331,531,691.34|12,454,564,918.86
所有者权益（或股东权益）：|||
实收资本（或股本）|（五十五）|5,469,137,919.00|5,469,137,919.00
其他权益工具|||
page|60
其中：优先股|||
永续债|||
资本公积|（五十七）|3,122,067,333.81|3,122,067,333.81
减：库存股|||
其他综合收益|||
专项储备|||
盈余公积|（六十一）|984,876,518.04|984,876,518.04
一般风险准备|（六十二）|720,438,585.68|720,438,585.68
未分配利润|（六十三）|-9,403,615,205.67|-2,665,612,372.31
归属于母公司所有者权益（或股东权益）合计||892,905,150.86|7,630,907,984.22
少数股东权益||707,681,301.10|708,194,943.22
所有者权益（或股东权益）合计||1,600,586,451.96|8,339,102,927.44
负债和所有者权益（或股东权益）总计||19,932,118,143.30|20,793,667,846.30
