page|72
项目|附注|2020 年度|2019 年度
一、营业总收入||5,260,765,988.70|5,969,100,707.00
其中：营业收入|七、61|5,260,765,988.70|5,969,100,707.00
利息收入|||
已赚保费|||
手续费及佣金收入|||
二、营业总成本||4,861,695,161.69|5,372,375,918.85
其中：营业成本|七、61|4,271,965,408.95|4,609,173,124.90
利息支出|||
手续费及佣金支出|||
退保金|||
赔付支出净额|||
提取保险责任准备金净额|||
保单红利支出|||
分保费用|||
税金及附加|七、62|47,125,482.84|49,946,491.77
销售费用|七、63|63,927,073.75|289,572,659.56
管理费用|七、64|318,288,404.17|320,971,744.51
研发费用|七、65|39,676,970.34|38,300,329.17
财务费用|七、66|120,711,821.64|64,411,568.94
其中：利息费用||80,458,593.52|57,042,587.08
利息收入||3,659,669.00|6,907,806.28
加：其他收益|七、67|11,081,555.95|10,101,328.82
投资收益（损失以“－”号填列）|七、68|24,375,689.60|-1,234,072.87
其中：对联营企业和合营企业的投资收益||9,036,722.91|3,355,711.53
以摊余成本计量的金融资产终止确认收益|||
汇兑收益（损失以“－”号填列）|||
净敞口套期收益（损失以“-”号填列）|||
公允价值变动收益（损失以“－”号填列）|||
信用减值损失（损失以“-”号填列）|七、71|5,273,532.39|- 11,368,467.42
page|73
资产减值损失（损失以“-”号填列）|七、72|-5,979,339.11|- 9,145,261.40
资产处置收益（损失以“－”号填列）|七、73|6,670,694.35|-2,415,460.01
三、营业利润（亏损以“－”号填列）||440,492,960.19|582,662,855.27
加：营业外收入|七、74|206,200.45|1,190,758.03
减：营业外支出|七、75|424,889,947.77|100,405.88
四、利润总额（亏损总额以“－”号填列）||15,809,212.87|583,753,207.42
减：所得税费用|七、76|12,899,670.05|77,142,438.61
五、净利润（净亏损以“－”号填列）||2,909,542.82|506,610,768.81
（一）按经营持续性分类|||
1.持续经营净利润（净亏损以“－”号填列）||2,909,542.82|506,610,768.81
2.终止经营净利润（净亏损以“－”号填列）|||
（二）按所有权归属分类|||
1.归属于母公司股东的净利润（净亏损以“-”号填列）||40,942,452.37|516,853,761.62
2.少数股东损益（净亏损以“-”号填列）||-38,032,909.55|-10,242,992.81
六、其他综合收益的税后净额||-28,382,208.06|-5,732,015.58
（一）归属母公司所有者的其他综合收益的税后净额||-12,547,035.58|-8,734,182.15
1．不能重分类进损益的其他综合收益||9,978,428.56|-18,630,961.04
（1）重新计量设定受益计划变动额|||
（2）权益法下不能转损益的其他综合收益|||
（3）其他权益工具投资公允价值变动||9,978,428.56|-18,630,961.04
（4）企业自身信用风险公允价值变动|||
2．将重分类进损益的其他综合收益||-22,525,464.14|9,896,778.89
（1）权益法下可转损益的其他综合收益|||
（2）其他债权投资公允价值变动||-9,166.36|473,373.94
（3）金融资产重分类计入其他综合收益的金额|||
（4）其他债权投资信用减值准备|||
（5）现金流量套期储备|||
（6）外币财务报表折算差额||-22,516,297.78|9,423,404.95
（7）其他|||
page|74
（二）归属于少数股东的其他综合收益的税后净额||-15,835,172.48|3,002,166.57
七、综合收益总额||-25,472,665.24|500,878,753.23
（一）归属于母公司所有者的综合收益总额||28,395,416.79|508,119,579.47
（二）归属于少数股东的综合收益总额||-53,868,082.03|-7,240,826.24
八、每股收益：|||
（一）基本每股收益(元/股)||0.0048|0.0597
（二）稀释每股收益(元/股)||0.0048|0.0597
