page|60
项目|附注|2020 年度|2019 年度
一、营业总收入|七、61|6,302,631,317.57|6,351,036,402.54
其中：营业收入|七、61|6,302,631,317.57|6,351,036,402.54
利息收入|||
已赚保费|||
手续费及佣金收入|||
二、营业总成本||5,380,734,481.82|5,233,032,928.07
其中：营业成本|七、61|4,661,939,497.93|4,298,717,236.14
利息支出|||
手续费及佣金支出|||
退保金|||
赔付支出净额|||
提取保险责任准备金净额|||
保单红利支出|||
分保费用|||
税金及附加|七、62|437,132,653.95|642,107,388.01
销售费用|七、63|38,531,948.99|42,048,496.23
管理费用|七、64|207,810,748.75|206,822,536.57
研发费用|七、65|25,480,307.85|17,934,285.78
财务费用|七、66|9,839,324.35|25,402,985.34
其中：利息费用||66,155,060.25|94,677,082.14
利息收入||57,138,149.97|70,156,908.48
加：其他收益|七、67|8,251,987.55|10,443,250.07
投资收益（损失以“－”号填列）|七、68|157,144,833.95|139,675,038.96
其中：对联营企业和合营企业的投资收益||144,370,205.13|136,049,926.41
以摊余成本计量的金融资产终止确认收益|||
汇兑收益（损失以“－”号填列）|||
净敞口套期收益（损失以“-”号填列）|||
公允价值变动收益（损失以“－”号填列）|七、70|212,276.32|1,180,472.79
信用减值损失（损失以“-”号填列）|七、71|-5,339,031.24|-14,418,760.33
page|61
资产减值损失（损失以“-”号填列）|七、72|-2,094,010.64|-22,171,281.56
资产处置收益（损失以“－”号填列）|七、73|30,069.08|138,736.29
三、营业利润（亏损以“－”号填列）||1,080,102,960.77|1,232,850,930.69
加：营业外收入|七、74|30,287,627.67|19,016,510.65
减：营业外支出|七、75|1,317,456.36|1,707,347.98
四、利润总额（亏损总额以“－”号填列）||1,109,073,132.08|1,250,160,093.36
减：所得税费用|七、76|238,025,281.19|291,505,886.31
五、净利润（净亏损以“－”号填列）||871,047,850.89|958,654,207.05
（一）按经营持续性分类|||
1.持续经营净利润（净亏损以“－”号填列）||871,047,850.89|958,654,207.05
2.终止经营净利润（净亏损以“－”号填列）|||
（二）按所有权归属分类|||
1.归属于母公司股东的净利润（净亏损以“-”号填列）||595,999,248.69|607,176,494.68
2.少数股东损益（净亏损以“-”号填列）||275,048,602.20|351,477,712.37
六、其他综合收益的税后净额|七、77|16,035,721.05|359,272.80
（一）归属母公司所有者的其他综合收益的税后净额||9,661,641.06|344,141.40
1．不能重分类进损益的其他综合收益||9,661,641.06|430,963.25
（1）重新计量设定受益计划变动额|||
（2）权益法下不能转损益的其他综合收益|||
（3）其他权益工具投资公允价值变动||9,661,641.06|430,963.25
（4）企业自身信用风险公允价值变动|||
2．将重分类进损益的其他综合收益|||-86,821.85
（1）权益法下可转损益的其他综合收益|||-86,821.85
（2）其他债权投资公允价值变动|||
（3）金融资产重分类计入其他综合收益的金额|||
（4）其他债权投资信用减值准备|||
（5）现金流量套期储备|||
（6）外币财务报表折算差额|||
（7）其他|||
（二）归属于少数股东的其他综合收益的税后净额||6,374,079.99|15,131.40
七、综合收益总额||887,083,571.94|959,013,479.85
（一）归属于母公司所有者的综合收益总额||605,660,889.75|607,520,636.08
（二）归属于少数股东的综合收益总额||281,422,682.19|351,492,843.77
八、每股收益：|||
（一）基本每股收益(元/股)||0.95|0.97
（二）稀释每股收益(元/股)||0.95|0.97
