page|156
||2019 年|2018 年|2019 年|2018 年
|附注|12 月 31 日|12 月 31 日|12 月 31 日|12 月 31 日
资产|||||
货币资金|五 1|15,734,010,625|12,681,464,251|11,413,358,584|7,638,611,356
其中：客户存款||8,460,155,123|6,984,996,649|5,722,482,254|4,281,455,256
结算备付金|五 2|2,620,361,716|2,323,843,791|2,579,273,485|2,222,704,328
其中：客户备付金||1,281,863,152|996,866,389|1,105,580,728|820,583,965
融出资金|五 3|5,468,405,079|4,435,571,620|5,185,923,202|4,218,213,951
衍生金融资产|五 4|18,351,897|50,153,341|-|-
买入返售金融资产|五 5|2,742,426,644|3,976,462,481|2,191,408,463|3,466,878,231
应收款项|五 6,十七 1|100,204,889|213,912,303|54,876,044|70,308,232
应收利息|五 7|-|403,710,586|-|356,542,938
存出保证金|五 8|2,940,672,900|2,556,538,862|1,266,202,443|1,184,333,696
金融投资：||23,685,130,840|28,400,031,688|21,662,843,157|27,005,119,174
以公允价值计量且其变动|||||
计入当期损益的金融资产|五 9|-|22,240,168,027|-|20,887,481,986
交易性金融资产|五 10|22,247,491,671|-|20,325,501,850|-
债权投资|五 11|32,520,311|-|-|-
可供出售金融资产|五 12|-|6,159,863,661|-|6,117,637,188
其他债权投资|五 13|1,165,745,108|-|1,152,414,175|-
其他权益工具投资|五 14|239,373,750|-|184,927,132|-
长期股权投资|七 3,十七 2|421,754,695|61,616,403|4,192,380,851|3,862,380,851
固定资产|五 15|384,302,724|383,164,837|336,689,202|328,738,439
无形资产|五 16|117,553,798|114,708,680|107,883,971|103,657,795
商誉|五 17|476,939,901|476,939,901|49,096,844|49,096,844
递延所得税资产|五 19|174,961,762|90,589,967|96,304,212|47,985,436
其他资产|五 18,十七 3|810,699,711|1,075,905,312|852,556,989|820,272,654
资产总计||55,695,777,181|57,244,614,023|49,988,797,447|51,374,843,925
page|157
||本集团||本公司|
||2019 年|2018 年|2019 年|2018 年
|附注|12 月 31 日|12 月 31 日|12 月 31 日|12 月 31 日
负债及股东权益|||||
负债|||||
短期借款|五 21|183,832,245|-|-|-
应付短期融资款|五 22|4,323,301,803|6,112,580,000|4,323,301,803|6,112,580,000
拆入资金|五 23|5,511,784,061|6,650,000,000|5,511,784,061|6,650,000,000
以公允价值计量且其变动|||||
计入当期损益的金融负债|五 24|-|1,712,809,520|-|1,712,809,520
交易性金融负债|五 25|2,132,321,710|-|2,132,321,710|-
衍生金融负债|五 4|19,615,860|84,039,710|1,263,963|-
卖出回购金融资产款|五 26|12,200,643,294|15,007,619,444|12,087,837,182|14,878,425,579
代理买卖证券款|五 27|10,149,086,367|8,376,478,762|6,729,037,782|5,030,404,512
应付职工薪酬|五 28|150,267,996|133,968,410|44,615,292|12,202,750
应交税费|五 29|93,071,311|110,104,124|63,553,870|47,402,033
应付款项|五 30|25,186,640|451,201,456|12,619,705|13,800,736
应付利息|五 31|-|409,466,345|-|387,894,002
应付债券|五 32|6,251,917,663|4,075,084,151|6,246,181,664|4,069,388,187
递延所得税负债|五 19|33,049,056|4,723,337|-|-
其他负债|五 33|1,405,958,569|1,119,678,364|292,462,758|187,245,423
负债合计||42,480,036,575|44,247,753,623|37,444,979,790|39,102,152,742
||-----------------|-----------------|-----------------|-----------------
page|158
||本集团||本公司|
||2019 年|2018 年|2019 年|2018 年
|附注|12 月 31 日|12 月 31 日|12 月 31 日|12 月 31 日
负债及股东权益  (续)|||||
股东权益|||||
股本|五 34|2,828,725,153|2,828,725,153|2,828,725,153|2,828,725,153
资本公积|五 35|6,713,296,178|6,713,296,178|6,692,880,816|6,692,880,816
其他综合收益|五 36|(54,799,201)|1,225,975|(102,823,892)|(20,313,379)
盈余公积|五 37|556,740,074|507,232,749|556,740,074|507,232,749
一般风险准备|五 38|628,719,120|564,673,545|565,756,468|507,232,749
交易风险准备|五 38|599,220,321|538,877,528|565,756,468|507,232,749
未分配利润|五 39|1,382,574,910|1,289,250,284|1,436,782,570|1,249,700,346
归属于母公司股东权益合计||12,654,476,555|12,443,281,412|12,543,817,657|12,272,691,183
少数股东权益|五 40|561,264,051|553,578,988|不适用|不适用
股东权益合计||13,215,740,606|12,996,860,400|12,543,817,657|12,272,691,183
||-----------------|-----------------|-----------------|-----------------
负债及股东权益总计||55,695,777,181|57,244,614,023|49,988,797,447|51,374,843,925
