page|113
项目|2019 年 12 月 31 日|2018 年 12 月 31 日
流动资产：||
货币资金|383,372,540.97|590,334,702.96
结算备付金||
拆出资金||
交易性金融资产||
以公允价值计量且其变动计入当期损益的金融资产||
衍生金融资产||
page|114
应收票据|24,674,690.45|15,912,693.98
应收账款|1,966,154,875.23|548,742,296.08
应收款项融资||
预付款项|125,609,216.73|189,781,079.06
应收保费||
应收分保账款||
应收分保合同准备金||
其他应收款|539,867,421.85|641,917,088.23
其中：应收利息|47,005,487.81|20,199,348.01
应收股利|0.00|0.00
买入返售金融资产||
存货|4,354,696,634.50|4,568,934,899.67
合同资产||
持有待售资产||
一年内到期的非流动资产|57,760,606.37|237,694,638.55
其他流动资产|44,752,242.70|170,922,159.81
流动资产合计|7,496,888,228.80|6,964,239,558.34
非流动资产：||
发放贷款和垫款||
债权投资||
可供出售金融资产||1,072,365,279.50
其他债权投资||
持有至到期投资||
长期应收款|253,102,037.61|339,032,643.98
长期股权投资|5,514,569.40|5,146,346.12
其他权益工具投资|1,367,480,064.70|
其他非流动金融资产||
投资性房地产|0.00|27,863,036.72
固定资产|406,028,004.92|372,293,197.90
在建工程|11,611,970.50|93,304,264.43
生产性生物资产||
油气资产||
使用权资产||
无形资产|123,625,075.45|143,093,930.42
page|115
开发支出||870,466.46
商誉|1,997,178,793.53|1,251,104,313.38
长期待摊费用|13,223,194.86|17,328,769.80
递延所得税资产|40,202,410.55|32,508,027.59
其他非流动资产|403,351,299.91|675,789,110.11
非流动资产合计|4,621,317,421.43|4,030,699,386.41
资产总计|12,118,205,650.23|10,994,938,944.75
流动负债：||
短期借款|1,728,798,522.72|2,454,275,043.58
向中央银行借款||
拆入资金||
交易性金融负债||
以公允价值计量且其变动计入当期损益的金融负债||
衍生金融负债||
应付票据|26,205,532.85|180,362,173.27
应付账款|1,988,429,964.49|1,429,858,870.52
预收款项|905,195,208.15|809,314,866.97
合同负债||
卖出回购金融资产款||
吸收存款及同业存放||
代理买卖证券款||
代理承销证券款||
应付职工薪酬|50,423,229.01|18,662,684.29
应交税费|72,569,738.78|163,116,935.21
其他应付款|1,140,232,353.99|422,778,257.27
其中：应付利息|89,530,740.95|50,776,687.82
应付股利||
应付手续费及佣金||
应付分保账款||
持有待售负债||
一年内到期的非流动负债|195,401,281.77|177,261,404.32
其他流动负债|183,244,954.59|
流动负债合计|6,290,500,786.35|5,655,630,235.43
page|116
非流动负债：||
保险合同准备金||
长期借款|149,771,608.59|305,678,814.90
应付债券|280,350,000.00|319,740,000.00
其中：优先股||
永续债||
租赁负债||
长期应付款|71,371,808.65|145,941,836.03
长期应付职工薪酬||
预计负债|103,379.06|
递延收益|4,317,679.41|5,487,820.39
递延所得税负债|48,411,832.51|73,337,733.85
其他非流动负债||
非流动负债合计|554,326,308.22|850,186,205.17
负债合计|6,844,827,094.57|6,505,816,440.60
所有者权益：||
股本|1,023,667,816.00|876,655,062.00
其他权益工具||
其中：优先股||
永续债||
资本公积|4,163,741,159.25|2,981,523,016.39
减：库存股||
其他综合收益||
专项储备||
盈余公积|30,351,919.86|30,351,919.86
一般风险准备||
未分配利润|-581,857,220.20|454,888,612.36
归属于母公司所有者权益合计|4,635,903,674.91|4,343,418,610.61
少数股东权益|637,474,880.75|145,703,893.54
所有者权益合计|5,273,378,555.66|4,489,122,504.15
负债和所有者权益总计|12,118,205,650.23|10,994,938,944.75
