page|108
项目|2020 年度|2019 年度
一、经营活动产生的现金流量：||
销售商品、提供劳务收到的现金|1,736,132,037.28|1,296,420,413.61
客户存款和同业存放款项净增加额||
向中央银行借款净增加额||
向其他金融机构拆入资金净增||
page|109
加额||
收到原保险合同保费取得的现金||
收到再保业务现金净额||
保户储金及投资款净增加额||
收取利息、手续费及佣金的现金||
拆入资金净增加额||
回购业务资金净增加额||
代理买卖证券收到的现金净额||
收到的税费返还|81,576,164.05|66,549,535.23
收到其他与经营活动有关的现金|433,897,992.78|47,891,699.65
经营活动现金流入小计|2,251,606,194.11|1,410,861,648.49
购买商品、接受劳务支付的现金|1,179,818,611.52|747,125,244.36
客户贷款及垫款净增加额||
存放中央银行和同业款项净增加额||
支付原保险合同赔付款项的现金||
拆出资金净增加额||
支付利息、手续费及佣金的现金||
支付保单红利的现金||
支付给职工以及为职工支付的现金|284,056,354.30|207,063,419.86
支付的各项税费|84,974,630.13|91,461,884.39
支付其他与经营活动有关的现金|314,254,912.27|167,626,041.84
经营活动现金流出小计|1,863,104,508.22|1,213,276,590.45
经营活动产生的现金流量净额|388,501,685.89|197,585,058.04
二、投资活动产生的现金流量：||
收回投资收到的现金|1,281,199,330.22|2,347,315,402.62
取得投资收益收到的现金|16,531,775.19|66,562,825.37
处置固定资产、无形资产和其他长期资产收回的现金净额|290,148.00|207,155.00
处置子公司及其他营业单位收到的现金净额|18,428,060.74|
收到其他与投资活动有关的现金|4,274,256.25|194,262.00
投资活动现金流入小计|1,320,723,570.40|2,414,279,644.99
购建固定资产、无形资产和其他长期资产支付的现金|207,053,855.64|206,202,660.96
投资支付的现金|1,133,042,860.00|2,401,620,366.50
质押贷款净增加额||
page|110
取得子公司及其他营业单位支付的现金净额|145,489,001.87|22,888,204.99
支付其他与投资活动有关的现金|31,500,000.00|33,500,001.00
投资活动现金流出小计|1,517,085,717.51|2,664,211,233.45
投资活动产生的现金流量净额|-196,362,147.11|-249,931,588.46
三、筹资活动产生的现金流量：||
吸收投资收到的现金|24,800,000.00|37,600,000.00
其中：子公司吸收少数股东投资收到的现金|100,000.00|37,600,000.00
取得借款收到的现金|187,758,012.10|7,316,026.65
收到其他与筹资活动有关的现金||21,698,997.25
筹资活动现金流入小计|212,558,012.10|66,615,023.90
偿还债务支付的现金|134,910,823.54|6,209,659.10
分配股利、利润或偿付利息支付的现金|18,397,622.03|20,109,378.79
其中：子公司支付给少数股东的股利、利润||
支付其他与筹资活动有关的现金|7,831,791.66|128,988,105.73
筹资活动现金流出小计|161,140,237.23|155,307,143.62
筹资活动产生的现金流量净额|51,417,774.87|-88,692,119.72
四、汇率变动对现金及现金等价物的影响|-7,487,749.02|4,162,972.74
五、现金及现金等价物净增加额|236,069,564.63|-136,875,677.40
加：期初现金及现金等价物余额|811,834,284.11|948,709,961.51
六、期末现金及现金等价物余额|1,047,903,848.74|811,834,284.11
