page|94
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||5,433,379,451.06|5,423,141,895.61
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
为交易目的而持有的金融资产净减少额|||186,470,681.38
收取利息、手续费及佣金的现金||3,772,414,599.95|3,052,533,131.49
拆入资金净增加额||300,000,000.00|650,000,000.00
回购业务资金净增加额||894,950,620.97|1,312,676,819.00
代理买卖证券收到的现金净额||1,876,832,156.02|1,336,452,179.87
收到的税费返还||4,199,942.13|8,922,074.07
收到其他与经营活动有关的现金||1,420,776,857.82|1,654,422,036.62
经营活动现金流入小计||13,702,553,627.95|13,624,618,818.04
购买商品、接受劳务支付的现金||5,661,496,605.21|4,762,509,988.65
客户贷款及垫款净增加额|||-280,000,000.00
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
为交易目的而持有的金融资产净增加额||868,338,851.58|
融出资金净增加额||375,249,567.68|575,662,991.02
拆出资金净增加额|||
支付利息、手续费及佣金的现金||418,923,720.96|329,927,960.67
支付保单红利的现金|||
支付给职工及为职工支付的现金||888,801,669.79|701,167,281.54
支付的各项税费||1,737,689,782.79|1,461,945,329.53
支付其他与经营活动有关的现金||2,990,571,692.22|6,268,917,386.97
经营活动现金流出小计||12,941,071,890.23|13,820,130,938.38
经营活动产生的现金流量净额||761,481,737.72|-195,512,120.34
二、投资活动产生的现金流量：|||
收回投资收到的现金||1,740,538,514.10|12,391,156,684.44
取得投资收益收到的现金||173,380,818.86|371,114,860.45
处置固定资产、无形资产和其他长期资产收回的现金净额||1,247,090.27|308,605.65
处置子公司及其他营业单位收到的现金净额||-47,287,724.16|
收到其他与投资活动有关的现金|||270,510.40
投资活动现金流入小计||1,867,878,699.07|12,762,850,660.94
购建固定资产、无形资产和其他长期资产支付的现金||116,927,751.06|62,597,022.42
投资支付的现金||1,830,366,355.37|13,832,810,184.27
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||
支付其他与投资活动有关的现金|||9,487,243.34
投资活动现金流出小计||1,947,294,106.43|13,904,894,450.03
page|95
投资活动产生的现金流量净额||-79,415,407.36|-1,142,043,789.09
三、筹资活动产生的现金流量：|||
吸收投资收到的现金|||2,219,775,487.78
其中：子公司吸收少数股东投资收到的现金|||
取得借款收到的现金||3,557,051,760.70|1,420,000,000.00
发行债券所收到的现金||4,334,800,000.00|1,700,000,000.00
收到其他与筹资活动有关的现金||30,837,560.96|30,376,191.81
筹资活动现金流入小计||7,922,689,321.66|5,370,151,679.59
偿还债务支付的现金||5,540,001,760.70|3,040,000,000.00
分配股利、利润或偿付利息支付的现金||806,323,038.51|378,702,475.36
其中：子公司支付给少数股东的股利、利润||290,518,018.12|3,192,683.06
支付其他与筹资活动有关的现金||56,820,496.99|41,066,709.04
筹资活动现金流出小计||6,403,145,296.20|3,459,769,184.40
筹资活动产生的现金流量净额||1,519,544,025.46|1,910,382,495.19
四、汇率变动对现金及现金等价物的影响||-2,478,083.22|-6,046,101.09
五、现金及现金等价物净增加额||2,199,132,272.60|566,780,484.67
加：期初现金及现金等价物余额||6,253,231,013.35|5,686,450,528.68
六、期末现金及现金等价物余额||8,452,363,285.95|6,253,231,013.35
