page|64
项目|附注|2019年度|2018年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||1,188,429,551.04|1,957,265,006.73
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
page|65
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还||4,238,233.15|56,283,008.64
收到其他与经营活动有关的现金|七.76.(1)|67,353,100.15|60,071,323.70
经营活动现金流入小计||1,260,020,884.34|2,073,619,339.07
购买商品、接受劳务支付的现金||520,748,370.35|477,501,780.56
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||103,529,026.29|96,017,251.59
支付的各项税费||431,308,674.36|849,089,578.35
支付其他与经营活动有关的现金|七.76.(2)|84,408,840.01|87,882,099.29
经营活动现金流出小计||1,139,994,911.01|1,510,490,709.79
经营活动产生的现金流量净额||120,025,973.33|563,128,629.28
二、投资活动产生的现金流量：|||
收回投资收到的现金||6,300,101,656.68|3,913,761,299.49
取得投资收益收到的现金||3,080,145.94|2,752,470.84
处置固定资产、无形资产和其他长期资产收回的现金净额||243,810.00|
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金|七.76.(3)|30,593,315.10|161,342,563.39
投资活动现金流入小计||6,334,018,927.72|4,077,856,333.72
购建固定资产、无形资产和其他长期资产支付的现金||24,414,182.05|66,432,070.99
投资支付的现金||7,243,895,899.16|2,960,335,963.39
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||364,037,610.24
支付其他与投资活动有关的现金|七.76.(4)|493,614.59|30,000,000.00
投资活动现金流出小计||7,268,803,695.80|3,420,805,644.62
投资活动产生的现金流量净额||-934,784,768.08|657,050,689.10
三、筹资活动产生的现金流量：|||
吸收投资收到的现金|||
其中：子公司吸收少数股东投资收到的现金|||
取得借款收到的现金||30,208,024.00|2,000,000.00
收到其他与筹资活动有关的现金|七.76.(5)|500,000.00|
page|66
筹资活动现金流入小计||30,708,024.00|2,000,000.00
偿还债务支付的现金||2,000,000.00|10,000,000.00
分配股利、利润或偿付利息支付的现金||149,995,322.41|510,422,190.16
其中：子公司支付给少数股东的股利、利润|||
支付其他与筹资活动有关的现金|七.76.(6)|344,592,788.93|144,862,422.75
筹资活动现金流出小计||496,588,111.34|665,284,612.91
筹资活动产生的现金流量净额||-465,880,087.34|-663,284,612.91
四、汇率变动对现金及现金等价物的影响||303,555.21|-561,623.25
五、现金及现金等价物净增加额||-1,280,335,326.88|556,333,082.22
加：期初现金及现金等价物余额||4,215,609,753.08|3,659,276,670.86
六、期末现金及现金等价物余额||2,935,274,426.20|4,215,609,753.08
