page|73
项目|附注|2019 年度|2018 年度
一、营业总收入||610,967,607.07|609,575,883.86
其中：营业收入|七、59|610,967,607.07|609,575,883.86
利息收入|||
已赚保费|||
手续费及佣金收入|||
二、营业总成本||520,451,163.14|497,500,222.21
其中：营业成本|七、59|420,039,064.02|403,792,238.30
利息支出|||
手续费及佣金支出|||
退保金|||
赔付支出净额|||
提取保险责任准备金净额|||
保单红利支出|||
分保费用|||
税金及附加|七、60|2,832,552.47|5,474,255.61
销售费用|七、61|26,996,912.72|26,098,628.27
管理费用|七、62|47,405,595.25|43,699,796.95
研发费用|七、63|20,429,851.42|17,653,374.44
财务费用|七、64|2,747,187.26|781,928.64
其中：利息费用||3,432,453.34|2,495,011.63
利息收入||601,786.08|443,189.01
加：其他收益|七、65|8,921,773.59|3,159,025.04
投资收益（损失以“－”号填列）|七、66|1,012,989.66|6,549,404.56
page|74
其中：对联营企业和合营企业的投资收益|||
以摊余成本计量的金融资产终止确认收益|||
汇兑收益（损失以“－”号填列）|||
净敞口套期收益（损失以“-”号填列）|||
公允价值变动收益（损失以“－”号填列）|||
信用减值损失（损失以“-”号填列）|七、69|-2,063,556.05|
资产减值损失（损失以“-”号填列）|七、70|-9,638,039.65|-9,782,974.46
资产处置收益（损失以“－”号填列）|七、71|24,159.10|-423,414.36
三、营业利润（亏损以“－”号填列）||88,773,770.58|111,577,702.43
加：营业外收入|七、72|343,857.86|4,637,923.72
减：营业外支出|七、73|852,975.46|290,639.50
四、利润总额（亏损总额以“－”号填列）||88,264,652.98|115,924,986.65
减：所得税费用|七、74|12,363,383.49|18,167,273.02
五、净利润（净亏损以“－”号填列）||75,901,269.49|97,757,713.63
（一）按经营持续性分类|||
1.持续经营净利润（净亏损以“－”号填列）||75,901,269.49|97,757,713.63
2.终止经营净利润（净亏损以“－”号填列）|||
（二）按所有权归属分类|||
1.归属于母公司股东的净利润（净亏损以“-”号填列）||75,901,269.49|97,757,713.63
2.少数股东损益（净亏损以“-”号填列）|||
六、其他综合收益的税后净额|||
（一）归属母公司所有者的其他综合收益的税后净额|||
1．不能重分类进损益的其他综合收益|||
（1）重新计量设定受益计划变动额|||
（2）权益法下不能转损益的其他综合收益|||
（3）其他权益工具投资公允价值变动|||
（4）企业自身信用风险公允价值变动|||
2．将重分类进损益的其他综合收益|||
（1）权益法下可转损益的其他综|||
page|75
合收益|||
（2）其他债权投资公允价值变动|||
（3）可供出售金融资产公允价值变动损益|||
（4）金融资产重分类计入其他综合收益的金额|||
（5）持有至到期投资重分类为可供出售金融资产损益|||
（6）其他债权投资信用减值准备|||
（7）现金流量套期储备（现金流量套期损益的有效部分）|||
（8）外币财务报表折算差额|||
（9）其他|||
（二）归属于少数股东的其他综合收益的税后净额|||
七、综合收益总额||75,901,269.49|97,757,713.63
（一）归属于母公司所有者的综合收益总额||75,901,269.49|97,757,713.63
（二）归属于少数股东的综合收益总额|||
八、每股收益：|||
（一）基本每股收益(元/股)||0.4841|0.6235
（二）稀释每股收益(元/股)||0.4841|0.6235
