page|73
项目|2019 年 12 月 31 日|2018 年 12 月 31 日
流动资产：||
货币资金|2,080,650,176.46|2,053,163,439.04
结算备付金||
拆出资金||
交易性金融资产||
以公允价值计量且其变动计入当期损益的金融资产||
衍生金融资产||
应收票据|2,755,961.21|954,307,099.42
page|74
应收账款|1,929,203,348.13|1,840,880,851.26
应收款项融资|848,941,049.85|
预付款项|121,132,774.25|148,697,703.68
应收保费||
应收分保账款||
应收分保合同准备金||
其他应收款|11,682,505.49|30,778,073.80
其中：应收利息||
应收股利|4,234,989.44|8,469,978.89
买入返售金融资产||
存货|2,034,199,632.12|2,032,826,202.97
合同资产||
持有待售资产||
一年内到期的非流动资产||
其他流动资产|68,782,746.95|67,197,291.16
流动资产合计|7,097,348,194.46|7,127,850,661.33
非流动资产：||
发放贷款和垫款||
债权投资||
可供出售金融资产||490,215,360.64
其他债权投资||
持有至到期投资||
长期应收款||
长期股权投资|328,200,562.18|397,935,249.04
其他权益工具投资|643,895,526.91|
其他非流动金融资产||
投资性房地产|90,068,964.91|98,189,849.95
固定资产|3,219,173,770.73|3,100,872,990.62
在建工程|288,249,828.41|501,268,771.74
生产性生物资产||
油气资产||
使用权资产||
无形资产|153,526,493.58|195,311,708.79
开发支出|35,028,027.62|
page|75
商誉|31,882.96|13,779,552.24
长期待摊费用|42,392,875.82|44,141,513.71
递延所得税资产|42,238,780.40|49,896,037.80
其他非流动资产|88,022,433.46|28,921,669.04
非流动资产合计|4,930,829,146.98|4,920,532,703.57
资产总计|12,028,177,341.44|12,048,383,364.90
流动负债：||
短期借款|1,018,348,278.39|1,029,000,000.00
向中央银行借款||
拆入资金||
交易性金融负债||
以公允价值计量且其变动计入当期损益的金融负债||
衍生金融负债||
应付票据|1,189,836,521.61|1,404,826,659.11
应付账款|2,369,581,011.54|2,174,881,045.24
预收款项|43,134,110.10|65,998,874.54
合同负债||
卖出回购金融资产款||
吸收存款及同业存放||
代理买卖证券款||
代理承销证券款||
应付职工薪酬|293,226,711.06|292,016,045.37
应交税费|47,985,236.74|50,733,748.79
其他应付款|80,886,026.66|77,663,577.24
其中：应付利息||
应付股利||1,800,000.00
应付手续费及佣金||
应付分保账款||
持有待售负债||
一年内到期的非流动负债|231,251.12|227,505.33
其他流动负债||
流动负债合计|5,043,229,147.22|5,095,347,455.62
非流动负债：||
page|76
保险合同准备金||
长期借款|653,257,593.87|652,502,557.99
应付债券||
其中：优先股||
永续债||
租赁负债||
长期应付款|642,347,155.99|653,597,156.00
长期应付职工薪酬|8,339,481.01|8,921,158.87
预计负债||
递延收益|227,987,901.76|171,008,951.00
递延所得税负债|4,848,664.50|4,427,486.62
其他非流动负债||
非流动负债合计|1,536,780,797.13|1,490,457,310.48
负债合计|6,580,009,944.35|6,585,804,766.10
所有者权益：||
股本|2,753,159,454.00|2,753,159,454.00
其他权益工具||
其中：优先股||
永续债||
资本公积|243,859,306.04|242,499,506.08
减：库存股||
其他综合收益||
专项储备||
盈余公积|549,960,138.68|491,153,575.51
一般风险准备||
未分配利润|1,653,549,876.22|1,726,958,289.83
归属于母公司所有者权益合计|5,200,528,774.94|5,213,770,825.42
少数股东权益|247,638,622.15|248,807,773.38
所有者权益合计|5,448,167,397.09|5,462,578,598.80
负债和所有者权益总计|12,028,177,341.44|12,048,383,364.90
