page|72
项目|2021 年 12 月 31 日|2020 年 12 月 31 日
流动资产：||
货币资金|6,237,052,422.91|5,072,530,700.28
结算备付金||
拆出资金||
交易性金融资产|1,053,242.75|175,629.63
衍生金融资产||
应收票据|2,455,483.56|2,680,284.87
page|73
应收账款|1,854,141,189.81|1,864,104,737.29
应收款项融资|1,180,771,954.41|1,286,893,142.47
预付款项|259,375,561.39|234,465,687.26
应收保费||
应收分保账款||
应收分保合同准备金||
其他应收款|15,887,231.08|6,638,939.70
其中：应收利息||
应收股利|4,511,323.42|
买入返售金融资产||
存货|2,513,350,092.19|1,950,514,128.70
合同资产||
持有待售资产||
一年内到期的非流动资产||
其他流动资产|47,526,027.45|41,853,966.23
流动资产合计|12,111,613,205.55|10,459,857,216.43
非流动资产：||
发放贷款和垫款||
债权投资||
其他债权投资||
长期应收款||
长期股权投资|310,210,734.30|329,724,791.07
其他权益工具投资|896,160,562.91|967,867,837.51
其他非流动金融资产|50,000,000.00|
投资性房地产|33,807,332.51|60,715,957.89
固定资产|2,842,881,163.64|3,091,891,624.47
在建工程|167,943,695.28|206,413,357.05
生产性生物资产||
油气资产||
使用权资产|47,404,120.15|
无形资产|212,084,111.16|177,303,522.50
开发支出||11,713,386.41
商誉|31,882.96|31,882.96
长期待摊费用|25,044,863.62|37,604,629.82
page|74
递延所得税资产|35,396,865.20|34,772,598.92
其他非流动资产|88,215,843.40|112,181,837.08
非流动资产合计|4,709,181,175.13|5,030,221,425.68
资产总计|16,820,794,380.68|15,490,078,642.11
流动负债：||
短期借款|1,471,143,403.17|871,032,059.70
向中央银行借款||
拆入资金||
交易性金融负债||
衍生金融负债||
应付票据|1,720,546,657.55|1,377,678,474.98
应付账款|2,262,124,346.35|2,294,983,615.13
预收款项|7,200.00|
合同负债|228,677,740.50|72,910,670.12
卖出回购金融资产款||
吸收存款及同业存放||
代理买卖证券款||
代理承销证券款||
应付职工薪酬|313,298,522.93|316,498,182.73
应交税费|80,757,215.26|122,009,823.74
其他应付款|68,569,828.04|75,815,372.96
其中：应付利息||
应付股利||
应付手续费及佣金||
应付分保账款||
持有待售负债||
一年内到期的非流动负债|12,152,855.41|601,045,110.59
其他流动负债|27,774,090.88|7,865,230.41
流动负债合计|6,185,051,860.09|5,739,838,540.36
非流动负债：||
保险合同准备金||
长期借款|900,994,109.81|1,946,619.87
应付债券||
其中：优先股||
page|75
永续债||
租赁负债|34,208,328.31|
长期应付款|642,347,156.00|642,347,156.01
长期应付职工薪酬|7,079,862.65|7,779,198.26
预计负债||
递延收益|254,056,114.08|242,007,161.77
递延所得税负债|12,660,246.52|11,118,941.16
其他非流动负债||
非流动负债合计|1,851,345,817.37|905,199,077.07
负债合计|8,036,397,677.46|6,645,037,617.43
所有者权益：||
股本|3,303,791,344.00|3,303,791,344.00
其他权益工具||
其中：优先股||
永续债||
资本公积|2,505,837,893.40|2,504,478,093.56
减：库存股||
其他综合收益|246,145,250.10|323,817,245.25
专项储备||
盈余公积|640,057,680.32|599,202,555.86
一般风险准备||
未分配利润|1,858,666,647.81|1,874,325,905.49
归属于母公司所有者权益合计|8,554,498,815.63|8,605,615,144.16
少数股东权益|229,897,887.59|239,425,880.52
所有者权益合计|8,784,396,703.22|8,845,041,024.68
负债和所有者权益总计|16,820,794,380.68|15,490,078,642.11
