page|53
项目|附注|2019 年度|2018 年度
一、营业总收入||1,860,466,263.02|1,681,215,677.58
其中：营业收入||1,860,466,263.02|1,681,215,677.58
利息收入|||
已赚保费|||
手续费及佣金收入|||
二、营业总成本||1,815,013,797.21|1,648,539,519.14
其中：营业成本||1,193,469,756.40|1,081,966,378.63
利息支出|||
手续费及佣金支出|||
退保金|||
赔付支出净额|||
提取保险责任准备金净额|||
保单红利支出|||
分保费用|||
税金及附加||40,129,559.47|29,732,753.24
销售费用||59,100,676.53|52,522,988.62
管理费用||161,000,784.30|148,596,412.45
研发费用||240,531,785.18|197,838,651.46
财务费用||120,781,235.33|137,882,334.74
其中：利息费用||124,780,122.13|140,195,392.21
利息收入||7,791,431.88|2,990,072.26
加：其他收益||61,437,291.69|50,011,044.24
投资收益（损失以“－”号填列）||922,141.70|374,245.83
其中：对联营企业和合营企业的投资收益|||
以摊余成本计量的金融资产终止确认收益|||
汇兑收益（损失以“－”号填列）|||
净敞口套期收益（损失以“-”|||
page|54
号填列）|||
公允价值变动收益（损失以“－”号填列）|||
信用减值损失（损失以“-”号填列）||9,054,111.11|
资产减值损失（损失以“-”号填列）|||-628,690.54
资产处置收益（损失以“－”号填列）||-405,339.15|17,594.08
三、营业利润（亏损以“－”号填列）||116,460,671.16|82,450,352.05
加：营业外收入||336,908.72|103,999.48
减：营业外支出||1,002,610.37|901,275.67
四、利润总额（亏损总额以“－”号填列）||115,794,969.51|81,653,075.86
减：所得税费用||-248,554.31|13,703,182.05
五、净利润（净亏损以“－”号填列）||116,043,523.82|67,949,893.81
（一）按经营持续性分类|||
1.持续经营净利润（净亏损以“－”号填列）||116,043,523.82|67,949,893.81
2.终止经营净利润（净亏损以“－”号填列）|||
（二）按所有权归属分类|||
1.归属于母公司股东的净利润（净亏损以“-”号填列）||130,684,191.09|73,140,761.35
2.少数股东损益（净亏损以“-”号填列）||-14,640,667.27|-5,190,867.54
六、其他综合收益的税后净额||-5,236,160.51|-3,644,793.67
（一）归属母公司所有者的其他综合收益的税后净额||-5,249,917.24|-3,647,783.64
1．不能重分类进损益的其他综合收益||-5,838,751.25|
（1）重新计量设定受益计划变动额|||
（2）权益法下不能转损益的其他综合收益|||
（3）其他权益工具投资公允价值变动||-5,838,751.25|
（4）企业自身信用风险公允价值变动|||
2．将重分类进损益的其他综合收益||588,834.01|-3,647,783.64
（1）权益法下可转损益的其他综合收益|||
（2）其他债权投资公允价值变动|||
（3）可供出售金融资产公允价值变动损益|||-3,825,757.15
（4）金融资产重分类计入其他综合收益的金额|||
（5）持有至到期投资重分类为可|||
page|55
供出售金融资产损益|||
（6）其他债权投资信用减值准备|||
（7）现金流量套期储备（现金流量套期损益的有效部分）|||
（8）外币财务报表折算差额||588,834.01|177,973.51
（9）其他|||
（二）归属于少数股东的其他综合收益的税后净额||13,756.73|2,989.97
七、综合收益总额||110,807,363.31|64,305,100.14
（一）归属于母公司所有者的综合收益总额||125,434,273.85|69,492,977.71
（二）归属于少数股东的综合收益总额||-14,626,910.54|-5,187,877.57
八、每股收益：|||
（一）基本每股收益(元/股)||0.30|0.17
（二）稀释每股收益(元/股)||0.30|0.17
