page|82
项目|附注|2020年度|2019年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||21,323,885,662.91|19,946,998,814.29
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还||10,477,596.91|
收到其他与经营活动有关的现金  七、55||292,726,407.00|571,510,421.17
经营活动现金流入小计||21,627,089,666.82|20,518,509,235.46
购买商品、接受劳务支付的现金||18,943,207,324.28|17,551,061,198.99
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||734,185,714.22|705,896,181.82
支付的各项税费||825,685,511.72|415,328,000.31
支付其他与经营活动有关的现金  七、55||154,406,660.15|707,262,227.61
经营活动现金流出小计||20,657,485,210.37|19,379,547,608.73
经营活动产生的现金流量净额||969,604,456.45|1,138,961,626.73
二、投资活动产生的现金流量：|||
收回投资收到的现金|||460,000.00
取得投资收益收到的现金||854,756.95|491,142.23
处置固定资产、无形资产和其他长期资产收回的现金净额||20,481,885.44|15,844,669.16
处置子公司及其他营业单位收到的现金净额||132,650,925.40|
收到其他与投资活动有关的现金|||
投资活动现金流入小计||153,987,567.79|16,795,811.39
购建固定资产、无形资产和其他长期资产支付的现金||221,493,918.26|257,501,901.82
投资支付的现金||50,371,264.69|
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额||14,762,347.33|
page|83
支付其他与投资活动有关的现金|||
投资活动现金流出小计||286,627,530.28|257,501,901.82
投资活动产生的现金流量净额||-132,639,962.49|-240,706,090.43
三、筹资活动产生的现金流量：|||
吸收投资收到的现金||1,074,840,094.34|48,813,200.00
其中：子公司吸收少数股东投资收到的现金|||48,813,200.00
取得借款收到的现金||4,531,851,000.00|4,884,370,155.88
收到其他与筹资活动有关的现金  七、55|||150,000,000.00
筹资活动现金流入小计||5,606,691,094.34|5,083,183,355.88
偿还债务支付的现金||5,632,580,155.88|5,616,434,019.73
分配股利、利润或偿付利息支付的现金||266,072,982.69|313,169,974.54
其中：子公司支付给少数股东的股利、利润|||3,769,750.00
支付其他与筹资活动有关的现金  七、55||5,259,070.00|500,000.00
筹资活动现金流出小计||5,903,912,208.57|5,930,103,994.27
筹资活动产生的现金流量净额||-297,221,114.23|-846,920,638.39
四、汇率变动对现金及现金等价物的影响||-974.09|
五、现金及现金等价物净增加额||539,742,405.64|51,334,897.91
加：期初现金及现金等价物余额||1,765,738,050.12|1,714,403,152.21
六、期末现金及现金等价物余额||2,305,480,455.76|1,765,738,050.12
