page|105
项目|附注|2020年度|2019年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||11,511,903,915.40|11,463,632,300.73
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还||17,284,864.61|16,656,293.30
收到其他与经营活动有关的现金||223,463,038.80|106,922,164.93
经营活动现金流入小计||11,752,651,818.81|11,587,210,758.96
购买商品、接受劳务支付的现金||5,101,230,609.76|5,897,579,927.82
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||1,555,279,980.16|1,482,060,672.93
支付的各项税费||819,545,329.90|1,073,593,043.56
支付其他与经营活动有关的现金||839,393,187.34|836,645,108.60
经营活动现金流出小计||8,315,449,107.16|9,289,878,752.91
经营活动产生的现金流量净额||3,437,202,711.65|2,297,332,006.05
二、投资活动产生的现金流量：|||
收回投资收到的现金||10,000,000.00|
page|106
取得投资收益收到的现金||119,850,083.88|106,110,942.87
处置固定资产、无形资产和其他长期资产收回的现金净额||2,287,593.12|6,604,973.80
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金||24,819,596,262.00|24,926,860,000.00
投资活动现金流入小计||24,951,733,939.00|25,039,575,916.67
购建固定资产、无形资产和其他长期资产支付的现金||418,935,697.14|448,605,026.56
投资支付的现金|||
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||
支付其他与投资活动有关的现金||28,782,390,000.00|26,383,256,763.00
投资活动现金流出小计||29,201,325,697.14|26,831,861,789.56
投资活动产生的现金流量净额||-4,249,591,758.14|-1,792,285,872.89
三、筹资活动产生的现金流量：|||
吸收投资收到的现金||3,567,124,820.42|
其中：子公司吸收少数股东投资收到的现金|||
取得借款收到的现金||956,694,305.55|
收到其他与筹资活动有关的现金|||
筹资活动现金流入小计||4,523,819,125.97|
偿还债务支付的现金||300,000,000.00|
分配股利、利润或偿付利息支付的现金||2,286,031,250.00|
其中：子公司支付给少数股东的股利、利润|||
支付其他与筹资活动有关的现金||12,187,726.42|5,000,000.00
筹资活动现金流出小计||2,598,218,976.42|5,000,000.00
筹资活动产生的现金流量净额||1,925,600,149.55|-5,000,000.00
四、汇率变动对现金及现金等价物的影响||-2,982,481.80|1,651,572.91
五、现金及现金等价物净增加额||1,110,228,621.26|501,697,706.07
加：期初现金及现金等价物余额||719,322,675.44|217,624,969.37
六、期末现金及现金等价物余额||1,829,551,296.70|719,322,675.44
