page|40
项目|附注|2019年度|2018年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||2,639,135,965.57|2,262,286,618.40
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还|||
收到其他与经营活动有关的现金||138,238,640.24|272,496,427.60
经营活动现金流入小计||2,777,374,605.81|2,534,783,046.00
购买商品、接受劳务支付的现金||2,345,809,849.33|1,919,316,537.09
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||287,176,212.55|296,959,191.99
支付的各项税费||21,939,528.79|11,004,630.85
支付其他与经营活动有关的现金||202,052,241.75|141,951,823.46
经营活动现金流出小计||2,856,977,832.42|2,369,232,183.39
经营活动产生的现金流量净额||-79,603,226.61|165,550,862.61
二、投资活动产生的现金流量：|||
收回投资收到的现金|||
取得投资收益收到的现金||1,082,200.00|2,293,778.79
处置固定资产、无形资产和其他长期资产收回的现金净额||51,589.98|54,265.69
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金||26,000,000.00|62,000,000.00
投资活动现金流入小计||27,133,789.98|64,348,044.48
购建固定资产、无形资产和其他长期资产支付的现金||146,908,934.54|80,756,530.82
投资支付的现金||20,000,000.00|
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||
支付其他与投资活动有关的现金||27,000,000.00|58,000,000.00
投资活动现金流出小计||193,908,934.54|138,756,530.82
投资活动产生的现金流量净额||-166,775,144.56|-74,408,486.34
三、筹资活动产生的现金流量：|||
吸收投资收到的现金|||
其中：子公司吸收少数股东投资收到的现金|||
取得借款收到的现金||1,251,550,501.85|1,285,630,000.00
page|41
发行债券收到的现金||1,389,500,000.00|
收到其他与筹资活动有关的现金|||500,000.00
筹资活动现金流入小计||2,641,050,501.85|1,286,130,000.00
偿还债务支付的现金||2,438,320,501.85|918,500,000.00
分配股利、利润或偿付利息支付的现金||170,872,208.46|159,724,347.83
其中：子公司支付给少数股东的股利、利润|||
支付其他与筹资活动有关的现金||15,968,700.00|3,360,000.00
筹资活动现金流出小计||2,625,161,410.31|1,081,584,347.83
筹资活动产生的现金流量净额||15,889,091.54|204,545,652.17
四、汇率变动对现金及现金等价物的影响|||
五、现金及现金等价物净增加额||-230,489,279.63|295,688,028.44
加：期初现金及现金等价物余额||1,289,236,187.82|993,548,159.38
六、期末现金及现金等价物余额||1,058,746,908.19|1,289,236,187.82
