page|72
项目|附注|2020 年度|2019 年度
一、营业总收入||1,647,616,189.74|1,620,250,982.39
其中：营业收入|七、61|1,647,616,189.74|1,620,250,982.39
利息收入|||
已赚保费|||
手续费及佣金收入|||
二、营业总成本||1,592,010,537.04|1,541,541,861.80
其中：营业成本|七、61|1,389,622,165.74|1,314,330,757.97
利息支出|||
手续费及佣金支出|||
退保金|||
赔付支出净额|||
提取保险责任准备金净额|||
保单红利支出|||
分保费用|||
税金及附加|七、62|7,331,891.09|6,870,286.51
销售费用|七、63|26,573,428.02|66,797,985.08
管理费用|七、64|88,345,571.87|79,806,267.56
研发费用|七、65|67,137,649.40|62,470,676.02
财务费用|七、66|12,999,830.92|11,265,888.66
其中：利息费用||13,506,536.59|12,490,839.13
利息收入||2,874,647.70|1,769,701.10
加：其他收益|七、67|7,783,781.00|8,366,810.68
投资收益（损失以“－”号填列）|七、68|121,185.29|3,449,964.17
其中：对联营企业和合营企业的投资收益||-304,708.44|
以摊余成本计量的金融资产终止确认收益|||
汇兑收益（损失以“－”号填列）|||
page|73
净敞口套期收益（损失以“-”号填列）|||
公允价值变动收益（损失以“－”号填列）|||
信用减值损失（损失以“-”号填列）|七、71|-3,415,447.84|-7,233,955.18
资产减值损失（损失以“-”号填列）|七、72|-10,593,252.66|-12,830,925.32
资产处置收益（损失以“－”号填列）|七、73|-356,081.56|29,104.89
三、营业利润（亏损以“－”号填列）||49,145,836.93|70,490,119.83
加：营业外收入|七、74|977,553.75|560,774.90
减：营业外支出|七、75|1,304,489.22|859,388.17
四、利润总额（亏损总额以“－”号填列）||48,818,901.46|70,191,506.56
减：所得税费用|七、76|5,119,203.47|6,738,641.70
五、净利润（净亏损以“－”号填列）||43,699,697.99|63,452,864.86
（一）按经营持续性分类|||
1.持续经营净利润（净亏损以“－”号填列）||43,699,697.99|63,452,864.86
2.终止经营净利润（净亏损以“－”号填列）|||
（二）按所有权归属分类|||
1.归属于母公司股东的净利润（净亏损以“-”号填列）||46,358,842.82|63,452,864.86
2.少数股东损益（净亏损以“-”号填列）||-2,659,144.83|
六、其他综合收益的税后净额|||
（一）归属母公司所有者的其他综合收益的税后净额|||
1．不能重分类进损益的其他综合收益|||
（1）重新计量设定受益计划变动额|||
（2）权益法下不能转损益的其他综合收益|||
（3）其他权益工具投资公允价值变动|||
（4）企业自身信用风险公允价值变动|||
2．将重分类进损益的其他综合收益|||
（1）权益法下可转损益的其他综合收益|||
（2）其他债权投资公允价值变动|||
（3）金融资产重分类计入其他综合收益的金额|||
（4）其他债权投资信用减值准备|||
（5）现金流量套期储备|||
page|74
（6）外币财务报表折算差额|||
（7）其他|||
（二）归属于少数股东的其他综合收益的税后净额|||
七、综合收益总额||43,699,697.99|63,452,864.86
（一）归属于母公司所有者的综合收益总额||46,358,842.82|63,452,864.86
（二）归属于少数股东的综合收益总额||-2,659,144.83|
八、每股收益：|||
（一）基本每股收益(元/股)||0.46|0.63
（二）稀释每股收益(元/股)||0.46|0.63
