page|94
流动资产：||
货币资金|352,601,374.84|281,051,833.37
结算备付金||
拆出资金||
交易性金融资产||50,000,000.00
衍生金融资产||
应收票据|28,607,467.78|23,814,029.75
应收账款|206,384,514.75|234,781,362.66
应收款项融资||
预付款项|42,958,781.90|43,463,500.11
应收保费||
应收分保账款||
应收分保合同准备金||
其他应收款|18,352,898.73|13,072,008.85
其中：应收利息||
应收股利||
买入返售金融资产||
存货|276,416,404.64|219,654,898.03
合同资产|3,809,106.21|
持有待售资产||
一年内到期的非流动资产||
其他流动资产|9,573,482.81|27,819,084.63
流动资产合计|938,704,031.66|893,656,717.40
非流动资产：||
发放贷款和垫款||
债权投资||
其他债权投资||
长期应收款||
长期股权投资|16,313,612.84|
其他权益工具投资||
其他非流动金融资产|5,049,753.42|
投资性房地产|29,447,138.50|
固定资产|194,309,470.08|193,674,487.33
在建工程||8,194.69
page|95
生产性生物资产||
油气资产||
使用权资产|22,617,007.77|
无形资产|62,296,902.75|70,732,462.25
开发支出||
商誉|361,579,864.24|361,579,864.24
长期待摊费用|28,134,985.80|26,566,214.19
递延所得税资产|7,293,103.40|10,204,330.77
其他非流动资产|3,807,142.00|5,339,672.00
非流动资产合计|730,848,980.80|668,105,225.47
资产总计|1,669,553,012.46|1,561,761,942.87
流动负债：||
短期借款|56,190,672.31|70,791,570.36
向中央银行借款||
拆入资金||
交易性金融负债||
衍生金融负债||
应付票据||7,900,000.00
应付账款|80,139,038.47|78,112,195.23
预收款项||
合同负债|175,415,918.28|141,319,767.57
卖出回购金融资产款||
吸收存款及同业存放||
代理买卖证券款||
代理承销证券款||
应付职工薪酬|25,340,679.05|16,503,491.54
应交税费|14,456,924.12|14,022,416.31
其他应付款|1,963,592.84|15,259,625.95
其中：应付利息||
应付股利||107,550.00
应付手续费及佣金||
应付分保账款||
持有待售负债||
一年内到期的非流动负债|6,578,149.43|
page|96
其他流动负债|19,956,147.94|15,373,132.92
流动负债合计|380,041,122.44|359,282,199.88
非流动负债：||
保险合同准备金||
长期借款||
应付债券||28,830,810.54
其中：优先股||
永续债||
租赁负债|15,393,010.94|
长期应付款||
长期应付职工薪酬||
预计负债||
递延收益|7,946,000.00|8,416,000.00
递延所得税负债|13,175,026.74|14,826,571.37
其他非流动负债||
非流动负债合计|36,514,037.68|52,073,381.91
负债合计|416,555,160.12|411,355,581.79
所有者权益：||
股本|200,840,639.00|198,786,299.00
其他权益工具||3,195,876.58
其中：优先股||
永续债||
资本公积|752,021,480.04|719,287,061.97
减：库存股||13,410,000.00
其他综合收益|-4,937,209.95|-3,742,492.26
专项储备|3,924,151.47|3,042,301.40
盈余公积|14,952,343.55|8,476,992.08
一般风险准备||
未分配利润|277,626,365.06|228,370,689.37
归属于母公司所有者权益合计|1,244,427,769.17|1,144,006,728.14
少数股东权益|8,570,083.17|6,399,632.94
所有者权益合计|1,252,997,852.34|1,150,406,361.08
负债和所有者权益总计|1,669,553,012.46|1,561,761,942.87
