page|66
项目|附注|2020 年 12 月 31 日|2019 年 12 月 31 日
流动资产：|||
货币资金||1,190,835,193.58|874,073,726.85
结算备付金|||
拆出资金|||
交易性金融资产||330,000,000.00|300,000,000.00
衍生金融资产|||
应收票据|||
应收账款||635,971,724.36|797,615,199.11
应收款项融资||12,800,818.21|7,904,324.26
预付款项||32,329,691.99|10,664,148.59
应收保费|||
应收分保账款|||
应收分保合同准备金|||
其他应收款||5,770,757.30|6,131,711.37
其中：应收利息|||
应收股利|||
买入返售金融资产|||
存货||941,597,028.16|460,791,109.02
合同资产|||
持有待售资产|||
一年内到期的非流动资产||613,000,991.79|527,451,765.21
其他流动资产||384,281,690.00|404,192,937.27
流动资产合计||4,146,587,895.39|3,388,824,921.68
非流动资产：|||
发放贷款和垫款|||
债权投资|||
其他债权投资|||
长期应收款||476,611,571.19|465,051,242.11
长期股权投资||118,540,004.30|88,983,617.02
其他权益工具投资||139,467,619.99|139,467,619.99
其他非流动金融资产|||
投资性房地产|||
固定资产||721,919,310.54|245,125,219.39
在建工程||91,076,399.23|383,610,132.66
生产性生物资产|||
油气资产|||
使用权资产|||
无形资产||157,861,106.16|140,493,002.89
开发支出|||
商誉|||
长期待摊费用||984,959.37|708,677.67
递延所得税资产||1,625,038.87|1,724,424.26
其他非流动资产||14,358,370.00|5,463,736.28
page|67
非流动资产合计||1,722,444,379.65|1,470,627,672.27
资产总计||5,869,032,275.04|4,859,452,593.95
流动负债：|||
短期借款||30,034,198.11|165,558,360.78
向中央银行借款|||
拆入资金|||
交易性金融负债|||
衍生金融负债|||
应付票据||432,455,804.02|197,179,363.00
应付账款||790,784,737.43|585,816,508.49
预收款项|||7,140,059.96
合同负债||68,884,840.83|
卖出回购金融资产款|||
吸收存款及同业存放|||
代理买卖证券款|||
代理承销证券款|||
应付职工薪酬||24,254,042.69|17,401,104.92
应交税费||102,383,512.24|107,372,687.82
其他应付款||167,001,517.16|166,076,368.49
其中：应付利息|||
应付股利|||
应付手续费及佣金|||
应付分保账款|||
持有待售负债|||
一年内到期的非流动负债||272,613,146.36|203,012,398.71
其他流动负债||3,008,419.52|
流动负债合计||1,891,420,218.36|1,449,556,852.17
非流动负债：|||
保险合同准备金|||
长期借款||120,993,872.15|109,126,293.20
应付债券|||
其中：优先股|||
永续债|||
租赁负债|||
长期应付款|||
长期应付职工薪酬|||
预计负债||17,909,058.39|19,157,341.23
递延收益||94,551,525.89|72,773,849.59
递延所得税负债|||1,344,613.50
其他非流动负债|||
非流动负债合计||233,454,456.43|202,402,097.52
负债合计||2,124,874,674.79|1,651,958,949.69
所有者权益（或股东权益）：|||
实收资本（或股本）||485,485,571.00|346,775,408.00
其他权益工具|||
其中：优先股|||
永续债|||
资本公积||913,928,866.14|1,053,307,081.03
减：库存股|||
其他综合收益||-933,325.42|3,753,170.86
page|68
专项储备||5,822,867.58|6,573,163.34
盈余公积||261,714,343.13|197,514,276.18
一般风险准备|||
未分配利润||2,078,139,277.82|1,599,570,544.85
归属于母公司所有者权益（或股东权益）合计||3,744,157,600.25|3,207,493,644.26
少数股东权益|||
所有者权益（或股东权益）合计||3,744,157,600.25|3,207,493,644.26
负债和所有者权益（或股东权益）总计||5,869,032,275.04|4,859,452,593.95
