page|66
项目|附注|2020 年 12 月 31 日|2019 年 12 月 31 日
流动资产：|||
货币资金|七、1|774,632,581.90|506,409,708.57
结算备付金|||
拆出资金|||
交易性金融资产|七、2|409,247,234.16|1,505,370.28
衍生金融资产|||
应收票据|七、4|64,816,721.02|71,997,433.34
应收账款|七、5|811,544,448.78|666,813,430.17
应收款项融资|||
预付款项|七、7|20,675,604.82|11,944,013.44
应收保费|||
应收分保账款|||
page|67
应收分保合同准备金|||
其他应收款|七、8|66,229,676.85|28,815,258.21
其中：应收利息|||
应收股利|||
买入返售金融资产|||
存货|七、9|539,225,241.22|397,092,934.15
合同资产|七、10|72,235,483.71|
持有待售资产|||
一年内到期的非流动资产|||
其他流动资产|七、13|13,390,090.49|14,719,040.14
流动资产合计||2,771,997,082.95|1,699,297,188.30
非流动资产：|||
发放贷款和垫款|||
债权投资|||
其他债权投资|||
长期应收款|||
长期股权投资|||
其他权益工具投资|||
其他非流动金融资产|||
投资性房地产|七、20|214,873.27|236,583.31
固定资产|七、21|705,750,502.63|610,670,139.69
在建工程|七、22|93,846,095.79|55,999,970.04
生产性生物资产|||
油气资产|||
使用权资产|||
无形资产|七、26|88,943,541.78|86,171,427.95
开发支出|||
商誉|||
长期待摊费用|七、29|7,161,948.78|6,760,329.14
递延所得税资产|七、30|15,479,015.20|13,056,227.91
其他非流动资产|七、31|84,286,533.38|31,829,383.61
非流动资产合计||995,682,510.83|804,724,061.65
资产总计||3,767,679,593.78|2,504,021,249.95
流动负债：|||
短期借款|七、32|147,687,842.20|157,374,725.83
向中央银行借款|||
拆入资金|||
交易性金融负债|七、33|2,083,865.92|
衍生金融负债|||
应付票据|七、35|183,937,248.08|109,939,405.69
应付账款|七、36|684,148,931.51|483,105,481.40
预收款项|七、37||40,298,718.41
合同负债|七、38|38,182,731.86|
卖出回购金融资产款|||
吸收存款及同业存放|||
代理买卖证券款|||
代理承销证券款|||
应付职工薪酬|七、39|151,318,270.66|119,417,217.66
page|68
应交税费|七、40|18,008,164.68|9,209,138.20
其他应付款|七、41|70,088,304.59|59,486,838.22
其中：应付利息|||
应付股利|||
应付手续费及佣金|||
应付分保账款|||
持有待售负债|||
一年内到期的非流动负债|七、43||14,547,812.45
其他流动负债|七、44|8,784,293.00|5,795,829.87
流动负债合计||1,304,239,652.50|999,175,167.73
非流动负债：|||
保险合同准备金|||
长期借款|七、45|70,059,137.54|
应付债券|||
其中：优先股|||
永续债|||
租赁负债|||
长期应付款|||
长期应付职工薪酬|||
预计负债|||
递延收益|七、51|16,215,850.00|10,432,875.31
递延所得税负债|七、52||225,805.54
其他非流动负债|||
非流动负债合计||86,274,987.54|10,658,680.85
负债合计||1,390,514,640.04|1,009,833,848.58
所有者权益（或股东权益）：|||
实收资本（或股本）|七、53|446,680,000.00|401,680,000.00
其他权益工具|||
其中：优先股|||
永续债|||
资本公积|七、55|994,853,518.93|353,083,875.43
减：库存股|||
其他综合收益|七、57|-1,369,604.32|11,058,381.15
专项储备|||
盈余公积|七、59|82,534,308.71|61,171,817.92
一般风险准备|||
未分配利润|七、60|854,466,730.42|667,193,326.87
归属于母公司所有者权益（或股东权益）合计||2,377,164,953.74|1,494,187,401.37
少数股东权益|||
所有者权益（或股东权益）合计||2,377,164,953.74|1,494,187,401.37
负债和所有者权益（或股东权益）总计||3,767,679,593.78|2,504,021,249.95
