page|95
项目|附注|2019 年度|2018 年度
一、营业总收入||3,087,252,484.26|2,552,635,044.85
其中：营业收入||3,087,252,484.26|2,552,635,044.85
利息收入|||
已赚保费|||
手续费及佣金收入|||
二、营业总成本||2,826,679,036.58|2,293,572,334.36
其中：营业成本||2,362,591,878.68|1,939,247,178.52
利息支出|||
手续费及佣金支出|||
退保金|||
赔付支出净额|||
提取保险责任准备金净额|||
保单红利支出|||
分保费用|||
税金及附加||19,891,255.45|19,798,950.85
销售费用||156,714,338.63|109,758,773.74
管理费用||177,339,982.94|158,832,160.34
研发费用||100,548,791.92|71,717,256.18
财务费用||9,592,788.96|-5,781,985.27
其中：利息费用||15,166,048.83|5,089,980.66
利息收入||4,196,696.56|4,177,188.64
加：其他收益||42,965,006.64|33,820,049.57
投资收益（损失以“－”号填列）||2,893,111.27|-10,384,304.07
其中：对联营企业和合营企业的投资收益||4,483,817.64|-1,775,674.62
以摊余成本计量的金融资产终止确认收益|||
汇兑收益（损失以“－”号填列）|||
净敞口套期收益（损失以“-”号填列）|||
公允价值变动收益（损失以“－”号填列）||8,235,523.21|-9,985,459.50
信用减值损失（损失以“-”号填列）||-34,418,867.09|
资产减值损失（损失以“-”号填列）||-1,864,038.71|-32,695,307.06
page|96
资产处置收益（损失以“－”号填列）||73,980.45|163,979.56
三、营业利润（亏损以“－”号填列）||278,458,163.45|239,981,668.99
加：营业外收入||4,608,341.87|347,412.48
减：营业外支出||2,016,555.87|1,364,691.27
四、利润总额（亏损总额以“－”号填列）||281,049,949.45|238,964,390.20
减：所得税费用||33,816,548.87|39,378,814.98
五、净利润（净亏损以“－”号填列）||247,233,400.58|199,585,575.22
（一）按经营持续性分类|||
1.持续经营净利润（净亏损以“－”号填列）||247,233,400.58|199,585,575.22
2.终止经营净利润（净亏损以“－”号填列）|||
（二）按所有权归属分类|||
1.归属于母公司股东的净利润（净亏损以“-”号填列）||242,279,919.60|188,388,821.75
2.少数股东损益（净亏损以“-”号填列）||4,953,480.98|11,196,753.47
六、其他综合收益的税后净额||2,591,944.25|2,279,352.72
（一）归属母公司所有者的其他综合收益的税后净额||2,243,677.70|2,039,177.97
1．不能重分类进损益的其他综合收益||37,558.59|
（1）重新计量设定受益计划变动额||37,558.59|
（2）权益法下不能转损益的其他综合收益|||
（3）其他权益工具投资公允价值变动|||
（4）企业自身信用风险公允价值变动|||
2．将重分类进损益的其他综合收益||2,206,119.11|2,039,177.97
（1）权益法下可转损益的其他综合收益|||
（2）其他债权投资公允价值变动|||
（3）可供出售金融资产公允价值变动损益|||
（4）金融资产重分类计入其他综合收益的金额|||
（5）持有至到期投资重分类为可供出售金融资产损益|||
（6）其他债权投资信用减值准备|||
（7）现金流量套期储备（现金流量套期损益的有效部分）|||
（8）外币财务报表折算差额||2,206,119.11|2,039,177.97
（9）其他|||
（二）归属于少数股东的其他综合收益的税后净额||348,266.55|240,174.75
七、综合收益总额||249,825,344.83|201,864,927.94
（一）归属于母公司所有者的综合收益总额||244,523,597.30|190,427,999.72
（二）归属于少数股东的综合收益总额||5,301,747.53|11,436,928.22
八、每股收益：|||
（一）基本每股收益(元/股)||0.93|0.71
（二）稀释每股收益(元/股)||0.93|0.71
