page|60
项目|附注|2020 年 12 月 31 日|2019 年 12 月 31 日
流动资产：|||
货币资金|(七)1|2,415,945,911.05|2,258,085,188.73
结算备付金|||
拆出资金|||
交易性金融资产|(七)2|200,986,849.32|250,000,000.00
衍生金融资产|||
应收票据|(七)4|343,332,169.97|934,745,385.97
应收账款|(七)5|2,323,610,031.78|2,068,380,401.53
应收款项融资|(七)6|1,737,817,348.55|1,680,625,328.80
预付款项|(七)7|106,677,834.66|312,790,065.17
应收保费|||
应收分保账款|||
应收分保合同准备金|||
其他应收款|(七)8|87,747,771.96|184,578,230.77
其中：应收利息|||
应收股利|||18,765,538.46
买入返售金融资产|||
存货|(七)9|2,917,922,534.69|1,978,969,916.34
合同资产|(七)10|112,291,903.37|151,361,725.24
持有待售资产|||
一年内到期的非流动资产|(七)12|30,922,340.24|55,057,136.61
其他流动资产|(七)13|354,619,825.41|202,579,460.33
流动资产合计||10,631,874,521.00|10,077,172,839.49
非流动资产：|||
发放贷款和垫款|||
债权投资|||
其他债权投资|||
长期应收款|(七)16|46,514,312.51|76,372,800.02
长期股权投资|(七)17|370,370,576.79|387,556,326.34
其他权益工具投资|||
其他非流动金融资产|||
投资性房地产|(七)20|21,906,561.29|22,517,720.64
固定资产|(七)21|2,961,198,449.65|2,859,783,018.48
在建工程|(七)22|261,961,063.56|461,783,821.59
生产性生物资产|||
油气资产|||
使用权资产|(七)25|527,532,184.10|555,182,134.32
无形资产|(七)26|373,754,836.89|404,554,417.38
开发支出|(七)27|3,276,250.56|9,609,840.66
商誉|(七)28|2,735,213.05|2,745,668.90
长期待摊费用|(七)29|86,526,783.57|42,657,552.85
page|61
递延所得税资产|(七)30|241,595,709.80|154,548,720.14
其他非流动资产|(七)31|467,180,986.51|511,990,377.87
非流动资产合计||5,364,552,928.28|5,489,302,399.19
资产总计||15,996,427,449.28|15,566,475,238.68
流动负债：|||
短期借款|(七)32|240,750,000.00|756,821,135.17
向中央银行借款|||
拆入资金|||
交易性金融负债|||
衍生金融负债|||
应付票据|(七)35|2,928,719,318.67|1,956,930,680.97
应付账款|(七)36|2,927,683,151.79|2,631,944,026.73
预收款项|||
合同负债|(七)38|482,674,249.23|200,061,928.13
卖出回购金融资产款|||
吸收存款及同业存放|||
代理买卖证券款|||
代理承销证券款|||
应付职工薪酬|(七)39|155,116,867.96|169,158,982.43
应交税费|(七)40|155,671,423.84|132,288,868.79
其他应付款|(七)41|639,512,503.29|1,098,158,476.75
其中：应付利息|||11,071,424.01
应付股利|||
应付手续费及佣金|||
应付分保账款|||
持有待售负债|||
一年内到期的非流动负债|(七)43|1,094,289,769.08|272,764,556.06
其他流动负债|(七)44|41,955,691.84|518,492,105.14
流动负债合计||8,666,372,975.70|7,736,620,760.17
非流动负债：|||
保险合同准备金|||
长期借款|(七)45|111,713,396.81|979,563,436.15
应付债券|||
其中：优先股|||
永续债|||
租赁负债|(七)47|411,668,955.27|470,418,329.39
长期应付款|(七)48|25,000,000.00|25,000,000.00
长期应付职工薪酬|(七)49|1,239,071,118.40|1,153,640,360.90
预计负债|(七)50|424,943,003.60|222,803,652.07
递延收益|(七)51|108,016,278.31|106,286,084.23
递延所得税负债|(七)30|25,133,237.64|17,287,069.27
其他非流动负债|(七)52|46,183,125.22|27,609,356.60
非流动负债合计||2,391,729,115.25|3,002,608,288.61
负债合计||11,058,102,090.95|10,739,229,048.78
所有者权益（或股东权益）：|||
实收资本（或股本）|(七)53|802,798,152.00|802,798,152.00
其他权益工具|||
其中：优先股|||
page|62
永续债|||
资本公积|(七)55|3,054,831,434.53|3,057,165,442.32
减：库存股|||
其他综合收益|(七)57|-395,197,342.69|-385,262,413.34
专项储备|||
盈余公积|(七)59|181,654,697.51|157,882,243.91
一般风险准备|||
未分配利润|(七)60|1,135,247,560.61|1,001,403,014.60
归属于母公司所有者权益（或股东权益）合计||4,779,334,501.96|4,633,986,439.49
少数股东权益||158,990,856.37|193,259,750.41
所有者权益（或股东权益）合计||4,938,325,358.33|4,827,246,189.90
负债和所有者权益（或股东权益）总计||15,996,427,449.28|15,566,475,238.68
