page|64
项目|附注|2020 年度|2019 年度
一、营业总收入|（七）61|15,080,116,346.04|11,872,399,888.91
其中：营业收入||15,080,116,346.04|11,872,399,888.91
利息收入|||
已赚保费|||
手续费及佣金收入|||
二、营业总成本||14,551,983,273.31|11,836,393,490.46
其中：营业成本|（七）61|12,399,453,810.95|9,917,668,559.02
利息支出|||
手续费及佣金支出|||
退保金|||
赔付支出净额|||
提取保险责任准备金净额|||
保单红利支出|||
分保费用|||
税金及附加|（七）62|67,346,701.00|43,338,375.02
销售费用|（七）63|717,857,491.90|503,944,394.47
管理费用|（七）64|551,250,467.90|554,271,824.90
研发费用|（七）65|690,503,979.36|681,351,365.46
财务费用|（七）66|125,570,822.20|135,818,971.59
其中：利息费用||87,818,013.61|142,284,391.59
利息收入||24,319,942.08|31,615,754.71
加：其他收益|（七）67|89,286,852.07|44,050,540.01
投资收益（损失以“－”号填列）|（七）68|-15,189,438.62|737,892,947.75
其中：对联营企业和合营企业的投资收益||-17,526,052.77|-17,662,210.22
以摊余成本计量的金融资产终止确认收益||-1,742,525.59|
汇兑收益（损失以“－”号填|||
page|65
列）|||
净敞口套期收益（损失以“-”号填列）|||
公允价值变动收益（损失以“－”号填列）||986,849.32|
信用减值损失（损失以“-”号填列）|（七）71|-114,655,115.98|-271,858,983.68
资产减值损失（损失以“-”号填列）|（七）72|-122,267,286.00|-380,166,536.83
资产处置收益（损失以“－”号填列）|（七）73|3,842,038.90|41,011,078.67
三、营业利润（亏损以“－”号填列）||370,136,972.42|206,935,444.37
加：营业外收入|（七）74|52,478,907.14|31,485,887.41
减：营业外支出|（七）75|28,897,767.83|15,089,537.34
四、利润总额（亏损总额以“－”号填列）||393,718,111.73|223,331,794.44
减：所得税费用|（七）76|71,895,178.18|132,609,476.69
五、净利润（净亏损以“－”号填列）||321,822,933.55|90,722,317.75
（一）按经营持续性分类|||
1.持续经营净利润（净亏损以“－”号填列）||321,822,933.55|90,722,317.75
2.终止经营净利润（净亏损以“－”号填列）|||
（二）按所有权归属分类|||
1.归属于母公司股东的净利润（净亏损以“-”号填列）||326,596,315.14|90,105,137.91
2.少数股东损益（净亏损以“-”号填列）||-4,773,381.59|617,179.84
六、其他综合收益的税后净额||-9,934,929.35|-236,119,854.70
（一）归属母公司所有者的其他综合收益的税后净额||-9,934,929.35|-236,133,242.32
1．不能重分类进损益的其他综合收益||-34,687,246.84|-231,143,797.41
（1）重新计量设定受益计划变动额||-34,687,246.84|-231,143,797.41
（2）权益法下不能转损益的其他综合收益|||
（3）其他权益工具投资公允价值变动|||
（4）企业自身信用风险公允价值变动|||
2．将重分类进损益的其他综合收益||24,752,317.49|-4,989,444.91
（1）权益法下可转损益的其他综合收益|||
（2）其他债权投资公允价值变动||5,540,685.59|-3,748,602.74
（3）金融资产重分类计入其他综合收益的金额|||
（4）其他债权投资信用减值准备|||
page|66
（5）现金流量套期储备|||
（6）外币财务报表折算差额||19,211,631.90|-1,240,842.17
（7）其他|||
（二）归属于少数股东的其他综合收益的税后净额|||13,387.62
七、综合收益总额||311,888,004.20|-145,397,536.95
（一）归属于母公司所有者的综合收益总额||316,661,385.79|-146,028,104.41
（二）归属于少数股东的综合收益总额||-4,773,381.59|630,567.46
八、每股收益：|||
（一）基本每股收益(元/股)||0.41|0.11
（二）稀释每股收益(元/股)||不适用|不适用
