page|103
项目|附注|2021 年 12 月 31 日|2020 年 12 月 31 日
流动资产：|||
货币资金|七、1|376,381,518.56|248,655,300.87
结算备付金|||
拆出资金|||
交易性金融资产|七、2|20,000,000.00|
衍生金融资产|||
应收票据|七、4|12,823,547.44|9,726,972.35
应收账款|七、5|93,540,130.05|51,753,819.76
应收款项融资|七、6|3,440,000.00|2,971,229.26
预付款项|七、7|4,469,523.85|2,384,263.76
应收保费|||
应收分保账款|||
应收分保合同准备金|||
其他应收款|七、8|832,880.07|624,192.36
其中：应收利息|||
应收股利|||
买入返售金融资产|||
存货|七、9|125,236,742.49|52,796,067.41
合同资产|七、10|373,926.65|
持有待售资产|||
一年内到期的非流动资产|七、12|10,188,955.56|
其他流动资产|七、13|7,703,812.89|8,192,987.24
流动资产合计||654,991,037.56|377,104,833.01
非流动资产：|||
发放贷款和垫款|||
债权投资|七、14|290,530,825.32|
其他债权投资|||
长期应收款|||
长期股权投资|七、17|27,380,289.83|20,447,502.88
其他权益工具投资|||
其他非流动金融资产|||
投资性房地产|||
固定资产|七、21|229,355,396.12|215,454,673.21
在建工程|七、22|7,907,684.17|4,184,308.36
生产性生物资产|||
油气资产|||
使用权资产|七、25|20,065,242.17|
无形资产|七、26|15,735,353.83|13,036,283.69
开发支出|||
商誉|||
page|104
长期待摊费用|七、29|12,978,174.30|2,283,123.19
递延所得税资产|七、30|3,761,499.52|2,044,675.47
其他非流动资产|七、31|16,825,550.35|5,292,572.59
非流动资产合计||624,540,015.61|262,743,139.39
资产总计||1,279,531,053.17|639,847,972.40
流动负债：|||
短期借款|七、32|15,017,798.60|5,005,958.33
向中央银行借款|||
拆入资金|||
交易性金融负债|||
衍生金融负债|||
应付票据|七、35|3,485,595.00|2,723,348.67
应付账款|七、36|27,601,941.46|23,814,446.45
预收款项|||
合同负债|七、38|16,036,016.60|1,009,173.50
卖出回购金融资产款|||
吸收存款及同业存放|||
代理买卖证券款|||
代理承销证券款|||
应付职工薪酬|七、39|76,734,036.72|14,826,306.86
应交税费|七、40|21,402,455.11|9,782,985.72
其他应付款|七、41|1,286,827.21|656,363.83
其中：应付利息|||
应付股利|||
应付手续费及佣金|||
应付分保账款|||
持有待售负债|||
一年内到期的非流动负债|七、43|1,860,434.89|
其他流动负债|七、44|7,694,857.34|5,653,567.04
流动负债合计||171,119,962.93|63,472,150.40
非流动负债：|||
保险合同准备金|||
长期借款|七、45|10,012,375.00|
应付债券|||
其中：优先股|||
永续债|||
租赁负债|七、47|19,092,922.97|
长期应付款|||
长期应付职工薪酬|||
预计负债|||
递延收益|七、51|34,178,215.50|39,685,204.21
递延所得税负债|||
其他非流动负债|||
非流动负债合计||63,283,513.47|39,685,204.21
负债合计||234,403,476.40|103,157,354.61
所有者权益（或股东权益）：|||
实收资本（或股本）|七、53|400,145,948.00|356,145,948.00
其他权益工具|||
page|105
其中：优先股|||
永续债|||
资本公积|七、55|341,628,538.17|66,701,947.81
减：库存股|||
其他综合收益|七、57|-11,556.63|-136,529.44
专项储备|||
盈余公积|七、59|32,704,030.06|12,660,759.20
一般风险准备|||
未分配利润|七、60|267,797,137.03|99,750,671.93
归 属 于 母 公 司 所 有 者 权 益（或股东权益）合计||1,042,264,096.63|535,122,797.50
少数股东权益||2,863,480.14|1,567,820.29
所 有 者 权 益 （ 或 股 东 权益）合计||1,045,127,576.77|536,690,617.79
负债和所有者权益（或股东权益）总计||1,279,531,053.17|639,847,972.40
