page|56
项目|附注|2019年度|2018年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||640,750,576.32|646,220,642.40
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还|||
收到其他与经营活动有关的现金||11,513,773.69|5,812,116.54
经营活动现金流入小计||652,264,350.01|652,032,758.94
购买商品、接受劳务支付的现金||366,695,312.24|400,265,340.46
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||105,590,068.14|101,625,768.33
支付的各项税费||92,387,647.25|111,830,271.88
支付其他与经营活动有关的现金||24,408,869.50|19,864,626.04
经营活动现金流出小计||589,081,897.13|633,586,006.71
经营活动产生的现金流量净额||63,182,452.88|18,446,752.23
二、投资活动产生的现金流量：|||
收回投资收到的现金|||
取得投资收益收到的现金||16,144,455.01|22,737,263.51
page|57
处置固定资产、无形资产和其他长期资产收回的现金净额||294,184.07|-32,000.00
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金||1,650,000,000.00|1,320,000,000.00
投资活动现金流入小计||1,666,438,639.08|1,342,705,263.51
购建固定资产、无形资产和其他长期资产支付的现金||34,807,460.85|20,562,799.31
投资支付的现金|||
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||
支付其他与投资活动有关的现金||1,650,000,000.00|1,250,000,000.00
投资活动现金流出小计||1,684,807,460.85|1,270,562,799.31
投资活动产生的现金流量净额||-18,368,821.77|72,142,464.20
三、筹资活动产生的现金流量：|||
吸收投资收到的现金|||
其中：子公司吸收少数股东投资收到的现金|||
取得借款收到的现金|||
收到其他与筹资活动有关的现金|||
筹资活动现金流入小计|||
偿还债务支付的现金|||
分配股利、利润或偿付利息支付的现金||7,500,000.00|7,500,000.00
其中：子公司支付给少数股东的股利、利润|||
支付其他与筹资活动有关的现金|||
筹资活动现金流出小计||7,500,000.00|7,500,000.00
筹资活动产生的现金流量净额||-7,500,000.00|-7,500,000.00
四、汇率变动对现金及现金等价物的影响|||
五、现金及现金等价物净增加额||37,313,631.11|83,089,216.43
加：期初现金及现金等价物余额||610,475,823.98|527,386,607.55
六、期末现金及现金等价物余额||647,789,455.09|610,475,823.98
