page|53
项目|附注|2019 年度|2018 年度
一、营业总收入||563,265,364.10|551,593,644.89
其中：营业收入||563,265,364.10|551,593,644.89
利息收入|||
已赚保费|||
手续费及佣金收入|||
二、营业总成本||554,126,989.40|550,127,102.41
其中：营业成本||411,941,155.44|410,976,793.30
利息支出|||
手续费及佣金支出|||
退保金|||
赔付支出净额|||
提取保险责任准备金净额|||
保单红利支出|||
分保费用|||
税金及附加||61,201,873.52|63,695,072.28
销售费用||30,836,306.99|27,433,618.14
管理费用||41,933,258.19|44,767,596.27
研发费用||11,887,316.50|3,957,291.16
财务费用||-3,672,921.24|-703,268.74
其中：利息费用|||
利息收入||4,111,071.97|1,217,509.72
加：其他收益||3,245,840.00|2,344,250.00
投资收益（损失以“－”号填列）||16,144,455.01|22,737,263.51
其中：对联营企业和合营企业的投资收益|||
以摊余成本计量的金融资产终止确认收益|||
汇兑收益（损失以“－”号填列）|||
净敞口套期收益（损失以“-”号填列）|||
公允价值变动收益（损失以“－”号填列）|||
信用减值损失（损失以“-”号填列）|||
资产减值损失（损失以“-”号填列）||-1,846,371.23|-732,614.18
资产处置收益（损失以“－”号填列）||43,307.64|
三、营业利润（亏损以“－”号填列）||26,725,606.12|25,815,441.81
加：营业外收入||15,335.90|21,311.51
减：营业外支出||209,208.81|311,920.54
page|54
四、利润总额（亏损总额以“－”号填列）||26,531,733.21|25,524,832.78
减：所得税费用||7,002,958.59|7,351,632.35
五、净利润（净亏损以“－”号填列）||19,528,774.62|18,173,200.43
（一）按经营持续性分类|||
1.持续经营净利润（净亏损以“－”号填列）||19,528,774.62|18,173,200.43
2.终止经营净利润（净亏损以“－”号填列）|||
（二）按所有权归属分类|||
1.归属于母公司股东的净利润（净亏损以“-”号填列）||19,818,966.18|18,497,328.66
2.少数股东损益（净亏损以“-”号填列）||-290,191.56|-324,128.23
六、其他综合收益的税后净额|||
（一）归属母公司所有者的其他综合收益的税后净额|||
1．不能重分类进损益的其他综合收益|||
（1）重新计量设定受益计划变动额|||
（2）权益法下不能转损益的其他综合收益|||
（3）其他权益工具投资公允价值变动|||
（4）企业自身信用风险公允价值变动|||
2．将重分类进损益的其他综合收益|||
（1）权益法下可转损益的其他综合收益|||
（2）其他债权投资公允价值变动|||
（3）可供出售金融资产公允价值变动损益|||
（4）金融资产重分类计入其他综合收益的金额|||
（5）持有至到期投资重分类为可供出售金融资产损益|||
（6）其他债权投资信用减值准备|||
（7）现金流量套期储备（现金流量套期损益的有效部分）|||
（8）外币财务报表折算差额|||
（9）其他|||
（二）归属于少数股东的其他综合收益的税后净额|||
七、综合收益总额||19,528,774.62|18,173,200.43
（一）归属于母公司所有者的综合收益总额||19,818,966.18|18,497,328.66
（二）归属于少数股东的综合收益总额||-290,191.56|-324,128.23
八、每股收益：|||
（一）基本每股收益(元/股)||0.079|0.074
（二）稀释每股收益(元/股)|||
