page|71
项目|2021 年度|2020 年度
一、营业总收入|757,175,743.41|985,253,831.58
其中：营业收入|757,175,743.41|985,253,831.58
利息收入||
已赚保费||
手续费及佣金收入||
二、营业总成本|996,903,846.83|928,092,033.49
其中：营业成本|850,260,659.40|794,523,810.39
利息支出||
手续费及佣金支出||
退保金||
赔付支出净额||
提取保险责任合同准备金净额||
保单红利支出||
page|72
分保费用||
税金及附加|6,281,148.30|8,545,858.05
销售费用|928,661.79|4,979,915.34
管理费用|103,286,926.69|111,618,225.09
研发费用|20,933,712.98|8,490,882.58
财务费用|15,212,737.67|-66,657.96
其中：利息费用|30,629,953.77|32,014,803.26
利息收入|15,728,363.74|32,660,554.45
加：其他收益|7,074,336.60|22,711,318.05
投资收益（损失以“－”号填列）|45,981,085.44|27,809,087.38
其中：对联营企业和合营企业的投资收益|-1,906,753.67|-5,725,794.17
以摊余成本计量的金融资产终止确认收益||
汇兑收益（损失以“-”号填列）||
净敞口套期收益（损失以“－”号填列）||
公允价值变动收益（损失以“－”号填列）||
信用减值损失（损失以“-”号填列）||
资产减值损失（损失以“-”号填列）|-327,479,010.92|-43,718,679.38
资产处置收益（损失以“-”号填列）|974,699.74|-1,109,128.91
三、营业利润（亏损以“－”号填列）|-513,176,992.56|62,854,395.23
加：营业外收入|5,261,868.99|6,585,316.78
减：营业外支出|248,216.00|153,719.62
四、利润总额（亏损总额以“－”号填列）|-508,163,339.57|69,285,992.39
减：所得税费用|1,237,266.58|1,361,203.90
五、净利润（净亏损以“－”号填列）|-509,400,606.15|67,924,788.49
（一）按经营持续性分类||
1.持续经营净利润（净亏损以“－”号填列）||
2.终止经营净利润（净亏损以“－”号填列）||
（二）按所有权归属分类||
1.归属于母公司股东的净利润|-439,448,712.13|64,024,291.32
2.少数股东损益|-69,951,894.02|3,900,497.17
六、其他综合收益的税后净额||
归属母公司所有者的其他综合收益的税后净额||
（一）不能重分类进损益的其他综合收益||
1.重新计量设定受益计划变||
page|73
动额||
2.权益法下不能转损益的其他综合收益||
3.其他权益工具投资公允价值变动||
4.企业自身信用风险公允价值变动||
5.其他||
（二）将重分类进损益的其他综合收益||
1.权益法下可转损益的其他综合收益||
2.其他债权投资公允价值变动||
3.金融资产重分类计入其他综合收益的金额||
4.其他债权投资信用减值准备||
5.现金流量套期储备||
6.外币财务报表折算差额||
7.其他||
归属于少数股东的其他综合收益的税后净额||
七、综合收益总额|-509,400,606.15|67,924,788.49
归属于母公司所有者的综合收益总额|-439,448,712.13|64,024,291.32
归属于少数股东的综合收益总额|-69,951,894.02|3,900,497.17
八、每股收益：||
（一）基本每股收益|-0.7291|0.1062
（二）稀释每股收益|-0.7291|0.1062
