page|69
项目|2019 年 12 月 31 日|2018 年 12 月 31 日
流动资产：||
货币资金|694,509,859.36|1,331,052,416.59
结算备付金||
拆出资金||
交易性金融资产|292,875,870.00|
以公允价值计量且其变动计入当期损益的金融资产||20,966,970.00
衍生金融资产||
应收票据|8,155,811.84|53,528,174.84
应收账款|1,654,087,423.48|1,492,956,371.70
应收款项融资|49,217,383.11|
预付款项|40,084,797.98|33,311,877.65
应收保费||
应收分保账款||
应收分保合同准备金||
其他应收款|84,491,226.88|80,770,562.26
其中：应收利息||
应收股利||
买入返售金融资产||
存货|2,305,663,944.18|2,129,354,661.17
合同资产||
持有待售资产||
一年内到期的非流动资产||
其他流动资产|217,760,085.83|249,151,386.08
流动资产合计|5,346,846,402.66|5,391,092,420.29
非流动资产：||
发放贷款和垫款||
page|70
债权投资||
可供出售金融资产||
其他债权投资||
持有至到期投资||
长期应收款|4,028,675.15|4,028,675.15
长期股权投资|81,913,679.87|77,282,325.91
其他权益工具投资||
其他非流动金融资产||
投资性房地产||
固定资产|3,352,360,305.91|3,479,937,646.62
在建工程|260,274,929.89|191,212,380.82
生产性生物资产||
油气资产||
使用权资产||
无形资产|188,085,674.03|190,942,863.41
开发支出||
商誉|149,270,962.50|237,462,397.45
长期待摊费用|204,588,217.71|198,233,130.42
递延所得税资产|59,313,962.03|41,289,829.59
其他非流动资产||
非流动资产合计|4,299,836,407.09|4,420,389,249.37
资产总计|9,646,682,809.75|9,811,481,669.66
流动负债：||
短期借款|2,153,851,247.29|2,350,771,403.78
向中央银行借款||
拆入资金||
交易性金融负债||
以公允价值计量且其变动计入当期损益的金融负债||
衍生金融负债||
应付票据|513,343,796.14|417,888,504.94
应付账款|1,661,154,202.99|1,569,948,054.15
预收款项|14,341,823.57|15,929,067.22
合同负债||
卖出回购金融资产款||
page|71
吸收存款及同业存放||
代理买卖证券款||
代理承销证券款||
应付职工薪酬|317,338,843.50|284,897,550.40
应交税费|68,344,101.10|79,190,983.30
其他应付款|8,458,606.53|26,604,903.11
其中：应付利息||6,987,388.32
应付股利||
应付手续费及佣金||
应付分保账款||
持有待售负债||
一年内到期的非流动负债|55,756,152.42|112,213,503.90
其他流动负债||
流动负债合计|4,792,588,773.54|4,857,443,970.80
非流动负债：||
保险合同准备金||
长期借款|269,800,000.00|318,500,000.00
应付债券||
其中：优先股||
永续债||
租赁负债||
长期应付款|1,482,047.93|3,432,603.11
长期应付职工薪酬||
预计负债||
递延收益|89,139,069.15|75,155,597.63
递延所得税负债|19,368,068.08|
其他非流动负债||
非流动负债合计|379,789,185.16|397,088,200.74
负债合计|5,172,377,958.70|5,254,532,171.54
所有者权益：||
股本|909,860,262.00|909,860,262.00
其他权益工具||
其中：优先股||
永续债||
page|72
资本公积|1,283,423,322.75|1,283,423,322.75
减：库存股|121,177,801.69|25,230,109.68
其他综合收益|752,043.31|1,041,073.81
专项储备||
盈余公积|225,145,933.48|180,272,510.05
一般风险准备||
未分配利润|1,963,842,439.34|2,021,191,257.99
归属于母公司所有者权益合计|4,261,846,199.19|4,370,558,316.92
少数股东权益|212,458,651.86|186,391,181.20
所有者权益合计|4,474,304,851.05|4,556,949,498.12
负债和所有者权益总计|9,646,682,809.75|9,811,481,669.66
