page|80
项目|附注|2021年度|2020年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||1,318,353,243.75|889,177,294.80
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
page|81
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还|||
收到其他与经营活动有关的现金|七（78）|23,116,688.88|12,720,636.61
经营活动现金流入小计||1,341,469,932.63|901,897,931.41
购买商品、接受劳务支付的现金||866,212,299.07|591,134,049.08
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||94,019,920.89|60,235,694.89
支付的各项税费||75,501,096.97|47,927,807.28
支付其他与经营活动有关的现金||39,148,838.67|27,877,150.88
经营活动现金流出小计||1,074,882,155.60|727,174,702.13
经营活动产生的现金流量净额||266,587,777.03|174,723,229.28
二、投资活动产生的现金流量：|||
收回投资收到的现金||5,844,600.00|10,000,000.00
取得投资收益收到的现金|||301,940.27
处置固定资产、无形资产和其他长期资产收回的现金净额||107,678.25|438,724.86
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金|||
投资活动现金流入小计||5,952,278.25|10,740,665.13
购建固定资产、无形资产和其他长期资产支付的现金||360,816,108.60|152,763,839.69
投资支付的现金||1,000,000.00|10,000,000.00
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||
支付其他与投资活动有关的现金|||
投资活动现金流出小计||361,816,108.60|162,763,839.69
投资活动产生的现金流量净额||-355,863,830.35|-152,023,174.56
page|82
三、筹资活动产生的现金流量：|||
吸收投资收到的现金|||849,032,000.00
其中：子公司吸收少数股东投资收到的现金|||
取得借款收到的现金||131,109,800.80|80,000,000.00
收到其他与筹资活动有关的现金|||
筹资活动现金流入小计||131,109,800.80|929,032,000.00
偿还债务支付的现金||86,400,000.00|76,426,236.00
分配股利、利润或偿付利息支付的现金||103,172,141.66|5,787,521.07
其中：子公司支付给少数股东的股利、利润||400,000.00|
支付其他与筹资活动有关的现金||2,182,486.78|10,889,000.00
筹资活动现金流出小计||191,754,628.44|93,102,757.07
筹资活动产生的现金流量净额||-60,644,827.64|835,929,242.93
四、汇率变动对现金及现金等价物的影响|||
五、现金及现金等价物净增加额||-149,920,880.97|858,629,297.65
加：期初现金及现金等价物余额||1,081,511,052.23|222,881,754.58
六、期末现金及现金等价物余额||931,590,171.26|1,081,511,052.23
