page|85
项目|附注|2021年度|2020年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||848,423,600.45|750,779,464.21
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还||19,651,054.62|
收到其他与经营活动有关的现金|七、78|23,850,824.92|22,170,270.69
经营活动现金流入小计||891,925,479.99|772,949,734.90
购买商品、接受劳务支付的现金||358,941,376.53|338,087,035.05
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||78,401,869.87|74,136,628.28
支付的各项税费||88,201,825.05|71,023,242.27
支付其他与经营活动有关的现金|七、78|54,867,468.58|62,748,541.96
经营活动现金流出小计||580,412,540.03|545,995,447.56
经营活动产生的现金流量净额||311,512,939.96|226,954,287.34
二、投资活动产生的现金流量：|||
收回投资收到的现金|||
取得投资收益收到的现金||9,252,989.03|725,497.37
处置固定资产、无形资产和其他长期资产收回的现金净额||142,707.03|117,286.41
处置子公司及其他营业单位收到的现金净额|||
page|86
收到其他与投资活动有关的现金|七、78|1,235,000,000.00|
投资活动现金流入小计||1,244,395,696.06|842,783.78
购建固定资产、无形资产和其他长期资产支付的现金||312,376,257.36|122,328,436.78
投资支付的现金|||
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||
支付其他与投资活动有关的现金||1,115,000,000.00|220,000,000.00
投资活动现金流出小计||1,427,376,257.36|342,328,436.78
投资活动产生的现金流量净额||-182,980,561.30|-341,485,653.00
三、筹资活动产生的现金流量：|||
吸收投资收到的现金||800,000.00|813,051,000.00
其中：子公司吸收少数股东投资收到的现金||800,000.00|
取得借款收到的现金||2,682,206.59|77,000,000.00
收到其他与筹资活动有关的现金|||
筹资活动现金流入小计||3,482,206.59|890,051,000.00
偿还债务支付的现金||2,682,206.59|262,300,000.00
分配股利、利润或偿付利息支付的现金||64,583,619.05|53,609,807.39
其中：子公司支付给少数股东的股利、利润|||
支付其他与筹资活动有关的现金|七、78|30,601,872.62|19,810,800.00
筹资活动现金流出小计||97,867,698.26|335,720,607.39
筹资活动产生的现金流量净额||-94,385,491.67|554,330,392.61
四、汇率变动对现金及现金等价物的影响||-9,564,086.50|-11,915,816.74
五、现金及现金等价物净增加额||24,582,800.49|427,883,210.21
加：期初现金及现金等价物余额||609,787,454.39|181,904,244.18
六、期末现金及现金等价物余额||634,370,254.88|609,787,454.39
