page|81
项目|附注|2021 年度|2020 年度
一、营业总收入||1,354,287,631.56|1,591,818,233.64
其中：营业收入|七、61|1,354,287,631.56|1,591,818,233.64
利息收入|||
已赚保费|||
手续费及佣金收入|||
二、营业总成本||1,181,723,979.05|1,367,811,459.03
其中：营业成本|七、61|1,090,028,525.32|1,256,407,521.67
利息支出|||
手续费及佣金支出|||
退保金|||
赔付支出净额|||
提取保险责任准备金净额|||
保单红利支出|||
分保费用|||
税金及附加|七、62|7,011,474.37|7,657,182.55
销售费用|七、63|16,025,780.34|18,841,192.25
管理费用|七、64|33,433,911.86|35,614,455.27
研发费用|七、65|44,757,898.97|49,323,493.41
财务费用|七、66|-9,533,611.81|-32,386.12
其中：利息费用||51,402.26|8,119,151.62
利息收入||11,030,448.10|8,440,661.45
加：其他收益|七、67|391,000.00|496,661.00
投资收益（损失以“－”号填|七、68|9,252,989.03|2,251,801.69
page|82
列）|||
其中：对联营企业和合营企业的投资收益|||
以摊余成本计量的金融资产终止确认收益|||
汇兑收益（损失以“－”号填列）|||
净敞口套期收益（损失以“-”号填列）|||
公允价值变动收益（损失以“－”号填列）|七、70|57,557.24|669,100.29
信用减值损失（损失以“-”号填列）|七、71|7,245,643.77|-5,181,609.53
资产减值损失（损失以“-”号填列）|七、72|-2,061,319.89|-2,641,882.71
资产处置收益（损失以“－”号填列）|七、73|40,279.83|-300,442.52
三、营业利润（亏损以“－”号填列）||187,489,802.49|219,300,402.83
加：营业外收入|七、74|10,268,357.79|12,858,362.32
减：营业外支出|七、75|128,049.48|7,604.78
四、利润总额（亏损总额以“－”号填列）||197,630,110.80|232,151,160.37
减：所得税费用|七、76|34,021,062.75|38,824,211.75
五、净利润（净亏损以“－”号填列）||163,609,048.05|193,326,948.62
（一）按经营持续性分类|||
1.持续经营净利润（净亏损以“－”号填列）||163,609,048.05|193,326,948.62
2.终止经营净利润（净亏损以“－”号填列）|||
（二）按所有权归属分类|||
1.归属于母公司股东的净利润（净亏损以“-”号填列）||163,834,912.53|190,561,273.83
2.少数股东损益（净亏损以“-”号填列）||-225,864.48|2,765,674.79
六、其他综合收益的税后净额||-6,281,915.90|-14,132,362.28
（一）归属母公司所有者的其他综合收益的税后净额||-7,082,007.60|-12,044,471.96
1．不能重分类进损益的其他综合收益|||
（1）重新计量设定受益计划变动额|||
（2）权益法下不能转损益的其他综合收益|||
（3）其他权益工具投资公允价值变动|||
（4）企业自身信用风险公允价值变动|||
2．将重分类进损益的其他综合收益||-7,082,007.60|-12,044,471.96
page|83
（1）权益法下可转损益的其他综合收益|||
（2）其他债权投资公允价值变动|||
（3）金融资产重分类计入其他综合收益的金额|||
（4）其他债权投资信用减值准备|||
（5）现金流量套期储备|||
（6）外币财务报表折算差额||-7,082,007.60|-12,044,471.96
（7）其他|||
（二）归属于少数股东的其他综合收益的税后净额||800,091.70|-2,087,890.32
七、综合收益总额||157,327,132.15|179,194,586.34
（一）归属于母公司所有者的综合收益总额||156,752,904.93|178,516,801.87
（二）归属于少数股东的综合收益总额||574,227.22|677,784.47
八、每股收益：|||
（一）基本每股收益(元/股)||1.35|2.64
（二）稀释每股收益(元/股)||1.35|2.64
