page|83
项目|附注|2020 年 12 月 31 日|2019 年 12 月 31 日
流动资产：|||
货币资金|七、1|906,709,798.88|149,859,873.84
结算备付金|||
拆出资金|||
交易性金融资产|||
衍生金融资产|||
应收票据|七、4|386,800.00|3,931,974.00
应收账款|七、5|249,853,388.40|275,613,558.13
应收款项融资|||
预付款项|七、7|9,332,327.19|327,604.87
应收保费|||
应收分保账款|||
应收分保合同准备金|||
其他应收款|七、8|24,966,878.84|13,215,179.21
其中：应收利息|||
应收股利|||
买入返售金融资产|||
存货|七、9|32,803,478.26|26,679,622.32
合同资产|七、10|10,779,447.60|
持有待售资产|||
一年内到期的非流动资产|||
其他流动资产|七、13|1,747,946.89|1,086,172.23
流动资产合计||1,236,580,066.06|470,713,984.60
非流动资产：|||
发放贷款和垫款|||
债权投资|||
其他债权投资|||
长期应收款|||
长期股权投资|七、17|16,781,624.15|20,478,037.83
其他权益工具投资|七、18|2,409,146.79|2,587,314.63
其他非流动金融资产|||
投资性房地产|七、20|3,407,712.75|3,501,730.95
固定资产|七、21|206,014,244.23|214,402,000.19
在建工程|七、22|715,596.33|970,180.75
生产性生物资产|||
油气资产|||
使用权资产|||
无形资产|七、26|6,626,036.45|7,191,034.38
开发支出|七、27|6,145,671.48|
商誉|七、28|31,166,300.36|31,166,300.36
长期待摊费用|七、29|1,592,362.79|2,300,079.59
page|84
递延所得税资产|七、30|8,818,241.27|6,154,438.65
其他非流动资产||1,401,328.19|800,000.00
非流动资产合计|七、31|285,078,264.79|289,551,117.33
资产总计||1,521,658,330.85|760,265,101.93
流动负债：|||
短期借款|七、32|135,000,000.00|129,904,637.20
向中央银行借款|||
拆入资金|||
交易性金融负债|||
衍生金融负债|||
应付票据|||
应付账款|七、36|41,767,248.03|42,372,295.70
预收款项|||38,867,225.65
合同负债|七、38|52,071,516.50|
卖出回购金融资产款|||
吸收存款及同业存放|||
代理买卖证券款|||
代理承销证券款|||
应付职工薪酬|七、39|24,078,480.99|9,751,104.59
应交税费|七、40|12,468,216.55|13,864,761.01
其他应付款|七、41|6,617,331.66|16,219,768.29
其中：应付利息|||
应付股利|||129,936.00
应付手续费及佣金|||
应付分保账款|||
持有待售负债|||
一年内到期的非流动负债|||
其他流动负债|||
流动负债合计||272,002,793.73|250,979,792.44
非流动负债：|||
保险合同准备金|||
长期借款|||
应付债券|||
其中：优先股|||
永续债|||
租赁负债|||
长期应付款|||
长期应付职工薪酬|||
预计负债|||
递延收益|七、51|1,411,895.10|2,013,039.86
递延所得税负债|七、30|34,833.02|88,923.38
其他非流动负债||6,769,297.15|
非流动负债合计||8,216,025.27|2,101,963.24
负债合计||280,218,819.00|253,081,755.68
所有者权益（或股东权益）|||
实收资本（或股本）|七、53|165,463,488.00|112,454,776.00
其他权益工具|||
其中：优先股|||
page|85
永续债|||
资本公积|七、55|770,478,445.81|126,676,256.27
减：库存股|||9,826,410.00
其他综合收益|七、57|-3,843,767.89|-3,683,416.83
专项储备|||
盈余公积|七、59|35,600,837.88|31,149,601.18
一般风险准备|||
未分配利润|七、60|258,799,330.97|241,994,304.15
归属于母公司所有者权益（或股东权益）合计||1,226,498,334.77|498,765,110.77
少数股东权益||14,941,177.08|8,418,235.48
所有者权益（或股东权益）合计||1,241,439,511.85|507,183,346.25
负债和所有者权益（或股东权益）总计||1,521,658,330.85|760,265,101.93
