page|72
项目|附注|2020 年 12 月 31 日|2019 年 12 月 31 日
流动资产：|||
货币资金||12,205,253.10|20,042,425.46
结算备付金|||
拆出资金|||
page|73
交易性金融资产|||
衍生金融资产|||
应收票据||822,742.00|3,070,780.65
应收账款||338,977,580.03|375,830,821.97
应收款项融资|||
预付款项||113,935,094.84|112,893,765.32
应收保费|||
应收分保账款|||
应收分保合同准备金|||
其他应收款||158,261,445.73|158,138,008.59
其中：应收利息|||
应收股利||1,600,000.00|2,000,000.00
买入返售金融资产|||
存货||336,090,082.60|324,804,306.83
合同资产|||
持有待售资产|||
一年内到期的非流动资产|||
其他流动资产||4,103,295.15|3,167,791.89
流动资产合计||964,395,493.45|997,947,900.71
非流动资产：|||
发放贷款和垫款|||
债权投资|||
其他债权投资|||
长期应收款|||
长期股权投资||151,661,494.99|107,119,079.23
其他权益工具投资||390,949,489.00|390,949,489.00
其他非流动金融资产|||
投资性房地产||5,520,707.00|6,263,207.00
固定资产||241,314,036.66|264,748,367.48
在建工程||33,425,786.23|33,297,199.72
生产性生物资产|||
油气资产|||
使用权资产|||
无形资产||65,064,435.40|69,389,258.58
开发支出|||
商誉||619,425,173.44|619,425,173.44
长期待摊费用||3,916,653.59|7,222,551.05
递延所得税资产|||
其他非流动资产||2,136,709.85|2,136,709.85
非流动资产合计||1,513,414,486.16|1,500,551,035.35
资产总计||2,477,809,979.61|2,498,498,936.06
流动负债：|||
page|74
短期借款||550,825,634.76|527,863,948.59
向中央银行借款|||
拆入资金|||
交易性金融负债|||
衍生金融负债|||
应付票据|||34,000,000.00
应付账款||109,325,673.59|121,775,497.63
预收款项|||4,669,884.09
合同负债||4,748,417.61|
卖出回购金融资产款|||
吸收存款及同业存放|||
代理买卖证券款|||
代理承销证券款|||
应付职工薪酬||32,814,774.71|29,846,486.81
应交税费||93,905,063.37|91,037,312.85
其他应付款||491,412,463.72|386,688,824.58
其中：应付利息||134,666,524.52|56,279,729.46
应付股利||6,211,091.90|6,211,091.90
应付手续费及佣金|||
应付分保账款|||
持有待售负债|||
一年内到期的非流动负债||279,184,165.14|199,184,165.14
其他流动负债||363,388.00|
流动负债合计||1,562,579,580.90|1,395,066,119.69
非流动负债：|||
保险合同准备金|||
长期借款|||80,000,000.00
应付债券|||
其中：优先股|||
永续债|||
租赁负债|||
长期应付款|||
长期应付职工薪酬|||
预计负债||807,997,808.80|790,875,582.26
递延收益||70,440,462.82|71,236,493.71
递延所得税负债||4,693,423.61|5,274,626.79
其他非流动负债|||
非流动负债合计||883,131,695.23|947,386,702.76
负债合计||2,445,711,276.13|2,342,452,822.45
所有者权益（或股东权益）：|||
实收资本（或股本）||1,752,773,758.00|1,752,773,758.00
其他权益工具|||
page|75
其中：优先股|||
永续债|||
资本公积||2,558,677,651.92|2,558,677,651.92
减：库存股|||
其他综合收益||-13,505,328.18|-46,153,448.88
专项储备||13,891,524.66|12,289,610.26
盈余公积||32,770,164.07|32,770,164.07
一般风险准备|||
未分配利润||-4,305,849,805.74|-4,150,708,293.84
归属于母公司所有者权益（或股东权益）合计||38,757,964.73|159,649,441.53
少数股东权益||-6,659,261.25|-3,603,327.92
所有者权益（或股东权益）合计||32,098,703.48|156,046,113.61
负债和所有者权益（或股东权益）总计||2,477,809,979.61|2,498,498,936.06
