page|78
项目|附注|2019年度|2018年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||952,158,691.67|900,079,208.86
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还||4,600,858.44|
收到其他与经营活动有关的现金|七、78|59,118,004.79|38,792,312.04
经营活动现金流入小计||1,015,877,554.90|938,871,520.90
购买商品、接受劳务支付的现||519,096,415.75|686,756,974.93
page|79
金|||
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||98,514,325.20|95,312,993.38
支付的各项税费||85,678,155.08|86,013,631.37
支付其他与经营活动有关的现金|七、78|74,267,601.93|87,993,447.43
经营活动现金流出小计||777,556,497.96|956,077,047.11
经营活动产生的现金流量净额||238,321,056.94|-17,205,526.21
二、投资活动产生的现金流量：|||
收回投资收到的现金||2,795,833,500.00|3,730,240,000.00
取得投资收益收到的现金||30,613,225.91|34,686,906.05
处置固定资产、无形资产和其他长期资产收回的现金净额||165,060.00|6,900.00
处置子公司及其他营业单位收到的现金净额|七、79|51,673,521.83|
收到其他与投资活动有关的现金|七、78|75,112.32|9,208,873.31
投资活动现金流入小计||2,878,360,420.06|3,774,142,679.36
购建固定资产、无形资产和其他长期资产支付的现金||29,050,804.07|6,609,207.70
投资支付的现金||3,110,633,500.00|3,453,116,667.00
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||
支付其他与投资活动有关的现金|||
投资活动现金流出小计||3,139,684,304.07|3,459,725,874.70
投资活动产生的现金流量净额||-261,323,884.01|314,416,804.66
三、筹资活动产生的现金流量：|||
吸收投资收到的现金||191,448.89|38,406,720.00
其中：子公司吸收少数股东投资收到的现金||191,448.89|9,480,000.00
取得借款收到的现金|||
收到其他与筹资活动有关的现金|||
筹资活动现金流入小计||191,448.89|38,406,720.00
偿还债务支付的现金||22,477.76|
分配股利、利润或偿付利息支||89,115,606.13|81,196,000.00
page|80
付的现金|||
其中：子公司支付给少数股东的股利、利润||7,930,000.00|400,000.00
支付其他与筹资活动有关的现金|||
筹资活动现金流出小计||89,138,083.89|81,196,000.00
筹资活动产生的现金流量净额||-88,946,635.00|-42,789,280.00
四、汇率变动对现金及现金等价物的影响||1,885,248.99|982,778.50
五、现金及现金等价物净增加额||-110,064,213.08|255,404,776.95
加：期初现金及现金等价物余额||469,725,885.86|214,321,108.91
六、期末现金及现金等价物余额||359,661,672.78|469,725,885.86
