page|71
项目|附注|2021年度|2020年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||85,298,028,283.78|68,904,599,388.93
收到的税费返还||200,205,557.78|223,338,738.59
收到其他与经营活动有关的现金|78|658,693,112.22|506,808,419.44
经营活动现金流入小计||86,156,926,953.78|69,634,746,546.96
购买商品、接受劳务支付的现金||69,768,513,297.51|57,157,433,955.99
支付给职工及为职工支付的现金||4,866,564,909.32|4,395,862,265.56
支付的各项税费||2,041,143,465.90|1,355,282,307.58
支付其他与经营活动有关的现金|78|1,016,659,295.62|867,985,149.27
经营活动现金流出小计||77,692,880,968.35|63,776,563,678.40
经营活动产生的现金流量净额||8,464,045,985.43|5,858,182,868.56
二、投资活动产生的现金流量：|||
收回投资收到的现金||6,858,417.37|
取得投资收益收到的现金||104,665,072.79|77,756,504.79
处置固定资产、无形资产和其他长期资产收回的现金净额||177,153,604.44|47,400,720.87
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金|78||
投资活动现金流入小计||288,677,094.60|125,157,225.66
购建固定资产、无形资产和其他长期资产支付的现金||2,433,357,236.74|2,154,989,800.13
投资支付的现金||220,000,000.00|300,000,000.00
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||
支付其他与投资活动有关的现金|78||
投资活动现金流出小计||2,653,357,236.74|2,454,989,800.13
投资活动产生的现金流量净额||-2,364,680,142.14|-2,329,832,574.47
三、筹资活动产生的现金流量：|||
吸收投资收到的现金|||
其中：子公司吸收少数股东投资收到的现金|||
取得借款收到的现金||9,367,052,615.83|8,353,688,265.74
收到其他与筹资活动有关的现金|78|2,500,000,000.00|
筹资活动现金流入小计||11,867,052,615.83|8,353,688,265.74
偿还债务支付的现金||12,426,418,265.74|8,894,600,000.00
分配股利、利润或偿付利息支付的现金||1,673,808,109.74|1,205,427,769.58
其中：子公司支付给少数股东的股利、利润||853,248,552.2|504,826,014.09
支付其他与筹资活动有关的现金|78|1,482,808,106.45|1,102,013,872.50
筹资活动现金流出小计||15,583,034,481.93|11,202,041,642.08
筹资活动产生的现金流量净额||-3,715,981,866.10|-2,848,353,376.34
四、汇率变动对现金及现金等价物的影响||6,611,778.76|1,272,331.92
五、现金及现金等价物净增加额||2,389,995,755.95|681,269,249.67
加：期初现金及现金等价物余额||4,344,129,309.70|3,662,860,060.03
六、期末现金及现金等价物余额||6,734,125,065.65|4,344,129,309.70
