page|86
项目|附注|2020年度|2019年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现||926,850,669.37|948,576,013.91
page|87
金|||
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还||44,490,182.81|32,666,932.04
收到其他与经营活动有关的现金|七、78|19,517,689.36|42,982,145.25
经营活动现金流入小计||990,858,541.54|1,024,225,091.20
购买商品、接受劳务支付的现金||690,495,326.29|600,939,819.35
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||198,511,772.47|214,890,364.28
支付的各项税费||35,227,584.28|54,718,490.85
支付其他与经营活动有关的现金|七、78|94,534,994.71|67,734,032.33
经营活动现金流出小计||1,018,769,677.75|938,282,706.81
经营活动产生的现金流量净额||-27,911,136.21|85,942,384.39
二、投资活动产生的现金流量：|||
收回投资收到的现金||27,634,150.00|27,634,150.00
取得投资收益收到的现金||8,553,842.28|
处置固定资产、无形资产和其他长期资产收回的现金净额||330,641,432.27|
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金|||
投资活动现金流入小计||366,829,424.55|27,634,150.00
page|88
购建固定资产、无形资产和其他长期资产支付的现金||24,820,824.17|18,655,801.47
投资支付的现金||23,659,545.54|
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||
支付其他与投资活动有关的现金|||
投资活动现金流出小计||48,480,369.71|18,655,801.47
投资活动产生的现金流量净额||318,349,054.84|8,978,348.53
三、筹资活动产生的现金流量：|||
吸收投资收到的现金||211,111,360.00|
其中：子公司吸收少数股东投资收到的现金|||
取得借款收到的现金||209,194,847.35|238,442,835.31
收到其他与筹资活动有关的现金|||
筹资活动现金流入小计||420,306,207.35|238,442,835.31
偿还债务支付的现金||341,964,226.81|284,998,046.30
分配股利、利润或偿付利息支付的现金||20,116,993.77|17,017,582.33
其中：子公司支付给少数股东的股利、利润|||
支付其他与筹资活动有关的现金|七、78|176,764,785.75|
筹资活动现金流出小计||538,846,006.33|302,015,628.63
筹资活动产生的现金流量净额||-118,539,798.98|-63,572,793.32
四、汇率变动对现金及现金等价物的影响||-4,639,264.01|877,181.31
五、现金及现金等价物净增加额  七、78||167,258,855.64|32,225,120.91
加：期初现金及现金等价物余额|七、78|78,887,242.25|46,662,121.34
六、期末现金及现金等价物余额  七、78||246,146,097.89|78,887,242.25
