page|62
项目|附注|2019年度|2018年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||7,544,282,863.13|7,095,344,898.61
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
page|63
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还|||
收到其他与经营活动有关的现金|七、（76）|30,831,809.63|35,725,983.55
经营活动现金流入小计||7,575,114,672.76|7,131,070,882.16
购买商品、接受劳务支付的现金||5,254,501,092.94|4,767,281,554.44
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||680,084,551.99|667,169,103.52
支付的各项税费||402,768,880.10|400,667,815.11
支付其他与经营活动有关的现金|七、（76）|168,535,798.08|169,511,797.88
经营活动现金流出小计||6,505,890,323.11|6,004,630,270.95
经营活动产生的现金流量净额||1,069,224,349.65|1,126,440,611.21
二、投资活动产生的现金流量：|||
收回投资收到的现金|||
取得投资收益收到的现金||208,895.70|198,868.71
处置固定资产、无形资产和其他长期资产收回的现金净额||994,816.30|3,008,961.65
处置子公司及其他营业单位收到的现金净额|||7,438,700.00
收到其他与投资活动有关的现金|七、（76）||517,218,648.39
投资活动现金流入小计||1,203,712.00|527,865,178.75
购建固定资产、无形资产和其他长期资产支付的现金||732,399,864.51|1,137,429,091.55
投资支付的现金|||19,000,000.00
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额||70,000,000.00|10,000,000.00
支付其他与投资活动有关的现金|七、（76）|4,865,175.99|
投资活动现金流出小计||807,265,040.50|1,166,429,091.55
投资活动产生的现金流量净额||-806,061,328.50|-638,563,912.80
三、筹资活动产生的现金流量：|||
吸收投资收到的现金|||65,000,000.00
其中：子公司吸收少数股东投资收到的现金|||
取得借款收到的现金||1,019,000,000.00|510,000,000.00
收到其他与筹资活动有关的现金|||
筹资活动现金流入小计||1,019,000,000.00|575,000,000.00
偿还债务支付的现金||1,487,166,818.00|1,098,437,818.00
分配股利、利润或偿付利息支付的现金||176,331,328.71|219,891,394.49
其中：子公司支付给少数股东的股利、|||
page|64
利润|||
支付其他与筹资活动有关的现金|||
筹资活动现金流出小计||1,663,498,146.71|1,318,329,212.49
筹资活动产生的现金流量净额||-644,498,146.71|-743,329,212.49
四、汇率变动对现金及现金等价物的影响|||
五、现金及现金等价物净增加额||-381,335,125.56|-255,452,514.08
加：期初现金及现金等价物余额||1,882,929,288.56|2,138,381,802.64
六、期末现金及现金等价物余额||1,501,594,163.00|1,882,929,288.56
