page|52
项目|附注|2020 年 12 月 31 日|2019 年 12 月 31 日
流动资产：|||
货币资金||1,103,239,282.33|1,054,321,951.39
结算备付金|||
拆出资金|||
交易性金融资产|||4,292,008.07
衍生金融资产|||
应收票据||516,928,050.04|
应收账款||480,833,294.30|30,029,042.61
应收款项融资||800,000.00|
预付款项||986,506,592.52|1,074,111,668.24
应收保费|||
应收分保账款|||
应收分保合同准备金|||
其他应收款||14,453,304.31|2,719,929.71
其中：应收利息|||
应收股利|||
买入返售金融资产|||
存货||581,785,288.59|43,009,481.85
合同资产|||
持有待售资产|||
一年内到期的非流动资产|||
其他流动资产||18,595,952.02|2,598,698.32
流动资产合计||3,703,141,764.11|2,211,082,780.19
非流动资产：|||
发放贷款和垫款|||
债权投资|||
其他债权投资|||
长期应收款|||
长期股权投资|||
其他权益工具投资|||
其他非流动金融资产|||
投资性房地产|||
固定资产||2,649,760.46|2,104,197.00
在建工程|||
生产性生物资产|||
油气资产|||
使用权资产|||
无形资产||357,507.40|25,191.75
开发支出|||
商誉|||
长期待摊费用||2,957,124.42|3,329,356.76
递延所得税资产||2,924,622.76|317,563.13
page|53
其他非流动资产|||
非流动资产合计||8,889,015.04|5,776,308.64
资产总计||3,712,030,779.15|2,216,859,088.83
流动负债：|||
短期借款||179,602,870.00|
向中央银行借款|||
拆入资金|||
交易性金融负债|||
衍生金融负债|||
应付票据||50,000,000.00|
应付账款||115,835,929.69|42,143,211.38
预收款项|||102,874,812.50
合同负债||478,132,492.54|
卖出回购金融资产款|||
吸收存款及同业存放|||
代理买卖证券款|||
代理承销证券款|||
应付职工薪酬||4,819,757.76|1,386,537.20
应交税费||16,447,876.78|1,616,810.91
其他应付款||6,165,256.92|1,500,124.84
其中：应付利息||239,043.18|
应付股利|||
应付手续费及佣金|||
应付分保账款|||
持有待售负债|||
一年内到期的非流动负债|||
其他流动负债||556,807,789.48|
流动负债合计||1,407,811,973.17|149,521,496.83
非流动负债：|||
保险合同准备金|||
长期借款|||
应付债券|||
其中：优先股|||
永续债|||
租赁负债|||
长期应付款|||
长期应付职工薪酬|||
预计负债|||
递延收益|||
递延所得税负债|||56,900.00
其他非流动负债|||
非流动负债合计|||56,900.00
负债合计||1,407,811,973.17|149,578,396.83
所有者权益（或股东权益）：|||
实收资本（或股本）||783,025,760.00|783,025,760.00
其他权益工具|||
其中：优先股|||
永续债|||
page|54
资本公积||904,151,934.01|904,151,934.01
减：库存股|||
其他综合收益|||
专项储备|||
盈余公积||133,009,121.42|126,299,573.63
一般风险准备|||
未分配利润||364,326,376.91|253,803,424.36
归属于母公司所有者权益（或股东权益）合计||2,184,513,192.34|2,067,280,692.00
少数股东权益||119,705,613.64|
所有者权益（或股东权益）合计||2,304,218,805.98|2,067,280,692.00
负债和所有者权益（或股东权益）总计||3,712,030,779.15|2,216,859,088.83
