page|118
项目|附注|2019年度|2018年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||1,080,735,799.55|761,697,523.38
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还||52,119,692.03|23,291,866.70
收到其他与经营活动有关的现金|七、76|16,421,928.79|10,588,962.86
经营活动现金流入小计||1,149,277,420.37|795,578,352.94
购买商品、接受劳务支付的现金||678,722,197.07|464,005,027.38
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
page|119
支付保单红利的现金|||
支付给职工及为职工支付的现金||114,669,830.44|89,187,764.36
支付的各项税费||122,394,197.59|67,042,391.04
支付其他与经营活动有关的现金|七、76|79,589,278.08|48,522,549.37
经营活动现金流出小计||995,375,503.18|668,757,732.15
经营活动产生的现金流量净额||153,901,917.19|126,820,620.79
二、投资活动产生的现金流量：|||
收回投资收到的现金||80,000,000.00|50,000.00
取得投资收益收到的现金||172,861.11|
处置固定资产、无形资产和其他长期资产收回的现金净额||475,000.00|62,720.00
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金|七、76|2,878.10|29,741,855.10
投资活动现金流入小计||80,650,739.21|29,854,575.10
购建固定资产、无形资产和其他长期资产支付的现金||129,640,174.23|69,295,847.76
投资支付的现金||1,473,359,000.00|
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||
支付其他与投资活动有关的现金|||
投资活动现金流出小计||1,602,999,174.23|69,295,847.76
投资活动产生的现金流量净额||-1,522,348,435.02|-39,441,272.66
三、筹资活动产生的现金流量：|||
吸收投资收到的现金||1,769,513,011.83|
其中：子公司吸收少数股东投资收到的现金||341,000.00|
取得借款收到的现金||279,934,879.66|240,470,324.78
收到其他与筹资活动有关的现金|七、76|35,055,390.00|106,590,653.84
筹资活动现金流入小计||2,084,503,281.49|347,060,978.62
偿还债务支付的现金||341,854,052.66|231,856,137.89
分配股利、利润或偿付利息支付的现金||136,384,492.33|23,599,180.74
其中：子公司支付给少数股东的股利、利润|||
支付其他与筹资活动有关的现金|七、76|87,435,123.80|116,085,947.03
筹资活动现金流出小计||565,673,668.79|371,541,265.66
筹资活动产生的现金流量净额||1,518,829,612.70|-24,480,287.04
四、汇率变动对现金及现金等价||1,939,090.60|1,998,773.63
page|120
物的影响|||
五、现金及现金等价物净增加额||152,322,185.47|64,897,834.72
加：期初现金及现金等价物余额||121,737,776.70|56,839,941.98
六、期末现金及现金等价物余额||274,059,962.17|121,737,776.70
