page|154
项目|2021 年 12 月 31 日|2020 年 12 月 31 日
流动资产：||
货币资金|5,938,823,396.21|6,594,786,789.98
结算备付金||
拆出资金||
交易性金融资产|17,997,086.19|47,242,339.07
衍生金融资产||
应收票据|2,216,752.22|340,421,386.71
应收账款|1,440,874,691.28|1,130,275,780.66
应收款项融资|1,808,109,301.56|1,632,388,702.83
预付款项|29,766,797.34|30,105,373.40
应收保费||
应收分保账款||
应收分保合同准备金||
其他应收款|111,652,635.86|145,705,978.26
其中：应收利息||
应收股利||
买入返售金融资产||
存货|1,356,357,419.80|1,715,354,951.43
合同资产||
持有待售资产||
一年内到期的非流动资产||
其他流动资产|124,240,934.45|198,353,464.98
流动资产合计|10,830,039,014.91|11,834,634,767.32
非流动资产：||
发放贷款和垫款||
债权投资||
page|155
其他债权投资||
长期应收款||
长期股权投资|86,631,660.53|76,982,822.38
其他权益工具投资||
其他非流动金融资产|581,980,440.70|548,148,931.34
投资性房地产|53,149,934.45|53,888,462.00
固定资产|2,303,122,699.92|2,391,859,440.31
在建工程|98,469,862.45|60,775,088.96
生产性生物资产||
油气资产||
使用权资产|45,367,918.31|
无形资产|953,403,100.33|936,851,520.65
开发支出|87,728,990.86|73,028,441.56
商誉||
长期待摊费用||
递延所得税资产|147,488,353.28|127,185,979.94
其他非流动资产|3,087,780.59|
非流动资产合计|4,360,430,741.42|4,268,720,687.14
资产总计|15,190,469,756.33|16,103,355,454.46
流动负债：||
短期借款|622,874,652.77|1,336,209,050.55
向中央银行借款||
拆入资金||
交易性金融负债|12,304,272.41|4,584,076.51
衍生金融负债||
应付票据|4,839,837,317.78|4,439,607,982.34
应付账款|2,299,103,796.88|2,851,999,684.30
预收款项||
合同负债|515,004,115.23|522,550,891.28
卖出回购金融资产款||
吸收存款及同业存放||
代理买卖证券款||
代理承销证券款||
应付职工薪酬|247,044,421.56|290,321,776.05
page|156
应交税费|141,874,861.88|89,682,433.90
其他应付款|751,452,768.00|724,701,686.72
其中：应付利息||
应付股利|4,753,764.56|4,466,628.25
应付手续费及佣金||
应付分保账款||
持有待售负债||
一年内到期的非流动负债|332,718,478.25|407,825,150.74
其他流动负债|24,373,759.16|22,923,698.73
流动负债合计|9,786,588,443.92|10,690,406,431.12
非流动负债：||
保险合同准备金||
长期借款|168,000,000.00|188,231,439.30
应付债券||
其中：优先股||
永续债||
租赁负债|33,225,912.15|
长期应付款|1,337,643.24|1,705,323.91
长期应付职工薪酬|9,828,300.06|10,571,526.69
预计负债|11,363,601.63|62,392,735.07
递延收益|175,664,038.83|177,377,450.12
递延所得税负债|9,670,435.45|10,575,582.33
其他非流动负债||
非流动负债合计|409,089,931.36|450,854,057.42
负债合计|10,195,678,375.28|11,141,260,488.54
所有者权益：||
股本|1,044,597,881.00|1,044,597,881.00
其他权益工具||
其中：优先股||
永续债||
资本公积|2,682,829,400.26|2,683,837,229.12
减：库存股|26,430,571.38|9,929,336.18
其他综合收益|-20,903,270.57|-21,451,084.17
专项储备||
page|157
盈余公积|423,111,236.90|416,364,790.43
一般风险准备||
未分配利润|734,129,724.00|740,754,202.23
归属于母公司所有者权益合计|4,837,334,400.21|4,854,173,682.43
少数股东权益|157,456,980.84|107,921,283.49
所有者权益合计|4,994,791,381.05|4,962,094,965.92
负债和所有者权益总计|15,190,469,756.33|16,103,355,454.46
