page|123
项目|附注|2021 年度|2020 年度
一、营业总收入||3,782,592,635.09|3,674,158,475.21
其中：营业收入|七、61|3,782,592,635.09|3,674,158,475.21
利息收入|||
已赚保费|||
手续费及佣金收入|||
二、营业总成本||3,536,813,983.74|3,294,832,752.08
其中：营业成本|七、61|1,684,646,601.23|1,570,901,166.06
利息支出|||
手续费及佣金支出|||
退保金|||
赔付支出净额|||
提取保险责任准备金净额|||
保单红利支出|||
分保费用|||
税金及附加|七、62|50,309,512.98|45,068,078.90
销售费用|七、63|1,246,879,315.16|1,183,980,078.75
管理费用|七、64|229,716,922.17|181,933,308.65
研发费用|七、65|334,345,849.95|309,584,544.54
财务费用|七、66|-9,084,217.75|3,365,575.18
其中：利息费用||6,096,891.29|9,800,145.86
利息收入||17,669,256.84|9,717,486.11
加：其他收益|七、67|37,335,627.47|35,384,621.36
投资收益（损失以“－”号填列）|七、68|72,513,162.63|73,374,405.43
其中：对联营企业和合营企业的投资收益||4,165,933.80|411,105.54
以摊余成本计量的金融|||
page|124
资产终止确认收益|||
汇兑收益（损失以“－”号填列）|||
净敞口套期收益（损失以“-”号填列）|||
公允价值变动收益（损失以“－”号填列）|七、70|-6,090,052.09|23,032,461.10
信用减值损失（损失以“-”号填列）|七、71|5,915,003.64|1,869,951.57
资产减值损失（损失以“-”号填列）|七、72|-21,296,995.46|-28,483,332.89
资产处置收益（损失以“－”号填列）|七、73|265,785.11|169,094.65
三、营业利润（亏损以“－”号填列）||334,421,182.65|484,672,924.35
加：营业外收入|七、74|4,766,479.82|3,443,526.93
减：营业外支出|七、75|3,055,838.97|3,600,212.89
四、利润总额（亏损总额以“－”号填列）||336,131,823.50|484,516,238.39
减：所得税费用|七、76|2,230,050.07|47,156,044.10
五、净利润（净亏损以“－”号填列）||333,901,773.43|437,360,194.29
（一）按经营持续性分类|||
1.持续经营净利润（净亏损以“－”号填列）||333,901,773.43|437,360,194.29
2.终止经营净利润（净亏损以“－”号填列）|||
（二）按所有权归属分类|||
1.归属于母公司股东的净利润（净亏损以“-”号填列）||334,146,422.91|438,784,463.09
2.少数股东损益（净亏损以“-”号填列）||-244,649.48|-1,424,268.80
六、其他综合收益的税后净额|七、77|-946,787.50|-2,055,636.46
（一）归属母公司所有者的其他综合收益的税后净额||-946,787.50|-2,055,636.46
1．不能重分类进损益的其他综合收益|||
（1）重新计量设定受益计划变动额|||
（2）权益法下不能转损益的其他综合收益|||
（3）其他权益工具投资公允价值变动|||
（4）企业自身信用风险公允价值变动|||
2．将重分类进损益的其他综合收益||-946,787.50|-2,055,636.46
（1）权益法下可转损益的其他综合收益|||
（2）其他债权投资公允价值变动|||
（3）金融资产重分类计入其他综|||
page|125
合收益的金额|||
（4）其他债权投资信用减值准备|||
（5）现金流量套期储备|||
（6）外币财务报表折算差额||-946,787.50|-2,055,636.46
（7）其他|||
（二）归属于少数股东的其他综合收益的税后净额|||
七、综合收益总额||332,954,985.93|435,304,557.83
（一）归属于母公司所有者的综合收益总额||333,199,635.41|436,728,826.63
（二）归属于少数股东的综合收益总额||-244,649.48|-1,424,268.80
八、每股收益：|||
（一）基本每股收益(元/股)||0.74|0.97
（二）稀释每股收益(元/股)||0.74|0.97
